suite_id,suite_name,question_no,answer,stem_excerpt,module_boundary,closure_status,philo_culture_action,evidence_path,evidence_excerpt,evidence_level,notes
S003,2024东城一模,1,C,"中国故事从神舟家族太空接力到奋斗者号深潜、从荒漠治理到低碳生活、从杭州亚运到贵州村BA，问中国故事说明什么。",文化/中特交叉,FULL,correct_option_chain,"renders\74cdfac9253763bf\page_001.png; renders\7b4eece2963205d8\page_001.png","题干含中国故事、中国梦、世界人民梦想、接力奋斗；答案表显示第1题 C。",cached rendered page image,"迁入正确项：②④；①③作为错肢边界。"
S003,2024东城一模,2,B,"文旅产业发展呈现人间烟火气，土风、人气、心气、口碑传播、民心凝聚力，问这说明什么。",文化,FULL,correct_and_wrong_option_chain,"renders\74cdfac9253763bf\page_001.png; renders\7b4eece2963205d8\page_001.png","题干含文旅产业烟火气、主客共享、线上线下共情共鸣；答案表显示第2题 B。",cached rendered page image,"迁入正确项①③；错肢②首要任务夸大，④流量/留量因果倒置。"
S003,2024东城一模,3,A,"龙年春晚吉祥物龙辰辰从龙形器、何尊、故宫九龙壁等传统文化中寻找设计灵感，问设计体现什么。",文化/逻辑交叉,FULL,correct_and_wrong_option_chain,"renders\74cdfac9253763bf\page_002.png; renders\7b4eece2963205d8\page_001.png","题干含中华优秀传统文化、中国传统色、生肖龙意蕴和美感；答案表显示第3题 A。",cached rendered page image,"迁入传统文化元素创造性表达；③解构传统内涵、④直接纳入生肖吉祥寓意超出题干。"
S003,2024东城一模,4,A,"问卷显示公交站障碍物、过街斑马线窄、接送车乱停乱放，问最适合的交通治理建议。",政治与法治,FULL,module_boundary,"renders\74cdfac9253763bf\page_002.png; renders\7b4eece2963205d8\page_001.png","题干为校园周边交通治理；答案表显示第4题 A。",cached rendered page image,"非必修四/文化主链。"
S003,2024东城一模,5,D,"北京坚持慢行优先、公交优先、绿色优先，推进慢行系统发展和交通秩序管理，问慢行系统建设。",政治与法治,FULL,module_boundary,"renders\74cdfac9253763bf\page_002.png; renders\7b4eece2963205d8\page_001.png","题干为交通治理和慢行系统；答案表显示第5题 D。",cached rendered page image,"非必修四/文化主链。"
S003,2024东城一模,6,D,"科学思维要符合认识规律、遵循逻辑规则，问表格中分析正确的是哪项。",逻辑与思维,FULL,module_boundary,"renders\74cdfac9253763bf\page_003.png; renders\7b4eece2963205d8\page_001.png","题干为逻辑规则辨析；答案表显示第6题 D。",cached rendered page image,"非必修四/文化主链。"
S003,2024东城一模,7,A,"所有鸟都会飞，鸵鸟是鸟，所以鸵鸟会飞，问对此推理分析正确的是。",逻辑与思维,FULL,module_boundary,"renders\74cdfac9253763bf\page_003.png; renders\7b4eece2963205d8\page_001.png","题干为三段论形式与前提真假；答案表显示第7题 A。",cached rendered page image,"非必修四/文化主链。"
S003,2024东城一模,8,D,"根据四位同学选科条件，新增一条信息后必然推出小李选政治，问该信息是什么。",逻辑与思维,FULL,module_boundary,"renders\74cdfac9253763bf\page_003.png; renders\7b4eece2963205d8\page_001.png","题干为选言、条件推理；答案表显示第8题 D。",cached rendered page image,"非必修四/文化主链。"
S003,2024东城一模,9,B,"张某因房屋产权纠纷提起物权确认之诉，法院判决涉案房屋归张某所有，问说法正确的是。",法律与生活,FULL,module_boundary,"renders\74cdfac9253763bf\page_003.png; renders\7b4eece2963205d8\page_001.png","题干为物权、用益物权、法律文书生效；答案表显示第9题 B。",cached rendered page image,"非必修四/文化主链。"
S003,2024东城一模,10,C,"高某翔照顾叔婶，叔婶遗嘱给其全部遗产，高某与法定继承人争议，问本案分析正确的是。",法律与生活,FULL,module_boundary,"renders\74cdfac9253763bf\page_004.png; renders\7b4eece2963205d8\page_001.png","题干为遗嘱、继承人以外扶养人和继承处理；答案表显示第10题 C。",cached rendered page image,"非必修四/文化主链。"
