question_id,year,district,exam_stage,question_no,evidence_level,primary_batch,primary_node,node_names,promotion_status,effective_ask_text,ask_source,material_signals,rubric_rewards,rubric_atom_ids,first_student_action,full_score_sentence_pattern,common_wrong_path,classification_reason,guard_flags
CC0103_2025_丰台_一模_19,2025,丰台,一模,19,formal,BATCH_D_IP_COMPETITION,N04,N04:创新竞争题：定行为、护秩序|N02:评判裁判题：先判后证|N03:私法责任题：切责成链|N05:程序救济题：路径、证据、请求|N07:意义价值题：从本案推出三层价值,core_candidate,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。,ask_text,19. 2024 年6 月，最高人民法院知识产权法庭对一起因技术秘密侵权纠纷上诉案作出判决。 / 原告方下 属公司的近40 名高级管理人员及技术人员离职后加入被告方，并利用在原单位接触的技术信息申请了12 件实用新型专利。 / 根据《中华人民共和国反不正当竞争法》，最高人民法院知识产权法庭依法适用2 倍惩罚性赔偿，判 决被告方赔偿原告方经济损失及维权合理开支合计6.4 亿余元，创下我国知识产权侵权诉讼判赔数额新 高。,19.（6分）参考答案： 本案判决维护当事人合法权益，严惩侵权行为，保护知识产权。规范市场竞争秩序，营造公平市场环境，以法治力量鼓励创新。作为典型案例为同类案件提供范例，有利于提升审判质量和效率，增强司法公信力。引导公民依法办事，增强民众法治信仰，推动法治中国建设。 19题 评分标准说明： 企业层面（从权利与义务角度）：维护当事人合法权益...,R_CC0103_2025_丰台_一模_19_01,知识产权和竞争题先定行为,材料中【行为】属于【侵权/不正当竞争类型】，损害了【权利/竞争秩序】。依法应【停止侵害/赔偿/承担责任】，这有利于保护创新成果、规范市场竞争秩序。,一看到创新就空写新质生产力；著作权、商标、商业秘密混用；漏法院具体责任。,IP/competition/innovation signal,
CC0131_2025_房山_一模_19,2025,房山,一模,19,formal,BATCH_D_IP_COMPETITION,N04,N04:创新竞争题：定行为、护秩序|N02:评判裁判题：先判后证|N03:私法责任题：切责成链|N05:程序救济题：路径、证据、请求|N07:意义价值题：从本案推出三层价值,core_candidate,细则： 1.不正当竞争 B 集团通过挖走A 集团核心技术人员并窃取技术秘密（材料1 分）属于典型的不正当竞争行为（定性 分析1 分），法院的判决打击了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市 场经济健康发展。,derived_from_rubric_text,19. 【答案】 ①激励创新积极性。 / 通过高额赔偿和惩罚性赔偿，保障创新者的合法权益，使其获得合理回报，激发社会 创新动力。 / ②维护市场公平竞争。,19.（8 分） / ①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。 / ②法院对B 集团适用的高额赔偿提高了侵权成本，强化知识产权保护，使企业更愿意投入研发，激发 创新活力和科技进步。,R_CC0131_2025_房山_一模_19_01|R_CC0131_2025_房山_一模_19_02|R_CC0131_2025_房山_一模_19_03|R_CC0131_2025_房山_一模_19_04|R_CC0131_2025_房山_一模_19_05|R_CC0131_2025_房山_一模_19_06|R_CC0131_2025_房山_一模_19_07|R_CC0131_2025_房山_一模_19_08|R_CC0131_2025_房山_一模_19_09|R_CC0131_2025_房山_一模_19_10,知识产权和竞争题先定行为,材料中【行为】属于【侵权/不正当竞争类型】，损害了【权利/竞争秩序】。依法应【停止侵害/赔偿/承担责任】，这有利于保护创新成果、规范市场竞争秩序。,一看到创新就空写新质生产力；著作权、商标、商业秘密混用；漏法院具体责任。,IP/competition/innovation signal,derived_from_rubric_text
CC0143_2025_朝阳_一模_19,2025,朝阳,一模,19,formal,BATCH_D_IP_COMPETITION,N04,N04:创新竞争题：定行为、护秩序|N02:评判裁判题：先判后证|N03:私法责任题：切责成链|N05:程序救济题：路径、证据、请求|N06:风险合规题：一险一界一措施|N07:意义价值题：从本案推出三层价值,core_candidate,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。,ask_text,19. （8 分） 司法护航，营造在线文旅消费法治环境。 / 某市互联网法院召开涉在线文化旅游消费案件审理情况新闻发布会，介绍涉在线文化旅游消费案件的 审理情况，发布典型案例。 / 以下为其中一例： 王某通过A 机票代销平台公司（以下简称“A 公司”）购买青岛至宁波的机票，页面显示总价350 元 （含基建燃油费70 元），优惠40 元后实付310 元。,19.（8分） 结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。 阅卷前制定的参考答案： / ①原告支付机票款，已经出票，合同成立。（1分） / ②合同成立不等于生效。（1分）,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_09|R_CC0143_2025_朝阳_一模_19_10|R_CC0143_2025_朝阳_一模_19_11|R_CC0143_2025_朝阳_一模_19_12,知识产权和竞争题先定行为,材料中【行为】属于【侵权/不正当竞争类型】，损害了【权利/竞争秩序】。依法应【停止侵害/赔偿/承担责任】，这有利于保护创新成果、规范市场竞争秩序。,一看到创新就空写新质生产力；著作权、商标、商业秘密混用；漏法院具体责任。,IP/competition/innovation signal,
CC0180_2025_海淀_期末_20,2025,海淀,期末,20,formal,BATCH_D_IP_COMPETITION,N04,N04:创新竞争题：定行为、护秩序|N02:评判裁判题：先判后证|N03:私法责任题：切责成链|N07:意义价值题：从本案推出三层价值,core_candidate,[slide 40] ①法理部分：无过错侵权责任+法理解释（2分） 或：消费者权利（安全消费权）并展开解释（2分）意义部分：双方任何角度（1分） ②法理部分：无过错侵权责任+法理解释（2分）意义部分：双方任何角度（1分） ③ 在法理解释正确的基础上，无过错出现一次，即可满分； 如果通篇没有无过错侵权，不能得满分，无过错不重复扣分； 法理用错了，主要是烈性犬案例用了过错推定，法理部分不给分； 评分细则：,derived_from_rubric_text,20．（6分） ①生产者产品责任是无过错侵权责任，行为人只要损害了他人的民事权益，不论其有无过错，均应当承担侵权责任。 / 《解释》从保护消费者角度作出解释，明确缺陷产品造成的产品自身损害属于产品责任赔偿范围，切实维护消费者合法权益。 / ②禁止饲养的烈性犬等危险动物造成他人损害的，动物饲养人或者管理人应承担无过错侵权责任，没有任何免责事由和减责事由。,第十九条案例：生产者产品责任是无过错侵权责任，法理解释2分。 / 第十九条案例：从消费者权利、安全消费权角度展开解释可替代得分。 / 第十九条案例：意义部分写维护消费者合法权益等双方任一角度，1分。,R_CC0180_2025_海淀_期末_20_M17_01|R_CC0180_2025_海淀_期末_20_M17_02|R_CC0180_2025_海淀_期末_20_M17_03|R_CC0180_2025_海淀_期末_20_M17_04|R_CC0180_2025_海淀_期末_20_M17_05|R_CC0180_2025_海淀_期末_20_M17_06,知识产权和竞争题先定行为,材料中【行为】属于【侵权/不正当竞争类型】，损害了【权利/竞争秩序】。依法应【停止侵害/赔偿/承担责任】，这有利于保护创新成果、规范市场竞争秩序。,一看到创新就空写新质生产力；著作权、商标、商业秘密混用；漏法院具体责任。,IP/competition/innovation signal,derived_from_rubric_text
CC0181_2025_海淀_期末_21,2025,海淀,期末,21,formal,BATCH_D_IP_COMPETITION,N04,N04:创新竞争题：定行为、护秩序|N02:评判裁判题：先判后证|N03:私法责任题：切责成链|N05:程序救济题：路径、证据、请求|N07:意义价值题：从本案推出三层价值,core_candidate,结合材料，运用《法律与生活》知识，说明法律规定“竞业限制”并对其加以限制的原因。,ask_text,21. 阅读材料，完成问题。 / “竞业限制”是指用人单位与劳动者之间约定，劳动者在离职后不得到生产同类产品或经营同类产业且有竞争关系的其他用人单位任职，也不得自己生产与原单位有竞争关系的同类产品或经营同类业务。 / 案例一：李某是A公司自主培养的高级管理人员。,规范竞业限制的意义：有利于企业商业秘密保护、保护知识产权、推动社会创新，任意两条给2分。 / 限制竞业限制的意义：保护劳动者基本劳动权利或有利于人才资源合理配置，2分。 / 总结：平衡劳动者合法权益与企业商业秘密保护，2分；维护市场公平竞争等可替代1分。,R_CC0181_2025_海淀_期末_21_M17_01|R_CC0181_2025_海淀_期末_21_M17_02|R_CC0181_2025_海淀_期末_21_M17_03|R_CC0181_2025_海淀_期末_21_M17_04|R_CC0181_2025_海淀_期末_21_M17_05,知识产权和竞争题先定行为,材料中【行为】属于【侵权/不正当竞争类型】，损害了【权利/竞争秩序】。依法应【停止侵害/赔偿/承担责任】，这有利于保护创新成果、规范市场竞争秩序。,一看到创新就空写新质生产力；著作权、商标、商业秘密混用；漏法院具体责任。,IP/competition/innovation signal,
CC0189_2025_石景山_一模_20,2025,石景山,一模,20,formal,BATCH_D_IP_COMPETITION,N04,N04:创新竞争题：定行为、护秩序|N02:评判裁判题：先判后证|N03:私法责任题：切责成链|N05:程序救济题：路径、证据、请求|N07:意义价值题：从本案推出三层价值,core_candidate,20.（8分）任务类型：解释与论证（法理依据+事实依据+对发展新质生产力的保障作用） 分项 标准 评分细则（0-8分） 法理依据 ①根据民法典规定，当事人不履行合同义务或者履行合同义务不符合约定的，守约方可以要求违约方承担违约责任。,derived_from_rubric_text,20. (8 分) 新质生产力鼓励新业态拓展创新。 / 人民法院能动履职、保护创新，为发展新质生产力提供重要保障。 / 下列 是石景山法院以司法护航新质生产力发展的两个案例。,20.（8分）任务类型：解释与论证（法理依据+事实依据+对发展新质生产力的保障作用） 分项 标准 评分细则（0-8分） 法理依据 / ①根据民法典规定，当事人不履行合同义务或者履行合同义务不符合约定的，守约方可以要求违约方承担违约责任。 采点赋分。 对应案件一，依据民法典，准确分析法理依据和事实依据，准确分析其中一方面得2分；准确分析两方面得4分。 结合案件二，根据反不正当竞争法，阐释作用，准确回答一点得2分；准确回答两点得4分。 答非所问、回答错误或没有应答，0分。 ... / ①被告开发时间超过履行期限且终未提交符合合同约定功能的技术成果，构成违约，应承担返还研发费用、支付违约金等责任。 保障作用,R_CC0189_2025_石景山_一模_20_01|R_CC0189_2025_石景山_一模_20_02|R_CC0189_2025_石景山_一模_20_03|R_CC0189_2025_石景山_一模_20_04,知识产权和竞争题先定行为,材料中【行为】属于【侵权/不正当竞争类型】，损害了【权利/竞争秩序】。依法应【停止侵害/赔偿/承担责任】，这有利于保护创新成果、规范市场竞争秩序。,一看到创新就空写新质生产力；著作权、商标、商业秘密混用；漏法院具体责任。,IP/competition/innovation signal,derived_from_rubric_text
CC0223_2025_顺义_一模_19,2025,顺义,一模,19,formal,BATCH_D_IP_COMPETITION,N04,N04:创新竞争题：定行为、护秩序|N02:评判裁判题：先判后证|N03:私法责任题：切责成链|N05:程序救济题：路径、证据、请求|N06:风险合规题：一险一界一措施|N07:意义价值题：从本案推出三层价值,core_candidate,"运用法治知识，设问指向是阐释定分止争的价值，运用
《法律与生活》的知识进行说明。",ask_text,19．(1)案例1 通过法院调解解决纠纷。 / 案例2 通过行政裁决和行政诉讼解决纠纷。 / (2)①有利于明确权利边界。,案例1解决纠纷方式：法院坚持诉讼调解实现邻里和谐、实质化解纠纷，1分。 / 案例1理由：通道属于建筑物共有部分，应合理限度恰当使用；堆放垃圾杂物影响通行并违反民法典相邻权规定，1分。 / 案例1要求：相邻各方按有利生产、方便生活、团结互助、公平合理原则正确处理相邻关系，1分。,R_CC0223_2025_顺义_一模_19_M17_01|R_CC0223_2025_顺义_一模_19_M17_02|R_CC0223_2025_顺义_一模_19_M17_03|R_CC0223_2025_顺义_一模_19_M17_04|R_CC0223_2025_顺义_一模_19_M17_05|R_CC0223_2025_顺义_一模_19_M17_06,知识产权和竞争题先定行为,材料中【行为】属于【侵权/不正当竞争类型】，损害了【权利/竞争秩序】。依法应【停止侵害/赔偿/承担责任】，这有利于保护创新成果、规范市场竞争秩序。,一看到创新就空写新质生产力；著作权、商标、商业秘密混用；漏法院具体责任。,IP/competition/innovation signal,
CC0229_2026_东城_一模_18,2026,东城,一模,18,formal,BATCH_D_IP_COMPETITION,N04,N04:创新竞争题：定行为、护秩序|N02:评判裁判题：先判后证|N03:私法责任题：切责成链|N05:程序救济题：路径、证据、请求|N07:意义价值题：从本案推出三层价值,core_candidate,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。,ask_text,18．（8 分）人民法院以司法之力守护“向新力”。 / 案例一 某科技公司三名创始人，因专利权归属纠纷，陷入长期诉讼，公司发展因此停滞。 / 对此，办 案合议庭没有“一判了之”，而是居中斡旋，弥合分歧。,法院公正司法，坚持以事实为依据、以法律为准绳，发挥司法裁判的导向作用。 / 保护知识产权就是保护创新，有利于提升创新活力。 / 案例一中，法院通过诉讼调解或调解方式化解专利权归属纠纷。,R_CC0229_2026_东城_一模_18_01|R_CC0229_2026_东城_一模_18_02|R_CC0229_2026_东城_一模_18_03|R_CC0229_2026_东城_一模_18_04|R_CC0229_2026_东城_一模_18_05|R_CC0229_2026_东城_一模_18_06|R_CC0229_2026_东城_一模_18_07|R_CC0229_2026_东城_一模_18_08,知识产权和竞争题先定行为,材料中【行为】属于【侵权/不正当竞争类型】，损害了【权利/竞争秩序】。依法应【停止侵害/赔偿/承担责任】，这有利于保护创新成果、规范市场竞争秩序。,一看到创新就空写新质生产力；著作权、商标、商业秘密混用；漏法院具体责任。,IP/competition/innovation signal,
CC0238_2026_东城_二模_19,2026,东城,二模,19,formal,BATCH_D_IP_COMPETITION,N04,N04:创新竞争题：定行为、护秩序|N02:评判裁判题：先判后证|N03:私法责任题：切责成链|N06:风险合规题：一险一界一措施|N07:意义价值题：从本案推出三层价值,core_candidate,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。,ask_text,19．（8分）法治是最好的营商环境。 / 大健康产业蓬勃发展，需要企业规范深耕。 / 甲公司开拓新领域，打造“中药＋餐饮＋健康检测”一站式新型养生空间。,乙公司以商业诋毁获取竞争优势，2分；构成不正当竞争或违背诚信原则可替代1分。 / 乙公司未全面履行合同，构成违约，1分。 / 乙公司应承担赔偿损失等违约责任，为必出点1分。,R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06,知识产权和竞争题先定行为,材料中【行为】属于【侵权/不正当竞争类型】，损害了【权利/竞争秩序】。依法应【停止侵害/赔偿/承担责任】，这有利于保护创新成果、规范市场竞争秩序。,一看到创新就空写新质生产力；著作权、商标、商业秘密混用；漏法院具体责任。,IP/competition/innovation signal,
CC0244_2026_东城_期末_18,2026,东城,期末,18,formal,BATCH_D_IP_COMPETITION,N04,N04:创新竞争题：定行为、护秩序|N02:评判裁判题：先判后证|N03:私法责任题：切责成链|N05:程序救济题：路径、证据、请求|N07:意义价值题：从本案推出三层价值,core_candidate,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。,ask_text,18. 无人机起飞如何系好“安全带”? / 陈某向店主刘某发送邮件：“急需购买A 型号无人机一台。 / ”刘某回复：“全新 原装，15000 元。,"18.（11分）无人机起飞如何系好""安全带""? 陈某向店主刘某发送邮件：“急需购买A型号无人机一台，用于重要商业拍摄。”刘某回复：“全新原装，15000元。”陈某立即转账。刘某误将一台内部结构轻微损伤（外观无明显痕迹）的同型号展示机寄出。 陈某收货后在首次使用中，该无人机因上述损伤失控坠毁，砸伤陈某手臂。陈某花费医疗费8000元，并因错过... / （1）运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。(7分) / （2）维权成功需要做好充分准备和策略选择。你认为陈某需要做好哪些工作?（4分） 要约 实质性变更，新要约 承诺 主体适格+意思表示真实+形式内容合法→合同有效 【违约逻辑：合同成立+合同有效+存在违约行为 → 承担违约责任 4分】 【侵权逻辑：权利受保护+侵权要件齐备 → 承担侵权责任 3分】 违反全面履行/诚信履行/民法诚信/公平原则 ...",R_CC0244_2026_东城_期末_18_01|R_CC0244_2026_东城_期末_18_02|R_CC0244_2026_东城_期末_18_03|R_CC0244_2026_东城_期末_18_04|R_CC0244_2026_东城_期末_18_05|R_CC0244_2026_东城_期末_18_06|R_CC0244_2026_东城_期末_18_07|R_CC0244_2026_东城_期末_18_08,知识产权和竞争题先定行为,材料中【行为】属于【侵权/不正当竞争类型】，损害了【权利/竞争秩序】。依法应【停止侵害/赔偿/承担责任】，这有利于保护创新成果、规范市场竞争秩序。,一看到创新就空写新质生产力；著作权、商标、商业秘密混用；漏法院具体责任。,IP/competition/innovation signal,
