suite_id,year,district,stage,question,parent_question,row_granularity,book_module,question_type,evidence_source,source_types,status,artifact_location,decision_reason,next_action,integration_status
2024_unknown_district_unknown_stage,2024,,,SUITE_BLOCKER,,suite,REFERENCE_HELPER_ONLY,unknown,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx | /Users/wanglifei/Desktop/2024模拟题/北京及2024各区《经济与社会》考题-wlf.pdf,paper,reference-only,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/01_source_inventory/source_inventory.csv,"{""reason"": ""no stable district/stage identity; helper compilation only"", ""source_types"": [""paper""]}",use_as_helper_not_coverage_evidence,main_matrix_original
2024_unknown_district_一模,2024,,一模,SUITE_BLOCKER,,suite,REFERENCE_HELPER_ONLY,unknown,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx | /Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx | /Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx | /Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,module-classification,reference-only,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/01_source_inventory/source_inventory.csv,"{""reason"": ""no stable district/stage identity; helper compilation only"", ""source_types"": [""module-classification""]}",use_as_helper_not_coverage_evidence,main_matrix_original
2024_东城_一模,2024,东城,一模,1,,question,B3_POLITICS_RULE_OF_LAW,objective,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,ocr-cache,included,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2024_东城_一模.txt,"{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 2, ""boundary"": ""B1_EXCLUDED"", ""boundary_score"": 1, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""中国共产党,boost:中国共产党"", ""B1_EXCLUDED"": ""中国梦""}}",future_baodian_intake,main_matrix_original
2024_东城_一模,2024,东城,一模,10,,question,XB2_EXCLUDED,objective,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,ocr-cache,module-boundary-excluded,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2024_东城_一模.txt,"{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB2_EXCLUDED"", ""boundary_score"": 13, ""matches"": {""XB2_EXCLUDED"": ""继承,诉讼,boost:继承,boost:诉讼""}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""诉讼""]}, ""override"": ""explicit_boundary_term""}",exclude_from_three_target_lines,main_matrix_original
2024_东城_一模,2024,东城,一模,11,,question,XB2_EXCLUDED,objective,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,ocr-cache,module-boundary-excluded,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2024_东城_一模.txt,"{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 7, ""boundary"": ""XB2_EXCLUDED"", ""boundary_score"": 4, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""政府,检察,法院"", ""XB2_EXCLUDED"": ""诉讼,民事,boost:诉讼,boost:民事""}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""诉讼"", ""民事""]}, ""override"": ""explicit_boundary_term""}",exclude_from_three_target_lines,main_matrix_original
2024_东城_一模,2024,东城,一模,12,,question,B2_ECONOMICS,objective,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,ocr-cache,included,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2024_东城_一模.txt,"{""target"": ""B2_ECONOMICS"", ""target_score"": 15, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""民营经济,民营企业,高质量发展,boost:民营经济,boost:高质量发展""}}",future_baodian_intake,main_matrix_original
2024_东城_一模,2024,东城,一模,13,,question,B2_ECONOMICS,objective,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,ocr-cache,included,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2024_东城_一模.txt,"{""target"": ""B2_ECONOMICS"", ""target_score"": 5, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B2_ECONOMICS"": ""就业,劳动者,居民收入,boost:就业""}}",future_baodian_intake,main_matrix_original
2024_东城_一模,2024,东城,一模,14,,question,UNKNOWN_OR_MIXED,objective,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,ocr-cache,blocked,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2024_东城_一模.txt,"{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 1, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""政府""}}",manual_review_needed,main_matrix_original
2024_东城_一模,2024,东城,一模,15,,question,XB1_EXCLUDED,objective,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,ocr-cache,module-boundary-excluded,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2024_东城_一模.txt,"{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB1_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""XB1_EXCLUDED"": ""人类命运共同体,boost:人类命运共同体""}, ""explicit_boundary_modules"": {""XB1_EXCLUDED"": [""人类命运共同体""]}, ""override"": ""explicit_boundary_term""}",exclude_from_three_target_lines,main_matrix_original
2024_东城_一模,2024,东城,一模,16,,question,XB1_EXCLUDED,subjective,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,ocr-cache,module-boundary-excluded,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2024_东城_一模.txt,"{""target"": ""B4_CULTURE"", ""target_score"": 6, ""boundary"": ""XB1_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""中国共产党,boost:中国共产党"", ""B4_CULTURE"": ""文化,文明交流互鉴,中华文明,boost:文明交流互鉴,boost:中华文明"", ""B4_PHILOSOPHY_EXCLUDED"": ""认识"", ""XB1_EXCLUDED"": ""人类命运共同体,boost:人类命运共同体""}, ""explicit_boundary_modules"": {""XB1_EXCLUDED"": [""人类命运共同体""]}, ""override"": ""explicit_boundary_term""}",exclude_from_three_target_lines,main_matrix_original
