entry_id,candidate_index,title,question_source_id,rubric_source_id,evidence_type,pending_reason,question_path,rubric_path
E001,1,2024 · 东城 · 一模 · 第19题,SRC_a1c55f582b_试卷,SRC_fa4ea186db_北京市东城区2023_2024学年度第二学期高三综合练习_一_思想政治答案_1,rubric_or_marking,,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf
E002,3,2024 · 东城 · 二模 · 第19题,SRC_6a382f2c9e_试卷,SRC_144e07c6e5_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf
E003,5,2024 · 丰台 · 二模 · 第17题,SRC_610be819f5_试卷,SRC_8cabfb2a5c_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx
E004,7,2024 · 朝阳 · 二模 · 第17题,SRC_4de874d0f6_试卷,SRC_df323259ba_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf
E005,10,2024 · 海淀 · 一模 · 第19题,SRC_22a9fc3505_试卷,SRC_24a14c0c23_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx
E006,13,2024 · 海淀 · 二模 · 第19题,SRC_1c0a8eb1f6_高三二模_政治试题_以PDF为准_1,SRC_e6f22d1048_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/补充材料/高三二模：政治试题（以PDF为准）(1).docx,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx
E007,16,2024 · 石景山 · 一模 · 第17题,SRC_6fbd7d422e_试卷,SRC_f887d1b620_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/石景山一模/细则/细则.pptx
E008,17,2024 · 石景山 · 一模 · 第18题,SRC_6fbd7d422e_试卷,SRC_f887d1b620_细则,rubric_or_marking,设问未直接写《法律与生活》，但情境为相邻关系/侵权责任/调解诉讼，需人工复核模块边界。,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/石景山一模/细则/细则.pptx
E009,18,2024 · 西城 · 一模 · 第18题,SRC_359083f91c_试卷,SRC_461b3fdcd8_细则,rubric_or_marking,设问写“法治知识”，但材料和细则涉及回避、辩护人、赡养等法律知识，需人工复核模块边界。,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx
E010,19,2024 · 西城 · 二模 · 第16题,SRC_f9754eb81c_试卷,SRC_ecba6fd596_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx
E011,22,2025 · 东城 · 一模 · 第19题,SRC_da58836310_试卷,SRC_d39f12bd12_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf
E012,24,2025 · 东城 · 二模 · 第19题,SRC_e1c925184a_试卷,SRC_bd8e9436f8_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf
E013,26,2025 · 东城 · 期末 · 第19题,SRC_8ab211d978_试卷,SRC_7d84ce85cb_东城期末,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx
E014,27,2025 · 丰台 · 一模 · 第19题,SRC_ef312c0ead_试卷,SRC_066dbcf5b7_细则,rubric_or_marking,设问写“法治相关知识”，但情境为知识产权侵权典型案例，需人工复核模块边界。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx
E015,28,2025 · 丰台 · 二模 · 第19题,SRC_770de383c9_试卷,SRC_dfa78c60e1_19_2,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx
E016,30,2025 · 丰台 · 期末 · 第19题,SRC_25f18281e8_试卷,SRC_86fc00424d_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx
E017,31,2025 · 延庆 · 一模 · 第19题,SRC_438d82cfc4_试卷,SRC_4572acf26c_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx
E018,34,2025 · 房山 · 一模 · 第19题,SRC_dc005114ec_试卷,SRC_8ee813c0b5_细则,rubric_or_marking,设问写“法治价值”，但情境为技术秘密/不正当竞争/知识产权保护，需人工复核模块边界。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf
E019,35,2025 · 昌平 · 二模 · 第20题,SRC_f67354a12e_试卷,SRC_2df7863ec9_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx
E020,37,2025 · 朝阳 · 一模 · 第19题,SRC_832947a8c9_试卷,SRC_07886c5796_20250329高3阅卷总结19题_合同欺诈_阐释论证,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc
E021,39,2025 · 朝阳 · 二模 · 第20题,SRC_d411e2158d_试卷,SRC_436f84dc1e_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx
E022,44,2025 · 朝阳 · 期末 · 第20题,SRC_131c6c890b_试卷,SRC_49b23fecab_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf
E023,47,2025 · 海淀 · 一模 · 第18题,SRC_20820628be_试卷,SRC_a043a3fcb2_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx
E024,49,2025 · 海淀 · 二模 · 第18题,SRC_203635b75b_试卷,SRC_05a280b2e0_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx
E025,54,2025 · 海淀 · 期末 · 第20题,SRC_1bd40d8450_试卷,SRC_61b68f1421_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx
E026,55,2025 · 海淀 · 期末 · 第21题,SRC_1bd40d8450_试卷,SRC_61b68f1421_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx
E027,57,2025 · 石景山 · 一模 · 第20题,SRC_949be36f20_试卷,SRC_700c0fe3eb_细则,rubric_or_marking,设问写“司法护航新质生产力”，但两个案例分别为合同违约和不正当竞争，需人工复核模块边界。,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc
E028,59,2025 · 西城 · 二模 · 第18题,SRC_62207119d5_试卷,SRC_7e4a722d6d_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx
E029,60,2025 · 西城 · 期末 · 第19题,SRC_3b9cf3beca_试卷,SRC_f548fe6349_细则,rubric_or_marking,设问写“法律知识”而非《法律与生活》，但内容为反不正当竞争/人格化唤醒词保护，需人工复核模块边界。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf
E030,62,2025 · 门头沟 · 一模 · 第20题,SRC_41b9c310be_试卷,SRC_70713581c0_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc
E031,63,2025 · 顺义 · 一模 · 第19题,SRC_54c5e688c0_试卷,SRC_6087ed5408_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx
E032,67,2026 · 东城 · 一模 · 第18题,SRC_0fca4fc462_试卷,SRC_1475504e2b_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/细则.pdf
E033,68,2026 · 东城 · 期末 · 第18题,SRC_9aba5c7460_试卷,SRC_88c6e8f353_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026东城期末/细则/细则.pptx
E034,71,2026 · 东城 · 二模 · 第19题,SRC_70c77fb621_2026北京东城高三二模政治_教师版,SRC_d50df4acd2_东城二模_19题阅卷细则,rubric_or_marking,,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/试卷/2026北京东城高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/东城二模 19题阅卷细则.pdf
E035,72,2026 · 丰台 · 一模 · 第20题,SRC_31e84e4e2e_试卷,SRC_44f3b42c2c_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx
E036,75,2026 · 延庆 · 一模 · 第18题,SRC_944b03f9c3_试卷,SRC_5bf6b73871_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx
E037,76,2026 · 房山 · 一模 · 第16题,SRC_0e98e571e5_试卷,SRC_7301f6d3c6_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026房山一模/细则/细则.docx
E038,77,2026 · 朝阳 · 一模 · 第18题,SRC_fd08ca4014_试卷,SRC_ebbe85a1ee_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx
E039,80,2026 · 朝阳 · 期末 · 第18题,SRC_0056d930a7_试卷,SRC_e80d35a6d9_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf
E040,81,2026 · 朝阳 · 二模 · 第18题,SRC_4590a5ea6a_2026北京朝阳高三二模政治_教师版,SRC_e2f89cd231_202605朝阳高三政治二模阅卷细则_1,rubric_or_marking,,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026朝阳二模/试卷/2026北京朝阳高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026朝阳二模/细则/202605朝阳高三政治二模阅卷细则(1).docx
E041,84,2026 · 海淀 · 一模 · 第18题,SRC_184e191a3d_试卷,SRC_14176e949d_细则,rubric_or_marking,,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf
