raw_path,exists,extract_status,chars,text_path
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,True,ok_pdf,9745,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/1da70413b2d1_试卷.pdf.txt
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,True,ok_pptx,4760,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/8d2be8df9cad_细则.pptx.txt
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf,True,ok_pdf,146,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/d421a3c0899e_26顺义二模(1).pdf.txt
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc,True,ok_doc_textutil,6517,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/57615a84450c_26顺义二模评标.doc.txt
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,True,ok_pdf,8921,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/ef312c0ead76_试卷.pdf.txt
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,True,ok_docx,5927,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/066dbcf5b765_细则.docx.txt
/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,True,ok_pdf,7743,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/a83c70cbad37_试卷.pdf.txt
/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,True,ok_docx,2623,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/e6f22d1048fc_细则.docx.txt
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/试卷/试卷.pdf,True,ok_pdf,95,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/184e191a3ddd_试卷.pdf.txt
/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026海淀一模/细则/细则.pdf,True,ok_pdf,2214,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/14176e949dd0_细则.pdf.txt
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,True,ok_pdf,10637,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/949be36f2037_试卷.pdf.txt
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,True,ok_doc_textutil,2818,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/700c0fe3ebe1_细则.doc.txt
/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/补充材料/2024北京丰台高三一模政治试题及答案.pdf,True,ok_pdf,9219,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/60a70dc180c6_2024北京丰台高三一模政治试题及答案.pdf.txt
/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/试卷.pdf,True,ok_pdf,1082,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/a2905154bbd4_试卷.pdf.txt
/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,True,ok_docx,4543,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/04f136a5f8d1_细则.docx.txt
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,True,ok_pdf,10384,/Users/wanglifei/Desktop/北京高考政治/选必三双宝典_哲学宝典完全对齐返工_2026-05-25/06_candidate_audit/desktop_original_recheck_20260531/source_text_from_desktop_originals/41b9c310bed6_试卷.pdf.txt
