source_id,path,sha256,size_bytes,mtime,role,extract_path
SRC_RUBRIC_2024_HAIDIAN_ERMO_Q18_DOCX,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,227192d22e10241b73c445e7ab168c6f7317999c99d908aa84621a38b0b544e7,535443,2026-04-23T17:09:44+08:00,formal_scoring_text_for_doc_order_41,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_RUBRIC_2024_HAIDIAN_ERMO_Q18_DOCX.txt
SRC_ANSWER_2024_HAIDIAN_ERMO_Q18_SUPP,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx,8f109fb09efc0c6ae1ffbad76a5ad99bf071a766b0e8c512247d468dc37fc6b3,22380,2026-04-23T17:09:45+08:00,supplemental_answer_for_doc_order_41,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_ANSWER_2024_HAIDIAN_ERMO_Q18_SUPP.txt
SRC_EXAM_2024_HAIDIAN_ERMO_Q18,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,5355283f436e322953d1c6cb1f07663915a738594d8733a379aaf1109b31385c,513944,2026-04-23T17:09:48+08:00,exam_prompt_for_doc_order_41,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_EXAM_2024_HAIDIAN_ERMO_Q18.txt
SRC_RUBRIC_2026_XICHENG_QIMO_Q20_PDF,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf,54715a1e650d940e1470d8348f9c4cfaaa4a92cb983965a022b2fae5049ca1a4,2838973,2026-04-23T17:04:41+08:00,formal_scoring_reference_for_doc_order_42,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_RUBRIC_2026_XICHENG_QIMO_Q20_PDF.txt
SRC_RUBRIC_2026_XICHENG_QIMO_Q20_PPTX,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx,9aecfff2e370dc980e0ceb4805b28f66ebfbbeffa7ccdbd4b909dc96b01a3cbe,1259440,2026-04-23T17:03:50+08:00,formal_marking_pptx_for_doc_order_42,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_RUBRIC_2026_XICHENG_QIMO_Q20_PPTX.txt
SRC_EXAM_2026_XICHENG_QIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/试卷/2026北京西城高三上期末政治教师版.pdf,efbc5507a38dbd4f41a57acd1dfe4877df191813555b2318d451a1b3a855f230,11156816,2026-04-23T17:04:04+08:00,teacher_exam_prompt_for_doc_order_42,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_EXAM_2026_XICHENG_QIMO_Q20.txt
SRC_RUBRIC_2026_TONGZHOU_YIMO_Q19,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/细则/26 通州一模评标.pdf,7100a8d418c6747d2d80d4cc83813f8622589640882ebd92f5e09fbb29fb3e5e,1769056,2026-05-18T21:24:14+08:00,formal_marking_material_for_doc_order_43,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_RUBRIC_2026_TONGZHOU_YIMO_Q19.txt
SRC_EXAM_2026_TONGZHOU_YIMO_Q19,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/试卷/2026北京通州高三一模政治.pdf,dced3f3054457ebcf15b8217e10703e359761f0c131ea57678cfea5dbada1c34,8260419,2026-05-18T21:25:06+08:00,exam_prompt_for_doc_order_43,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_EXAM_2026_TONGZHOU_YIMO_Q19.txt
SRC_RUBRIC_2025_CHAOYANG_ERMO_Q21,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,73c36c3077dced724eb48b81aec7492e8e5ac59a7f72d7fb729d3581ea3fb5e8,29885,2026-04-23T17:06:30+08:00,formal_rubric_for_doc_order_44,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_RUBRIC_2025_CHAOYANG_ERMO_Q21.txt
SRC_EXAM_2025_CHAOYANG_ERMO_Q21,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,6009b3f19a33a729602d7a5bc5b6c8ca2b59ed1392c6c753df7d14695ce84d5e,704674,2026-04-23T17:06:29+08:00,exam_prompt_for_doc_order_44,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_EXAM_2025_CHAOYANG_ERMO_Q21.txt
SRC_RUBRIC_2026_FANGSHAN_ERMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/细则/26房山评标.docx,51621a4abaad70789a89e04e7096655e76cd19620a4086762db4d45f5c407876,34129,2026-05-18T21:19:24+08:00,formal_rubric_for_doc_order_45,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_RUBRIC_2026_FANGSHAN_ERMO_Q20.txt
SRC_RUBRIC_2026_FANGSHAN_ERMO_Q20_ALT,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/细则/26房山评标(2).docx,51621a4abaad70789a89e04e7096655e76cd19620a4086762db4d45f5c407876,34129,2026-05-18T21:19:23+08:00,alternate_formal_rubric_for_doc_order_45,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_RUBRIC_2026_FANGSHAN_ERMO_Q20_ALT.txt
SRC_EXAM_2026_FANGSHAN_ERMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/试卷/2026北京房山高三二模政治（教师版）.pdf,ffe050fd8f7eb7b0cd6c43cd9c1724c3defbbc45509204254aee80060b42e82b,12444404,2026-05-18T21:22:49+08:00,teacher_exam_prompt_for_doc_order_45,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_009/SRC_EXAM_2026_FANGSHAN_ERMO_Q20.txt
