suite_id,year,district,stage,source_type,file_path,sha256,cache_hit,extraction_status,char_count,run_text_path,source_text_path,error
2024_unknown_district_unknown_stage,2024,,,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,no,raw-extracted,14751,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,
2024_unknown_district_unknown_stage,2024,,,paper,/Users/wanglifei/Desktop/2024模拟题/北京及2024各区《经济与社会》考题-wlf.pdf,9a3f865ff2f0fabe473781a26ada28a934a996b2268a5fb30a8f44803e6926a5,no,raw-extracted,16010,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/9a3f865ff2f0fabe.txt,/Users/wanglifei/Desktop/2024模拟题/北京及2024各区《经济与社会》考题-wlf.pdf,
2024_unknown_district_一模,2024,,一模,module-classification,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx,14501f7fbb96e038af1fe21b95440a26ed02eb944856cc9815ca1e5b867d6a90,yes,cache-hit,3727,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/14501f7fbb96e038.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/14501f7fbb96e038_2024届各区一模试题分类汇编必修1.txt,
2024_unknown_district_一模,2024,,一模,module-classification,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx,3965bc306d35c89f6ed5fb4cecb7b71379c7f669fd63ab423ed0cfe9f9174b3b,yes,cache-hit,10096,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/3965bc306d35c89f.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/3965bc306d35c89f_2024届各区一模试题分类汇编必修2.txt,
2024_unknown_district_一模,2024,,一模,module-classification,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx,b2adb9acbea551522631e403a779ff7ac1afdd1e47127b987f5e13f4a6e2ae9d,yes,cache-hit,11761,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/b2adb9acbea55152.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/b2adb9acbea55152_2024届各区一模试题分类汇编必修3.txt,
2024_unknown_district_一模,2024,,一模,module-classification,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,3423b62eb032b5df1dd18b865bb05d7b34056cae623407b593e36d437bf4b510,yes,cache-hit,10920,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/3423b62eb032b5df.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/3423b62eb032b5df_2024届各区一模试题分类汇编必修4.txt,
2024_unknown_district_一模,2024,,一模,module-classification,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,0f4414a153ba94c0b74d4eb708a13665083b340508ddbc103ff4d9f775620f1d,yes,cache-hit,11362,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/0f4414a153ba94c0.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/0f4414a153ba94c0_2024届各区一模试题分类汇编选必1.txt,
2024_unknown_district_一模,2024,,一模,module-classification,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,c22ac0d594c5a7bb0cbb23196f15e2e7fbcfdbbf89dcc221ce9cc83c235269e1,yes,cache-hit,12300,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/c22ac0d594c5a7bb.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/c22ac0d594c5a7bb_2024届各区一模试题分类汇编选必2.txt,
2024_unknown_district_一模,2024,,一模,module-classification,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,4b25cddd4dc2992de1001f813db329ed483a2c3c3c8d5197bb13f59e61b5218f,yes,cache-hit,9010,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/4b25cddd4dc2992d.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,
2024_东城_一模,2024,东城,一模,paper,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,74cdfac9253763bf12c9443d036ebbeab12693ba7015a2f335d19ccfcab6d96b,yes,cache-hit,832,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/74cdfac9253763bf.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/gpt_sources/74cdfac9253763bf_北京市东城区2023-2024学年度第二学期高三综合练习_一_思想政治试卷_1.md,
2024_东城_一模,2024,东城,一模,rubric,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,4b2073bcc9e26f626b49b66dd6e0c64ec93650292d50719806830d7aea9fa3ce,yes,cache-hit,9089,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/4b2073bcc9e26f62.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/texts/4b2073bcc9e26f62_2024东城一模细则.txt,
2024_东城_一模,2024,东城,一模,rubric,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,7b4eece2963205d8ac02ef13063307a3dad70cf6542b6169f3ed34276f16e115,yes,cache-hit,834,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/7b4eece2963205d8.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/gpt_sources/7b4eece2963205d8_北京市东城区2023-2024学年度第二学期高三综合练习_一_思想政治答案_1.md,
2024_东城_二模,2024,东城,二模,paper,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,da9fdcae666d34128190db5418c8c6730e7f002442ec3953c614cc2f568ccb0f,yes,cache-hit,826,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/da9fdcae666d3412.txt,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/data/preprocessed_corpus/gpt_sources/da9fdcae666d3412_001北京市东城区2023-2024学年度第二学期高三综合练习_二_思想政治.md,
