suite_id,year,district,stage,question,question_type,target,target_score,boundary,boundary_score,override,book_module,status,next_action,evidence_source,candidate_source_type,candidate_file_path,snippet,decision_reason
2024_东城_一模,2024,东城,一模,14,objective,B3_POLITICS_RULE_OF_LAW,1,B4_PHILOSOPHY_EXCLUDED,0,,UNKNOWN_OR_MIXED,blocked,manual_review_needed,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,"中国政府作 《生物多样性公约》第十五次缔约方大会(COP15)主席国,持续推动 “昆明-蒙特利尔全球生物多样性框架”落实,部署了生物多样性主流化、应对生物 多样性丧失威胁等4个优先领域,每个优先领域下设6至8个优先行动。对此,下 列观点正确的是 1中国推动构建地球生命共同体,促进多极化发展 2全球生物安全治理要以国际条约作为法律依据 3中国凝聚全球生态治理合力,为世界提供更多公共产品 4世界各国以生物安全为基础,维护共同发展利益 A. 12 B. 14 C.23 D. 34","{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 1, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""政府""}}"
2024_东城_一模,2024,东城,一模,18,subjective,B2_ECONOMICS,18,XB3_EXCLUDED,2,manual_subquestion_split_needed,UNKNOWN_OR_MIXED,blocked,manual_subquestion_split_needed,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,"(20分)新质生产力是创新起主导作用,摆脱传统经济增长方式、生产力发展路径, 具有高科技、高效能、高质量特征,符合新发展理念的先进生产力质态。 材料 北京市人才资源总量 (万人) 36.7% 600- 500- 北京市全社会研究与试验发展(R&D)经费投入 (亿元) 3000- 2500- 136.8% 2000- 1500- 1000- 500- 0L 2013年 2022年 2013年 2022年 注:北京市拥有90多所大学、1000 注:北京市全社会R&D经费投入位居全国前 多所科研院所;加强人才国际交流,积极 列;2022年全社会R&D经费中,基础研究经费 吸纳海外高端人才和留学人才。 占比为16.6%,占比逐年稳步提升。 北京已建成相对完善的数字基础设施,2023 年,全市实现数字经济增加值 18766.7 亿元,占地区生产总值的比重为 42.9%;依托中关村加快推进高水平科技 自立自强先行先试改革,实施24项重大改革措施,出台50多项配套改革措施,出 台科研项目经费“包干制”、技术攻关“揭榜挂帅”等政策⋯...北京正充分发挥首都 优势,逐“新”而行。 (1)根据材料,概括北京在发展新质生产力方面的优势,并运用《经济与社会》 知识,分析这些优势如何助力新质生产力发展。(8分) 高三思想政治 第7页(共10页) ===== 试卷.pdf page 8 ===== 如何发展新质生产力?政协破题。 甲地:将“前瞻布局未来产业,积极培育发展新质生产力”作为政协重点调研课 题,实地调研,学习先发地区经验,召开座谈会,充分听取各方意见。 乙地:推进智能高铁2.0发展;推动高等院校、科研院所与企业开展生物医药 领域人才培养战略合作;利用数字技术力畜牧业节粮提效,注入新质生 产力⋯•⋯•科学技术界、医药卫生界、农业界等界别委员围绕新质生产力 建真言谋良策。 丙地:政协召开“关于以科技创新推动企业协同发展”的重点提案督办会,提案 主办单位科技局、工信局重点汇报提案办理情况,并与委员进行交流。 (2)结合材料,分析政协在推动新质生产力发展中所发挥的作用。(6分) 传统产业在我国制造业中占比超80%,是现代化产业体系的基底。多年来, 我国轻工、纷织、机械等传统产业带动效应强、产业关联度大、国际市场占有率高, 是我国参与国际竞争的生力军。但也存在低端产能过剩、高端供给不足、产业基础 不牢、创新能力薄弱等问题,对数字化、智能化有着庞大、迫切的实际需求。 当前,从人形机器人到量子计算机,从脑机接口到6G 网络设备⋯⋯中国未来 产业正在科技新赛道上加速前进。未来材料、未来网络等能够广泛渗透传统产业 链上下游各个环节,引领传统优势产业高端化、智能化、绿色化转型。 (3)发展新质生产力,要正确认识传统产业和未来产业的关系。结合材料,运 用《逻辑与思维》知识,谈谈你的看法。(6分) ","{""target"": ""B2_ECONOMICS"", ""target_score"": 18, ""boundary"": ""XB3_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""B2_ECONOMICS"": ""经济与社会,新发展理念,数字经济,新质生产力,基础设施,经济增长,boost:经济与社会,boost:新发展理念,boost:数字经济,boost:新质生产力,boost:经济增长"", ""B3_POLITICS_RULE_OF_LAW"": ""政协,boost:政协"", ""B4_PHILOSOPHY_EXCLUDED"": ""认识"", ""XB3_EXCLUDED"": ""逻辑与思维,boost:逻辑与思维""}, ""explicit_target_modules"": {""B2_ECONOMICS"": [""经济与社会""]}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""逻辑与思维""]}, ""override"": ""manual_subquestion_split_needed""}"
2024_东城_一模,2024,东城,一模,5,objective,B2_ECONOMICS,0,B4_PHILOSOPHY_EXCLUDED,0,,UNKNOWN_OR_MIXED,blocked,manual_review_needed,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,"近年来,北京市坚持“慢行优先、公交优先、绿色优先”交通发展理念,大力倡导和推 进慢行系统发展,鼓励和支持市民更多采用“步行十自行车骑行”方式出行,同时,加 强交通秩序管理,规范车辆出行和停放。慢行系统建设 1突出城市治理的创新,推动城市功能转变 2优化重组公共交通系统,扩大了城市空间 3要有效杜绝随意执法,恰当行使自由裁量权 4要完善政策法规,推动路权分配向行人和非机动车倾斜 A. 12 B. 13 C.24 D.34 高三思想政治 第2页(共10页) ===== 试卷.pdf page 3 =====","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {}}"
2024_东城_一模,2024,东城,一模,8,objective,B2_ECONOMICS,0,B4_PHILOSOPHY_EXCLUDED,0,,UNKNOWN_OR_MIXED,blocked,manual_review_needed,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_一模/试卷.ocr.txt,"某班主任欲了解四位同学的选科情况。现已得知: 1只有小徐选物理,小赵才选地理;2或者小李选政治,或者小王选政治; 3当且仅当小孙选政治,小李选政治;4如果小王选政治,那么小赵选地理。 随后,班主任又得知了某一信息,他据此必然得出“小李选政治”的结论。该信息是 A. 小孙未选政治 B. 小赵选地理 C. 小王选政治 D. 小徐未选物理","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {}}"
2024_东城_二模,2024,东城,二模,1,objective,B4_CULTURE,5,B4_PHILOSOPHY_EXCLUDED,6,,UNKNOWN_OR_MIXED,blocked,manual_review_needed,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_二模/试卷.ocr.txt,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx,"用文化或哲学或哲学+文化两个方面回答均可得7分,若用哲学+文化方式作答,文化3分+哲学4分。无论从单一角度或两个角度作答均需满足三个情境层次,即形成—发展—价值。","{""target"": ""B4_CULTURE"", ""target_score"": 5, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 6, ""matches"": {""B4_CULTURE"": ""文化,博物馆,boost:博物馆"", ""B4_PHILOSOPHY_EXCLUDED"": ""实践""}}"
2024_东城_二模,2024,东城,二模,13,objective,B3_POLITICS_RULE_OF_LAW,1,B4_PHILOSOPHY_EXCLUDED,0,,UNKNOWN_OR_MIXED,blocked,manual_review_needed,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_二模/试卷.ocr.txt,ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_二模/试卷.ocr.txt,"2019—2023年中国常住人口城镇化率 (% 70 68- 66 64 66.16 63.89 64.72 65.22 62.21 62 60 - 2019 —上 2020 2021 2022 2023(年) 读上图,以下推断合理的是 1农业劳动生产率不断提高,城乡融合推动协调发展 2促进农业适度规模经营,确保农村土地归集体所有 3区域发展差距正在逐步缩小,助力和美乡村建设 4推进以人核心的新型城镇化,要建立健全基本公共服务制度 A. 12 B. 14. C.23 D. 34","{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 1, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""公共服务""}}"
2024_东城_二模,2024,东城,二模,17,subjective,B2_ECONOMICS,0,B4_PHILOSOPHY_EXCLUDED,0,,UNKNOWN_OR_MIXED,blocked,manual_review_needed,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_二模/试卷.ocr.txt,ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_二模/试卷.ocr.txt,"(12 分)盐碱地上播种新希望。 近年来,在盐碱地治理中,某地探索出“盐碱荒滩”转化为“金山银山”的科学 路径。 >坚持人与自然和谐共生理念,利用理论、技术、产业创新,宜粮则粮、宜林则 林、宜湿则湿,采用“林、水、土”盐碱化综合治理措施,改良盐碱地土壤结构、提高盐 碱地土壤肥力,改善植物生长环搅,构筑“大良田”,打造“生态绿洲”。 >该地充分发挥盐碱地生态修复累积效益,以“土地”资源优化配置为核心,通 过“科研院所十基地十公司”“龙头企业十基地十农户”等多种形式,流转农村土地","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {}}"
2024_东城_二模,2024,东城,二模,3,objective,B2_ECONOMICS,2,B4_PHILOSOPHY_EXCLUDED,3,manual_subquestion_split_needed,UNKNOWN_OR_MIXED,blocked,manual_subquestion_split_needed,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_二模/试卷.ocr.txt,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx,"哲学层面: 1基于规律和实际(实践)证明桑基鱼塘的科学价值:尊重规律/一切从实际出发。 2基于辩证法说明桑基鱼塘的发展过程:如发展的观点/联系的观点/立足整体/系统优化/辩证否定等。 3基于群众观点及价值观内容,体现科学价值观的标准和作用:人民主体地位、群众观点。 (每一点结合材料2分,三点可得7分) 学生问题","{""target"": ""B2_ECONOMICS"", ""target_score"": 2, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 3, ""matches"": {""B2_ECONOMICS"": ""经济与社会,boost:经济与社会"", ""B3_POLITICS_RULE_OF_LAW"": ""政府"", ""B4_PHILOSOPHY_EXCLUDED"": ""实践,矛盾,boost:矛盾"", ""XB3_EXCLUDED"": ""推理,boost:推理""}, ""explicit_target_modules"": {""B2_ECONOMICS"": [""经济与社会""]}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""推理""]}, ""override"": ""manual_subquestion_split_needed""}"
2024_东城_二模,2024,东城,二模,5,objective,B3_POLITICS_RULE_OF_LAW,1,B4_PHILOSOPHY_EXCLUDED,0,,UNKNOWN_OR_MIXED,blocked,manual_review_needed,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_二模/试卷.ocr.txt,rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx,"09 组长: 郑亚男 题号与设问:19(2)为避免类似问题产生,我们应该 。(2分) 参考答案 树立合同意识,合同内容应清晰明确(2分)。合同缺少重要条款时,双方当事人应平等协商(1分),对合同进行补充或解释,补全意思表示。 试题分析 本设问属于建议类题型,需弄清案例中双方争议产生的真正原因,对症下药,提出针对性、合理可行的建议。建议要有合同知识、法治思维的支撑。 阅卷细则 指出“合同内容应清晰明确”即可得2分。相关替代有:明确双方的权利与义务/对合同内容 要完善、细化、具体等/意思表示要明确/避免模糊不清的意思表示等。 只提出要协商一致,得1分。 以下内容不给分: 意思表示一致;诚信履行;全面履行 学生问题 不能准确理解案例中纠纷产生的原因,所提建议与题无关,如合同有效性、依法治国、如何解决纠纷等; 法律知识不准确,如混淆了要约和要约邀请;对意思表示一致的理解不准确 试卷讲评建议 1引导学生再次阅读材料,弄清双方争议的真正原因; 2澄清不准确的法律知识 教学建议 建议类问题作为重要的学科任务——预测与选择,需要加强训练。练习的着力点,一是能找准问题,对症下药,使建议有针对性、具体可行;二是能准确、充分地运用学科知识来支撑建议。 优秀答卷 典型错误答卷","{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 1, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""政府""}}"
2024_东城_二模,2024,东城,二模,9,objective,B2_ECONOMICS,0,B4_PHILOSOPHY_EXCLUDED,0,,UNKNOWN_OR_MIXED,blocked,manual_review_needed,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_二模/试卷.ocr.txt,ocr-cache,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2024_东城_二模/试卷.ocr.txt,"爱因斯坦思想深刻、思维创新。他不仅是位伟大的科学家,还是一位思想家和人道 主义者,同时也是一个充满个性的有趣人物。他一生的经历表明,只有拥有诙谐幽 默、充满个性的独立人格,才能做到思想深刻、思维创新。根据材料,下列结论必然 成立的是 A. 有的思想家是充满个性的有趣人物,但不是人道主义者 B. 有些伟大的科学家拥有诙谐幽默、充满个性的独立人格 C.科学家一旦诙谐幽默、充满个性,就能做到思想深刻、思维创新 D. 有些人道主义者诙谐幽默、充满个性,但做不到思想深刻、思维创新 高三思想政治 第3页(共11页) ===== 试卷.pdf page 4 =====","{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 0, ""matches"": {}}"
