suite_id,source_type,status,file_type,file_path,sha256,duplicate_source_rows,extraction_status,run_text_path,source_text_path,char_count,note
2026_石景山_二模,paper,inventory-only,docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/试卷/2026北京石景山高三二模政治（教师版）.docx,00b61bbb2c75b4bed90f34f4d93bcc91168d2b05a597a20a0fc3964bacbe5c6c,1,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/00b61bbb2c75b4be.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/试卷/2026北京石景山高三二模政治（教师版）.docx,8477,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_石景山_一模,paper,inventory-only,pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,0d4a5cd29c2e69615b523f3c9a7d0170dcc7a1e3362e8e1e1f68ab6c2cd7a2de,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/0d4a5cd29c2e6961.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,9555,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_西城_二模,paper,inventory-only,docx,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,21ae4c2f7aee5465aaab52ff719c252f035ce39bbf34927bcacb1d15e0e695d5,1,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/21ae4c2f7aee5465.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,8103,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_西城_一模,rubric,inventory-only,docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,22206a780a1503a6d8a61a86f8f18a8c5cfac2d7cb1851a84e668d8dd356eae0,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/22206a780a1503a6.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,2551,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_石景山_期末,paper,module-boundary-excluded,pdf,/Users/wanglifei/GaokaoPolitics/2026各区模拟题/2026各区期末和期中/2026石景山期末/2026北京石景山高三（上）期末政治.pdf,22c2a9a9dc00eb284d39bc932bcdffe8565f0511c856c6deb1bdf422c77c38a8,2,skipped-excluded,,,0,excluded_by_hard_rule_not_required_for_b2_b3_b4_culture_handoff
2026_石景山_二模,rubric,inventory-only,doc,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/细则/石景山区高三政治第二次模拟考试答案评分细则(1).doc,404f493eede90c04cb04d90cdfa97d468d7df5885b1848699d3d24c53cd32173,1,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/404f493eede90c04.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/细则/石景山区高三政治第二次模拟考试答案评分细则(1).doc,2734,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_通州_期末,rubric,inventory-only,pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx,44537714bd68a7c15d4311b1317c0cc0c321158c93eae8092ae7f8db161b5317,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/44537714bd68a7c1.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/细则/细则.pptx,6709,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_西城_期末,rubric,inventory-only,pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf,54715a1e650d940e1470d8348f9c4cfaaa4a92cb983965a022b2fae5049ca1a4,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/54715a1e650d940e.txt,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_西城_期末_细则_pdf/细则.ocr.txt,4731,added_missing_source_for_fable5_cache_completion; method=apple_vision_ocr
2026_西城_一模,paper,inventory-only,pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/补充材料/2026北京西城高三一模政治.pdf,5581e0237e861511efb8400525d43aa042ca59a4fa0878e1e249617f4397ecc2,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/5581e0237e861511.txt,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_cache/2026_西城_一模_pdf_paper/2026北京西城高三一模政治.ocr.txt,9800,added_missing_source_for_fable5_cache_completion; method=apple_vision_ocr
2026_顺义_二模,rubric,inventory-only,doc,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc,643322688930483cce2aebff33fca339c45d22d7a0f6b9f98970c353fe8ee961,1,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/643322688930483c.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc,6431,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_通州_一模,rubric,inventory-only,pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/细则/26 通州一模评标.pdf,7100a8d418c6747d2d80d4cc83813f8622589640882ebd92f5e09fbb29fb3e5e,1,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/7100a8d418c6747d.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/细则/26 通州一模评标.pdf,4718,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_石景山_一模,rubric,inventory-only,doc,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,78d97b669465d8a5bf5290a80e0c500f202c2ee8aa2e7bf6ed082a1be6a57ef3,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/78d97b669465d8a5.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,2922,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_西城_一模,paper,inventory-only,docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,795b221243cdf7b62b7199bf41649f11c1e749c2c9199b3afbe13b6489e1dc61,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/795b221243cdf7b6.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,7756,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_通州_期末,paper,inventory-only,pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf,7f3083ea306ea1e92b3d368942a6bbd22124af6563a3bca0886f800b2b1af857,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/7f3083ea306ea1e9.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026通州期末/试卷/试卷.pdf,8246,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_门头沟_一模,rubric,inventory-only,docx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,89313bd871502cf49c53f220152183ae2ba55a2dd906afe5e8553f1a91d1f155,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/89313bd871502cf4.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,4760,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_顺义_一模,paper,inventory-only,pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,8d19592ca0679f21b03f2934dabb0ae46fae9c5b58dbb8e8b79607e35bd9fa06,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/8d19592ca0679f21.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/试卷/试卷.pdf,9462,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_西城_期末,rubric,inventory-only,pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx,9aecfff2e370dc980e0ceb4805b28f66ebfbbeffa7ccdbd4b909dc96b01a3cbe,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/9aecfff2e370dc98.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/西城高三期末评标.pptx,798,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_通州_一模,paper,inventory-only,pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/试卷/2026北京通州高三一模政治.pdf,dced3f3054457ebcf15b8217e10703e359761f0c131ea57678cfea5dbada1c34,1,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/dced3f3054457ebc.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/试卷/2026北京通州高三一模政治.pdf,9401,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_顺义_一模,rubric,inventory-only,pptx,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,de758e5e79500dd06e08fd5c9bb4ddc1a7dfcd46546912d0b3a0c989fda7e724,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/de758e5e79500dd0.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,4025,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_门头沟_一模,paper,inventory-only,pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,e84e6bbdd89889788d65b9e10336673c02fbe30f450617204af1a41d5136b711,2,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/e84e6bbdd8988978.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,8129,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_西城_期末,rubric,inventory-only,pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,efbc5507a38dbd4f41a57acd1dfe4877df191813555b2318d451a1b3a855f230,3,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/efbc5507a38dbd4f.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/补充材料/高三思想政治参考答案.pdf,2842,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_西城_二模,rubric,inventory-only,pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,f414cf7940ad820265da0a6b31d1a822b0fbe5f21a89bfea71b42be598f32cdc,1,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/f414cf7940ad8202.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,6228,added_missing_source_for_fable5_cache_completion; method=existing_run_text
2026_顺义_二模,paper,inventory-only,pdf,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf,fb15943f37f694ac19837e8c5e75fb0272b38eae27ec5529bb037fa163c2a403,1,raw-extracted,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/fb15943f37f694ac.txt,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf,9103,added_missing_source_for_fable5_cache_completion; method=existing_run_text
