suite_id,question,parent_question,row_granularity,book_module,status,rule_id,matched_terms,basis,evidence_source,source_types,evidence_text
2025_海淀_期末,1,,question,XB2_EXCLUDED,module-boundary-excluded,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B4_CULTURE"", ""target_score"": 8, ""boundary"": ""XB2_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""B2_ECONOMICS"": ""民营企业,产业链,boost:产业链"", ""B4_CULTURE"": ""文化,民族精神,中轴线,中华文明,boost:民族精神,boost:中轴线,boost:中华文明"", ""XB2_EXCLUDED"": ""知识产权,boost:知识产权""}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""知识产权""]}, ""override"": ""explicit_boundary_term""}"
2025_海淀_期末,10,,question,XB2_EXCLUDED,module-boundary-excluded,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 1, ""boundary"": ""XB2_EXCLUDED"", ""boundary_score"": 12, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""政府"", ""XB2_EXCLUDED"": ""民法典,合同,诉讼,赔偿,boost:民法典,boost:合同,boost:诉讼""}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""民法典"", ""合同"", ""诉讼""]}, ""override"": ""explicit_boundary_term""}"
2025_海淀_期末,11,,question,XB2_EXCLUDED,module-boundary-excluded,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 9, ""boundary"": ""XB2_EXCLUDED"", ""boundary_score"": 9, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""协商民主,公正司法,法院,基层治理,社会治理,boost:协商民主,boost:公正司法,boost:基层治理"", ""B4_PHILOSOPHY_EXCLUDED"": ""矛盾,boost:矛盾"", ""XB2_EXCLUDED"": ""民法典,诉讼,赔偿,上诉,boost:民法典,boost:诉讼,boost:上诉""}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""民法典"", ""诉讼""]}, ""override"": ""explicit_boundary_term""}"
2025_海淀_期末,12,,question,XB2_EXCLUDED,module-boundary-excluded,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B2_ECONOMICS"", ""target_score"": 0, ""boundary"": ""XB2_EXCLUDED"", ""boundary_score"": 8, ""matches"": {""B4_PHILOSOPHY_EXCLUDED"": ""人民群众,boost:人民群众"", ""XB2_EXCLUDED"": ""民法典,继承,仲裁,boost:民法典,boost:继承,boost:仲裁"", ""B1_EXCLUDED"": ""中国梦""}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""民法典""]}, ""override"": ""explicit_boundary_term""}"
2025_海淀_期末,13,,question,B2_ECONOMICS,included,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B2_ECONOMICS"", ""target_score"": 3, ""boundary"": ""XB1_EXCLUDED"", ""boundary_score"": 2, ""matches"": {""B2_ECONOMICS"": ""劳动者"", ""B3_POLITICS_RULE_OF_LAW"": ""公正司法,法院,boost:公正司法"", ""XB1_EXCLUDED"": ""外交,boost:外交"", ""XB2_EXCLUDED"": ""劳动关系,boost:劳动关系""}}"
2025_海淀_期末,14,,question,XB2_EXCLUDED,module-boundary-excluded,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B3_POLITICS_RULE_OF_LAW"", ""target_score"": 2, ""boundary"": ""XB1_EXCLUDED"", ""boundary_score"": 8, ""matches"": {""B3_POLITICS_RULE_OF_LAW"": ""法院"", ""B4_CULTURE"": ""纹样,boost:纹样"", ""XB1_EXCLUDED"": ""外交,元首外交,上合组织,boost:外交,boost:元首外交,boost:上合组织"", ""XB2_EXCLUDED"": ""侵权,诉讼,调解,举证,boost:侵权,boost:诉讼,boost:调解,boost:举证""}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""侵权"", ""诉讼""]}, ""override"": ""explicit_boundary_term""}"
2025_海淀_期末,15,,question,XB2_EXCLUDED,module-boundary-excluded,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B2_ECONOMICS"", ""target_score"": 4, ""boundary"": ""XB1_EXCLUDED"", ""boundary_score"": 7, ""matches"": {""B2_ECONOMICS"": ""消费"", ""B3_POLITICS_RULE_OF_LAW"": ""法院,社会治理"", ""B4_PHILOSOPHY_EXCLUDED"": ""实践"", ""XB1_EXCLUDED"": ""APEC,boost:APEC"", ""XB2_EXCLUDED"": ""诉讼,消费者权益,boost:诉讼,boost:消费者权益""}, ""explicit_boundary_modules"": {""XB2_EXCLUDED"": [""诉讼""]}, ""override"": ""explicit_boundary_term""}"
2025_海淀_期末,16(1),16,subquestion,B2_ECONOMICS,included,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,paper,"{""rule_id"": ""REMAINING_B2_COFFEE_MARKET_PROSPECT_EXPLICIT_PROMPT"", ""matched_terms"": ""运用《经济与社会》知识,市场前景,消费偏好,产品创新"", ""source"": ""remaining_strong_cleanup_audit.csv"", ""prior_book_module"": ""UNKNOWN_OR_MIXED"", ""prior_status"": ""blocked""}"
2025_海淀_期末,16(2),16,subquestion,B2_ECONOMICS,included,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,paper,"{""override"": ""prompt_router"", ""prompt_terms"": [""经济信息/经济角度""], ""classification_text"": ""(2)结合材料三,从经济角度,为中国咖啡企业“出海”提出建议。"", ""base_decision"": ""{\""target\"": \""B2_ECONOMICS\"", \""target_score\"": 0, \""boundary\"": \""B4_PHILOSOPHY_EXCLUDED\"", \""boundary_score\"": 0, \""matches\"": {}}""}"
2025_海淀_期末,17,,question,UNKNOWN_OR_MIXED,blocked,REMOVED_CONTAMINATED_2025_HAIDIAN_MIXED_SUITE,,旧 2025_海淀_期末 行同时混入 2025 海淀期中与 2025 海淀期末来源，整组移除后按真实文件身份重建。,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf | /Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,paper,"{""target"": ""B2_ECONOMICS"", ""target_score"": 8, ""boundary"": ""B4_PHILOSOPHY_EXCLUDED"", ""boundary_score"": 7, ""matches"": {""B2_ECONOMICS"": ""经济与社会,财政,税收,boost:经济与社会,boost:财政,boost:税收"", ""B4_PHILOSOPHY_EXCLUDED"": ""认识,真理,发展的观点,boost:真理,boost:发展的观点"", ""XB3_EXCLUDED"": ""科学思维,想象,boost:科学思维,boost:想象""}, ""explicit_target_modules"": {""B2_ECONOMICS"": [""经济与社会""]}, ""explicit_boundary_modules"": {""XB3_EXCLUDED"": [""科学思维"", ""想象""]}, ""override"": ""manual_subquestion_split_needed""}"
