batch03_id,canonical_question_id,suite_id,source_id,stable_locator,original_qno,question_type,scope_status,section_scope,knowledge_node,reasoning_node,phase04_level,verification_level,answer_pairing_status,rubric_pairing_status,visual_status,gap_priority,gap_action,blocker_reason,batch03_required_action,batch03_student_permission,excerpt
B03B_choice_second,Q-2025西城二模-7,S-2025西城二模,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf::Q7,7,选择题,in_scope,推理,必要条件假言推理否定前件陷阱；求异法/归纳或然性；类比可信度,归纳推理与因果探求,L1_A_ONLY_PENDING_B_TARGET,A-formal,answer_confirmed_C_from_rubric,rubric_confirmed_A_formal,TEXT_ONLY_NOT_VISUAL_RENDERED,P0,visual/options/rubric recovery before fusion,"四个选项完整可读(文字提取)；答案C从038 A-formal细则确认；038 answer table：Q7=C；之前L0_BLOCKED因""visual/options""但实际文字清晰","Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"7.花粉是导致一些人出现过敏症状的常见因素。 ▪ 只有接触过敏源,才会引发过敏。某病人未接触过花粉,甲医生据此断定其症状不属于花粉过敏。 ▪ 某病人一到春天开花季,就会出现咳嗽等症状,过了开花季,症状就消失。乙医生据此断定其症状由花 粉过敏引起。 ▪ 某中年女性被确诊为花粉过敏型哮喘,丙医生据此推断另一名年纪相仿女性出现的哮喘也应该是花粉过 敏引起的。 从逻辑学的角度看 1甲医生运用了演绎法,推理结构正确能确保这类推理得出正确结论 2乙医生正确运用了求异法,但其结论不具有必然性 3与乙、丙相比,甲医生的推理方式在科学领域更有利于得出新结论 4三名医生结论的可信度由高到低依次应该是甲、乙、丙 A.12 B. 13 C.24 D. 34 ===== PAGE 3 ===== 第3页/共10页"
B03B_choice_second,Q-2026东城一模-6,S-2026东城一模,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf,046_Desktop_2026模拟题_2026各区一模_2026东城一模_试卷_试卷.pdf::Q6,6,选择题,cross,交叉,换质;辩证否定,换质换位,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,module-boundary decision with answer key/rubric,module-boundary decision with answer key/rubric,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"6.人们以脚步为笔、运动App 的地图为纸,“画”出骏马图案,寓意马到成功。“画马”是将运动、创意 与社交相融合的活动。在奥森公园的“画马”活动中,有些途经银杏林的“画马”路线,也经过雨燕塔。 对此,下列认识正确的是 A.将马的形象与运动路线相联结,是对传统马形象的辩证否定 B.用科技手段和抽象思维表达运动创意与美好情感 C.“有些途经银杏林的‘画马’路线不经过雨燕塔”必然为真 D.可通过换质位得到“未将运动、创意与社交相融合的活动不是‘画马’”"
B03B_choice_second,Q-2026顺义一模-5,S-2026顺义一模,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q5,5,选择题,cross,交叉,判断;发散思维;周延,其他复合推理;周延判断,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,module-boundary decision with answer key/rubric,module-boundary decision with answer key/rubric,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,5􀆰一座博物馆就是一本立体书ꎮ顺义区某中学先后建立了校园古家具博物馆和校园古代 陶瓷博物馆ꎮ围绕校园博物馆的馆藏资源ꎬ学校开展读书沙龙、专题讲座等体验活动ꎬ在 一件件静默的展品前ꎬ师生触摸历史温度ꎬ聆听无声之教ꎬ校园博物馆成为师生浸润式感 受中华优秀传统文化魅力的重要载体ꎮ下列分析对应正确的是 A􀆰 一座博物馆就是一本立体书 该观点断定了博物馆的本质属性ꎬ属于性 质判断 B􀆰 围绕校园博物馆的馆藏资源ꎬ学校开 展读书沙龙、专题讲座等体验活动 学校运用了发散思维ꎬ把众多信息引导到 条理化的逻辑思路中 C􀆰 校园博物馆成为师生浸润式感受中华 优秀传统文化魅力的重要载体 该关系判断的谓项是不周延的 D􀆰 在一件件静默的展品前ꎬ师生触摸历 史温度ꎬ聆听无声之教 师生在感觉、知觉、表象的基础上认识事 物的本质和规律 ===== PAGE 3 ===== 高三思
B03B_choice_second,Q-2024朝阳期中-1,S-2024朝阳期中,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q1,1,选择题,in_scope,推理,判断,其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"1. 为了庆祝中华人民共和国成立75 周年,隆重表彰为新中国建设和发展作出杰出贡献 的功勋模范人物,弘扬民族精神和时代精神,根据《中华人民共和国宪法》和《中华人 民共和国国家勋章和国家荣誉称号法》,第十四届全国人民代表大会常务委员会第十 一次会议决定:授予王永志、王振义、李振声、黄宗德“共和国勋章”,授予王小谟、赵忠 贤等10 人国家荣誉称号。功勋模范人物忠诚、执着、朴实的优秀品格值得全党全国各 族人民学习。向功勋模范人物学习 1要胸怀强国之志,在为国尽责、为民服务中实现个人价值 2要勇建强国之功,迎难而上,依据价值选择作出价值判断 3要锤炼强国之技,学习新知识、掌握新技能、练就真本领 4要铸牢强国之基,把时代精神作为人生奋斗的根本立足点 A. 12 B. 13 C. 24 D. 34"
B03B_choice_second,Q-2024朝阳期中-5,S-2024朝阳期中,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q5,5,选择题,in_scope,推理,充分必要条件;必要条件;概念,假言推理;逻辑三律与概念规则,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"5. 亚里士多德说:“古今来人们开始哲理探索,都应起于对自然万物的惊异:他们先是惊 异于种种迷惑的现象,逐渐积累一点一滴的解释,对一些较重大的问题,例如日月与星 的运行以及宇宙之创生,作成说明。一个有所迷惑与惊异的人,每自愧愚蠢......他们 探索哲理只是为想脱出愚蠢,他们为求知而从事学术,并无任何实用目的。这个可由 事实为之证明:这类学术研究的开始,都在人生的必需品以及使人快乐安适的种种事 物几乎全部获得了以后。”亚里士多德的上述思考 1探讨了哲理探索的发生、路径和过程,有助于启发人们探索人与世界的关系 2认为人们可以通过探索外部的、表面的现实世界而获得深层次的理性认识 3表明探索哲理的过程重在追求体验的鲜活性,而不是追求概念的明晰性 4证明人生必需品的满足是人追求真相、从事学术、认识真理的充分必要条件 A. 12 B. 14 C. 23 D. "
B03B_choice_second,Q-2024海淀二模-14,S-2024海淀二模,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf::Q14,14,选择题,in_scope,推理,判断,其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"14.2024 年2 月,欧盟理事会通过《关键原材料法案》。法案的材料清单中包含稀土、锂、镍等 对绿色转型、数字化转型、国防和航天工业至关重要的34 种关键材料,其中包括17 种战 略原材料。该法案为战略原材料供应链上的本土产能设定明确的目标:10% 来自本地开采, 40% 在欧盟加工,25% 来自本土回收材料。据此可判断 A.欧盟理事会作为欧盟最高决策机构,对维护欧盟经济安全负有主要责任 B.实施该法案有利于欧洲本土原材料企业降低成本,提升企业国际竞争力 C.该法案将降低欧盟对外部供应的依赖,但妨碍资源要素在全球自由流动 D.该法案的实施能充分发挥欧盟在原材料产业的比较优势,扩大市场规模"
B03B_choice_second,Q-2024海淀二模-4,S-2024海淀二模,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf::Q4,4,选择题,in_scope,推理,前提,其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"4.“手机响不停,时刻盯着‘群’”“手机里安装了二三十个工作群,各种打卡、报材料”......“指 尖上的形式主义”在一定程度上困扰着不少基层干部。近日,中央有关部门要求加强对政务 移动互联网应用程序、政务公众账号和工作群组的标准化规范化管理,为基层治理减负增效。 这说明 A.把握量的规定性,更能体现事物发展的辩证法 B.一切从实际出发、实事求是是做好工作的前提 C.真理性认识更具有能动创造性和直接现实性 D.只有发挥主观能动性才能把握事物的本质和规律"
B03B_choice_second,Q-2024海淀二模-8,S-2024海淀二模,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf,027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf::Q8,8,选择题,in_scope,推理,判断,其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"8.某社区以“会客议事厅”为平台,围绕社区大事难事定期召开协商议事会,打造街道、社区党 组织、社区居委会、物业公司、产权单位、志愿者“六位一体”的社区治理共同体。通过民 主协商、群策群力,不断丰富拓展“大家商量着办”的基层实践,让居民关心的事项件件有 着落、事事有回音。由此可见,“大家商量着办” A.扎根基层、服务社会,尊重满足居民的文化需求 B.找到居民利益的最大公约数,将共识转化为共为 C.基于居民价值选择进行价值判断,破解社区难题 D.发挥专门协商机构的作用,探索基层治理新实践 ===== PAGE 3 ===== 高三年级(思想政治) 第3 页(共8 页)"
B03B_choice_second,Q-2024西城一模-13,S-2024西城一模,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx,024_Desktop_2024模拟题_西城一模_试卷_试卷.docx::Q13,13,选择题,in_scope,推理,判断;推理,其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"13.美学家朱光潜说,“我现在从‘火’字出发,就想到红、石榴、家里的天井、浮山、雷鲤的诗、鲤鱼、孔夫子的儿子(孔鲤)等。这个联想线索前后相承,虽有关系可寻,但是这些关系都是偶然的。我的‘火’字的联想线索如此,换一个人或是我自己在另一时境,‘火’字的联想线索却另是一样。从此可知联想的散漫飘忽。”可见,联想 A.是思维的分离、提纯、简略化和理想化 B.具有非逻辑制约的畅想性 C.把看似不相关的判断串联起来 D.是有待于提高其可靠程度的或然推理"
B03B_choice_second,Q-2025东城期末-2,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q2,2,选择题,in_scope,推理,创新思维;前提;动态性;整体性;概念;科学思维;辩证否定;辩证思维,逻辑三律与概念规则,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"2、矛盾的同一性和斗争性原理 (1)矛盾的含义 矛盾就是反映事物内部对立和统一关系的哲学范畴,简言之,矛盾就是对立统一。 注意:不能把哲学的矛盾概念等同于具体矛盾,二者是一般和个别的关系。 (2)矛盾的基本属性 1是什么:矛盾的斗争性(对立属性)和同一性(统一属性)是矛盾的两种基本属性。 2关系:同一以差别和对立为前提;斗争性寓于同一性之中,并为同一性所制约;矛盾双方既对立又统 一,由此推动事物的运动、变化和发展。 【解答】12正确,殷墟甲骨文距离现在3000 多年,汉字结构依然未变。“点”虽小,但如明珠般璀璨; “横”在肩上,它是担当也是约束;“竖”顶天立地,仿佛一根旗杆威严树立,信念不倒......横、撇、 捺、提、折、钩,汉字可一笔贯通气韵,豪气干云,亦可繁复多画,耐心描蔡,笔画的主次、长短、布 局留白都彰显了汉字的博大精深,由此可见,在笔画的"
