batch03_id,canonical_question_id,suite_id,source_id,stable_locator,original_qno,question_type,scope_status,section_scope,knowledge_node,reasoning_node,phase04_level,verification_level,answer_pairing_status,rubric_pairing_status,visual_status,gap_priority,gap_action,blocker_reason,batch03_required_action,batch03_student_permission,excerpt
B03A_subjective_first,Q-2024朝阳二模-19-1,S-2024朝阳二模,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q19(1),19(1),主观题,cross,交叉,判断;动态性;推理;类比;联言;辩证思维,假言推理;联言推理;假言推理;联言推理;类比推理;其他复合推理;类比推理;联言推理;类比推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"19. (16 分) 中华文明拥有五千多年不间断的历史,积淀形成辉煌灿烂的中华优秀传统文化,中 华优秀传统文化的特质赋予中国式现代化深厚底蕴,给予其精神和思想力量。 生生之宇宙观 宇宙处于生生不息的变化之中。“天地之大德曰生”“富有之谓大业,日新之谓盛德, 生生之谓易”。宇宙永久的变易包含永远的革新,是生命的不断充实、成长、更新和展开。 一体之天人观 人类与天地为一体。天地的交合生成了世界,赋予了人的身体和本性,所有人都是 天地生育的子女;不仅如此,万物和人类一样,也是天地所生。因此,他人都是自己的同 胞,万物都是自己的朋友。 法天地之人生观 人应该效法天地之德。“夫大人者,与天地合其德,与日月合其明,与四时合其序。”天 之德在生育万物而不息,地之德在广阔博大,君子应学习天地之德,自强不息、厚德载物。 (1)生生之宇宙观体现了辩证思维的 1 特征。人"
B03A_subjective_first,Q-2024朝阳二模-19-2,S-2024朝阳二模,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q19(2),19(2),主观题,cross,交叉,判断;动态性;推理;类比;联言;辩证思维,假言推理;联言推理;假言推理;联言推理;类比推理;其他复合推理;类比推理;联言推理;类比推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"19. (16 分) 中华文明拥有五千多年不间断的历史,积淀形成辉煌灿烂的中华优秀传统文化,中 华优秀传统文化的特质赋予中国式现代化深厚底蕴,给予其精神和思想力量。 生生之宇宙观 宇宙处于生生不息的变化之中。“天地之大德曰生”“富有之谓大业,日新之谓盛德, 生生之谓易”。宇宙永久的变易包含永远的革新,是生命的不断充实、成长、更新和展开。 一体之天人观 人类与天地为一体。天地的交合生成了世界,赋予了人的身体和本性,所有人都是 天地生育的子女;不仅如此,万物和人类一样,也是天地所生。因此,他人都是自己的同 胞,万物都是自己的朋友。 法天地之人生观 人应该效法天地之德。“夫大人者,与天地合其德,与日月合其明,与四时合其序。”天 之德在生育万物而不息,地之德在广阔博大,君子应学习天地之德,自强不息、厚德载物。 (1)生生之宇宙观体现了辩证思维的 1 特征。人"
B03A_subjective_first,Q-2024朝阳二模-19-3,S-2024朝阳二模,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q19(3),19(3),主观题,cross,交叉,判断;动态性;推理;类比;联言;辩证思维,假言推理;联言推理;假言推理;联言推理;类比推理;其他复合推理;类比推理;联言推理;类比推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"19. (16 分) 中华文明拥有五千多年不间断的历史,积淀形成辉煌灿烂的中华优秀传统文化,中 华优秀传统文化的特质赋予中国式现代化深厚底蕴,给予其精神和思想力量。 生生之宇宙观 宇宙处于生生不息的变化之中。“天地之大德曰生”“富有之谓大业,日新之谓盛德, 生生之谓易”。宇宙永久的变易包含永远的革新,是生命的不断充实、成长、更新和展开。 一体之天人观 人类与天地为一体。天地的交合生成了世界,赋予了人的身体和本性,所有人都是 天地生育的子女;不仅如此,万物和人类一样,也是天地所生。因此,他人都是自己的同 胞,万物都是自己的朋友。 法天地之人生观 人应该效法天地之德。“夫大人者,与天地合其德,与日月合其明,与四时合其序。”天 之德在生育万物而不息,地之德在广阔博大,君子应学习天地之德,自强不息、厚德载物。 (1)生生之宇宙观体现了辩证思维的 1 特征。人"
B03A_subjective_first,Q-2025东城期末-18-1,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q18(1),18(1),主观题,cross,交叉,创新思维;发散思维;大项;联想思维;聚合思维;超前思维;迁移,三段论,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"18.(12 分)千年华夏飞天梦,廿载嫦娥揽月回。 自2004 年以来,在国家资金和政策的支持下,遥感通信等核心技术取得重大突破,中国探月工程步步 衔接、接续跨越、连战连捷。2024 年6 月25 日,嫦娥六号带回人类首份1935.3 克珍贵月球背面月壤, 这是我国建设航天强国、科技强国取得的又一标志性成果。总设计师胡浩感慨:“没有集中力量办大事 的优势,没有新型举国体制支撑,历时17 年的‘绕、落、回’规划就不可能完成。” 河北某民营企业承接了探月工程测控系统中的射电望远镜天线工程,浙江某民营企业承建了探月工程地 面应用系统的网络工程建设......二十届三中全会提出,完善民营企业参与国家重大项目建设长效机制, 支持有能力的民营企业牵头承担国家重大技术攻关任务,向民营企业进一步开放国家重大科研基础设施。 (1)结合材料,运用《经济与社会》知识,阐述"
B03A_subjective_first,Q-2025丰台期末-16,S-2025丰台期末,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf::Q16,16,主观题,cross,交叉,判断;前提;推理;系统观念;结论;质量互变;辩证思维,其他复合推理;联言推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,targeted Lane B verification for A-only subjective/high-number question,targeted Lane B verification for A-only subjective/high-number question,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"16. 【答案】从实践、一切从实际出发、联系观、发展观、矛盾观等角度作答。 水平4 观点鲜明,能明确表达自己的见解:紧扣观点,综 合运用所学知识展开论述;逻辑严密,条理清晰 水平3 观点比较明确,能表达自己的见解;能扣住观点展 开论述,知识运用比较准确: 逻辑性较强,有条 理 水平2 观点不明确;论述不能集中指向观点,罗列知识; 知识运用不正确;论述缺乏逻辑,条理性差 水平1 应答与试题无关;或重复试题内容;或没有应答 示例:1量变是质变的前提,质变是量变的必然结果。在工作中,注意脚踏实地,从小事做起,注重量的 积累,做到懂得注意事物的数量方面,实现胸中有“数”。 2质变为新的量变开辟道路,在量变达到一定程度时,要注意抓住时机,做到有计划、有方案,从而促成 质变。 3当需要保持事物性质的稳定性时,就必须把量变控制在一定范围内,坚持适度原则。注意决定事"
B03A_subjective_first,Q-2026顺义一模-19-3,S-2026顺义一模,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf,001_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf::Q19(3),19(3),主观题,cross,交叉,三段论;判断;前提;可检验性;客观性;推理;演绎推理;科学思维;结论;预见性,三段论;其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,19􀆰(15分)“十五五”开局之年ꎬ我国将加快培育和发展未来产业ꎬ以现代化产业新优势把握 未来发展主动权ꎮ 材料一 未来产业由前沿技术驱动ꎬ具有前瞻性、战略性、颠覆性等特点ꎮ“十五五” 规划建议提出ꎬ推动量子科技、生物制造、氢能和核聚变能、脑机接口、具身智能、第六代 移动通信等成为新的经济增长点ꎬ这些领域正是未来产业的典型代表ꎮ 据此ꎬ某同学得出以下推论: (1)判断上述推理是否正确ꎬ并说明理由ꎮ(3分) ===== PAGE 10 ===== 高三思想政治试卷 第10 页(共10页) 材料二 具身机器人是指拥有物理实体、能通过传感器感知环境并依托自身躯体在 现实世界执行动作与交互的智能机器人ꎬ目前正处于从实验室走向规模化应用的关键阶 段ꎮ我国以人形机器人为代表的具身智能产业规模正以超50%的增速跨越式发展ꎮ 面对我国老龄化加速、护理人员短缺等趋势ꎬ
B03A_subjective_first,Q-2024朝阳一模-20-1,S-2024朝阳一模,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q20(1),20(1),主观题,in_scope,推理,假言;充分条件;判断;前提;必要条件;推理;演绎推理,假言推理;其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,20􀆰(9分)学会正确地运用推理ꎬ对于科学研究具有重要意义ꎮ 材料一 有科学家对我国古代气候及其变化进行了一系列考古研究和调查论证ꎬ其中 之一是关于A区域古代气候较为温暖的论证ꎮ科学家的论证过程包含了两个推理ꎮ 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋 推理一: 如果A区域古代没有广泛生长竹子ꎬ就不可能有大量的炭化竹节ꎬ 考古发掘中已发掘出地底下有大量炭化竹节ꎬ 所以ꎬA区域古代广泛生长着竹子ꎮ (1)推理一属于哪种推理类型? 其成立的理由是什么? (5分) 材料二 科学家进而又根据竹子适宜生长在温暖的地方以及A区域当时广泛生长着竹 子ꎬ运用不同于推理一的另一种演绎推理形式ꎬ推断出A区域古代气候较为温暖ꎮ (2)根据材料二ꎬ补
B03A_subjective_first,Q-2024朝阳一模-20-2,S-2024朝阳一模,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q20(2),20(2),主观题,in_scope,推理,假言;充分条件;判断;前提;必要条件;推理;演绎推理,假言推理;其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,20􀆰(9分)学会正确地运用推理ꎬ对于科学研究具有重要意义ꎮ 材料一 有科学家对我国古代气候及其变化进行了一系列考古研究和调查论证ꎬ其中 之一是关于A区域古代气候较为温暖的论证ꎮ科学家的论证过程包含了两个推理ꎮ 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋 推理一: 如果A区域古代没有广泛生长竹子ꎬ就不可能有大量的炭化竹节ꎬ 考古发掘中已发掘出地底下有大量炭化竹节ꎬ 所以ꎬA区域古代广泛生长着竹子ꎮ (1)推理一属于哪种推理类型? 其成立的理由是什么? (5分) 材料二 科学家进而又根据竹子适宜生长在温暖的地方以及A区域当时广泛生长着竹 子ꎬ运用不同于推理一的另一种演绎推理形式ꎬ推断出A区域古代气候较为温暖ꎮ (2)根据材料二ꎬ补
B03A_subjective_first,Q-2024朝阳一模-21,S-2024朝阳一模,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q21,21,主观题,in_scope,推理,前提,其他复合推理,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,targeted Lane B verification for A-only subjective/high-number question,targeted Lane B verification for A-only subjective/high-number question,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,21􀆰(9分)科学认识经济形势ꎬ是做好经济工作的基本前提ꎮ 结合上述资料ꎬ在分析我国当前经济形势的基础上ꎬ运用«当代国际政治与经济»知识ꎬ 谈谈如何推动中国经济在变局中开新局ꎮ
B03A_subjective_first,Q-2024朝阳二模-16-1,S-2024朝阳二模,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q16(1),16(1),主观题,in_scope,推理,概念,逻辑三律与概念规则,L1_A_ONLY_PENDING_B_TARGET,A_inventory_only,paired_candidate,paired_candidate,not_visual_confirmed,P1,answer pairing / targeted verification if in-scope after canonical check,answer pairing / targeted verification if in-scope after canonical check,"Return to original paper/answer/rubric or rendered visual source; verify module boundary, answer/rubric pairing, full stem/options or full subjective prompt, and exact reasoning/thinking node.",NO_STUDENT_DRAFT,"16. (14 分)人工智能正以前所未有的速度、广度和深度变革经济社会发展模式。 材料一 算力是指计算机或其他计算设备在一定时 间内可以处理的数据量或完成的计算任务量。 随着大模型等人工智能产业迅速兴起,各国 对智能算力资源的需求愈发旺盛。全球主要发 达国家纷纷加快推进算力布局,抢占竞争制高点。 算力作为数字经济发展的底层支撑,正在向交通、金融、教育、医疗、科技、能源等各 行业加速渗透。研究表明,算力指数平均每提高1 个百分点,数字经济和国内生产总值 将分别增长3. 3‰和1. 8‰。 目前,我国东部地区数字经济发展迅速、产业发展相对完善,算力基础设施建设相对 密集;西部地区数字产业欠发达,人才、资金投入存在短缺现象。部分数据资源要素持有 者“不愿流通”“不敢流通”,数据治理和可信流通体系亟待建立完善。 2023 年12 月,国家有关部门出台《关于深"
