path,size_bytes,mtime,reason
.DS_Store,12292,2026-05-04T09:14:53,macos_metadata
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/08_review/claude_commander/claude_overnight_commander.stream.json,328695,2026-05-03T00:17:29,external_model_stream_or_runtime_trace
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/08_review/claude_commander/claude_overnight_commander.stderr.log,0,2026-05-03T00:13:13,extension_not_in_migration_set
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/09_delivery/pdf_render_check/page_024.png,70571,2026-05-03T01:05:45,excluded_render_or_quicklook_cache
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/09_delivery/pdf_render_check/page_013.png,272561,2026-05-03T01:05:45,excluded_render_or_quicklook_cache
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/09_delivery/pdf_render_check/page_002.png,292718,2026-05-03T01:05:45,excluded_render_or_quicklook_cache
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/09_delivery/pdf_render_check/page_001.png,262663,2026-05-03T01:05:45,excluded_render_or_quicklook_cache
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_细则_pdf_pages/page_04.png,613609,2026-05-03T00:16:29,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_细则_pdf_pages/page_05.png,575952,2026-05-03T00:16:29,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_细则_pdf_pages/page_02.png,641833,2026-05-03T00:16:29,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_细则_pdf_pages/page_03.png,621210,2026-05-03T00:16:29,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_细则_pdf_pages/page_01.png,562799,2026-05-03T00:16:29,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_细则_pdf_pages/contact_sheet.png,536796,2026-05-03T00:16:38,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/page_08.png,169049,2026-05-03T00:15:33,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/page_09.png,200675,2026-05-03T00:15:33,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/page_04.png,260760,2026-05-03T00:15:33,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/page_10.png,108538,2026-05-03T00:15:33,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/page_11.png,5564,2026-05-03T00:15:33,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/page_05.png,205284,2026-05-03T00:15:33,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/page_07.png,135319,2026-05-03T00:15:33,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/page_06.png,239247,2026-05-03T00:15:33,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/page_12.png,5564,2026-05-03T00:15:33,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/page_02.png,240880,2026-05-03T00:15:33,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/page_03.png,183046,2026-05-03T00:15:33,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/page_01.png,176049,2026-05-03T00:15:33,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2024东城一模_pdf_pages/contact_sheet.png,702469,2026-05-03T00:15:52,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026通州期末_试卷/page_08.png,128415,2026-05-02T23:22:47,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026通州期末_试卷/page_09.png,349306,2026-05-02T23:22:47,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026通州期末_试卷/page_10.png,182673,2026-05-02T23:22:47,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026通州期末_试卷/page_07.png,348378,2026-05-02T23:22:47,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_08.png,587888,2026-05-03T00:17:32,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_09.png,341478,2026-05-03T00:17:32,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_04.png,696132,2026-05-03T00:17:31,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_10.png,236377,2026-05-03T00:17:32,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_11.png,273585,2026-05-03T00:17:32,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_05.png,604102,2026-05-03T00:17:31,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_07.png,514470,2026-05-03T00:17:32,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_06.png,584517,2026-05-03T00:17:31,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_12.png,284417,2026-05-03T00:17:32,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_02.png,691428,2026-05-03T00:17:31,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_03.png,666458,2026-05-03T00:17:31,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/page_01.png,563280,2026-05-03T00:17:31,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026西城期末_教师版试卷_pages/contact_sheet.png,1146480,2026-05-03T00:17:52,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026海淀一模_试卷_pages/page_08.png,422583,2026-05-03T00:39:53,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026海淀一模_试卷_pages/page_04.png,985881,2026-05-03T00:39:52,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026海淀一模_试卷_pages/page_05.png,604605,2026-05-03T00:39:52,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026海淀一模_试卷_pages/page_07.png,849294,2026-05-03T00:39:53,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026海淀一模_试卷_pages/page_06.png,720190,2026-05-03T00:39:52,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026海淀一模_试卷_pages/page_02.png,1004678,2026-05-03T00:39:52,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026海淀一模_试卷_pages/page_03.png,1102505,2026-05-03T00:39:52,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/screenshots/2026海淀一模_试卷_pages/page_01.png,874828,2026-05-03T00:39:52,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/codex_extraction_logs/2025海淀期中/docx_media/image8.png,248759,2026-05-03T00:01:21,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/codex_extraction_logs/2025海淀期中/docx_media/image7.png,103909,2026-05-03T00:01:21,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/codex_extraction_logs/2025海淀期中/docx_media/image6.png,255179,2026-05-03T00:01:21,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/codex_extraction_logs/2025海淀期中/docx_media/image4.png,172554,2026-05-03T00:01:21,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/codex_extraction_logs/2025海淀期中/docx_media/image5.png,264463,2026-05-03T00:01:21,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/codex_extraction_logs/2025海淀期中/docx_media/image1.png,123888,2026-05-03T00:01:21,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/codex_extraction_logs/2025海淀期中/docx_media/image2.png,121992,2026-05-03T00:01:21,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/02_extraction/codex_extraction_logs/2025海淀期中/docx_media/image3.png,161760,2026-05-03T00:01:21,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/claudecode_lane/logs/claude-overnight-final-20260503_002942.stream.json,1286857,2026-05-03T01:00:51,external_model_stream_or_runtime_trace
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/claudecode_lane/logs/claude-debug.log,142011,2026-05-02T23:51:39,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/claudecode_lane/logs/claude-phase02-restart-20260502_235555.stderr,0,2026-05-02T23:55:55,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/claudecode_lane/logs/claude-phase02-restart-20260502_235555.stream.json,5835884,2026-05-03T00:18:29,external_model_stream_or_runtime_trace
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/claudecode_lane/logs/latest,141838,2026-05-03T00:18:29,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/claudecode_lane/logs/claude-phase02-restart-20260502_235555.debug.log,141838,2026-05-03T00:18:29,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/claudecode_lane/logs/claude.stderr,0,2026-05-02T23:14:05,excluded_raw_cache_log_dir
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/claudecode_lane/logs/claude.stream.json,86498338,2026-05-02T23:51:39,external_model_stream_or_runtime_trace
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/claudecode_lane/logs/claude-overnight-final-20260503_002942.stderr,0,2026-05-03T00:29:42,excluded_raw_cache_log_dir
必修四从0重跑_ClaudeCode_2026-05-02/.DS_Store,8196,2026-05-03T08:54:25,macos_metadata
必修四从0重跑_ClaudeCode_2026-05-02/.claude/scheduled_tasks.lock,130,2026-05-02T02:06:09,excluded_raw_cache_log_dir
必修四从0重跑_ClaudeCode_2026-05-02/logs/claude-debug-finish.log,162038,2026-05-03T08:54:07,excluded_raw_cache_log_dir
必修四从0重跑_ClaudeCode_2026-05-02/logs/claude-debug.log,2306624,2026-05-02T02:31:15,excluded_raw_cache_log_dir
必修四从0重跑_ClaudeCode_2026-05-02/logs/launcher.out,4,2026-05-02T01:30:30,excluded_raw_cache_log_dir
必修四从0重跑_ClaudeCode_2026-05-02/logs/latest,162038,2026-05-03T08:54:07,excluded_raw_cache_log_dir
必修四从0重跑_ClaudeCode_2026-05-02/logs/claude-terminal.log,0,2026-05-02T01:30:30,excluded_raw_cache_log_dir
必修四从0重跑_ClaudeCode_2026-05-02/logs/supervisor_restart_finish_20260502_110700.log,260,2026-05-02T11:07:00,excluded_raw_cache_log_dir
必修四从0重跑_ClaudeCode_2026-05-02/logs/launcher.pid,6,2026-05-02T01:30:30,excluded_raw_cache_log_dir
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_朝阳_期中/page_08.png,285446,2026-05-02T01:58:05,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_朝阳_期中/page_04.png,572018,2026-05-02T01:58:05,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_朝阳_期中/page_05.png,451422,2026-05-02T01:58:05,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_朝阳_期中/page_07.png,331283,2026-05-02T01:58:05,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_朝阳_期中/page_06.png,485833,2026-05-02T01:58:05,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_朝阳_期中/page_02.png,611208,2026-05-02T01:58:05,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_朝阳_期中/page_03.png,440351,2026-05-02T01:58:05,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_朝阳_期中/page_01.png,512764,2026-05-02T01:58:05,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_海淀_期中/page_08.png,398476,2026-05-02T01:56:51,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_海淀_期中/page_04.png,703170,2026-05-02T01:56:51,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_海淀_期中/page_05.png,447188,2026-05-02T01:56:51,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_海淀_期中/page_07.png,618842,2026-05-02T01:56:51,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_海淀_期中/page_06.png,635844,2026-05-02T01:56:51,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_海淀_期中/page_02.png,666317,2026-05-02T01:56:51,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_海淀_期中/page_03.png,621811,2026-05-02T01:56:51,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render/2024_海淀_期中/page_01.png,424541,2026-05-02T01:56:50,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/word_validation/quicklook/claude_student.docx.png,132473,2026-05-02T02:45:38,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render_missing/2026_丰台_期末/page_08.png,556018,2026-05-02T02:30:20,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render_missing/2026_丰台_期末/page_09.png,421137,2026-05-02T02:30:20,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render_missing/2026_丰台_期末/page_04.png,548350,2026-05-02T02:30:20,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render_missing/2026_丰台_期末/page_05.png,694287,2026-05-02T02:30:20,excluded_render_or_quicklook_cache
必修四从0重跑_ClaudeCode_2026-05-02/audit/render_missing/2026_丰台_期末/page_07.png,628913,2026-05-02T02:30:20,excluded_render_or_quicklook_cache
