case_id,source_question_id,new_question_id,action_bucket,final_count_bucket,evidence_level,should_enter_revised_baodian,should_support_core_code,requires_atom_patch,revised_count_status,reason,source_locator,source_question_present_in_original,canonical_output_handling,canonical_output_question_id,included_in_boundary_patched_corpus,notes
CC0001_2024_丰台_一模_16,CC0001_2024_丰台_一模_16,,exclude_duplicate_mismatch,excluded,formal,no,no,no,no,剔除：Q16 正文/细则是《政治与法治》四下基层，ask_text 串入 CC0002 法律题。,F0044:text | F0045:page 4 | F0045:page 8,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0026_2024_朝阳_二模_18,CC0026_2024_朝阳_二模_18,,exclude_nonlaw,excluded,formal,no,no,no,no,剔除：细则主干为《政治与法治》全过程人民民主，另有选择题/OCR 串页。,F0018:page 2 | F0018:page 7,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0047_2024_海淀_二模_21,CC0047_2024_海淀_二模_21,,exclude_nonlaw,excluded,formal,no,no,no,no,剔除：新质/民生综合题，采分来自党、制度、经济、治理、文化等模块。,F0054:page 8,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0070_2024_顺义_二模_19,CC0070_2024_顺义_二模_19,,exclude_nonlaw,excluded,formal,no,no,no,no,剔除：经济/国际/马克思主义中国化综合题，非法律规则采分。,F0068:text,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0091_2025_东城_期末_19,CC0091_2025_东城_期末_19,,split_or_deduplicate_parent,not_counted_parent_unit,formal,partial,no,no,pending,父题含法律小问、利益主体、民主协商小问；整题不计入法律题，法律小问由拆分项承载。,F0129:slides 11-15,yes,removed_parent_replaced_by_split_or_existing_child,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0094_2025_东城_期末_19_3,CC0094_2025_东城_期末_19_3,CC0094_2025_东城_期末_19_3_LAW_PENDING,split_or_deduplicate,pending_split_not_open,reference_only,partial,no,yes,pending,GPT 修正：不能整题 keep_reference_open。小问法律+政治混合，且当前 rubric atoms 串到新能源/欧盟/贸易保护；须拆出法律 2 分相邻关系后再决定。,F0129:slide 14,yes,tracked_pending_not_framework_corpus,CC0094_2025_东城_期末_19_3_LAW_PENDING,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0118_2025_丰台_期末_18_2,CC0118_2025_丰台_期末_18_2,CC0118_2025_丰台_期末_18_2_LAW,reextract_needed,duplicate_or_reextract_pending,formal,no,no,yes,pending,当前行绑定经济题；后续 PPT 才出现尹某劳动合同裁判反馈，可能与 CC0119 去重，需定向重抽。,F0131:slide 31,yes,tracked_pending_not_framework_corpus,CC0118_2025_丰台_期末_18_2_LAW,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0132_2025_房山_一模_20,CC0132_2025_房山_一模_20,,exclude_nonlaw,excluded,formal,no,no,no,no,剔除：奋斗主题综合论述，非法律规则采分。,F0081:page 15,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0168_2025_海淀_二模_20,CC0168_2025_海淀_二模_20,,exclude_nonlaw,excluded,formal,no,no,no,no,剔除：共享发展/国际组织/粮食安全等非选必二法律采分。,F0120:page 43,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0182_2025_海淀_期末_22,CC0182_2025_海淀_期末_22,,exclude_nonlaw,excluded,formal,no,no,no,no,剔除：愚公精神综合论述，法律片段为串页或干扰。,F0138:slide 60 | F0138:slide 61,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0218_2025_顺义_一模_16,CC0218_2025_顺义_一模_16,,exclude_nonlaw,excluded,formal,no,no,no,no,剔除：哪吒、哲学与文化、联系发展矛盾等采分，非法律题。,F0098:page 13,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0240_2026_东城_二模_21,CC0240_2026_东城_二模_21,,exclude_nonlaw,excluded,formal,no,no,no,no,剔除：金融五篇大文章/党和政府经济职能/辩证思维。,F0186:text,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0250_2026_丰台_一模_19,CC0250_2026_丰台_一模_19,,exclude_nonlaw,excluded,formal,no,no,no,no,GPT 明确要求从 v2 开放容器删除：本题为人类命运共同体/2030 议程/可持续发展，复练页法律提示不能带动恢复。,F0156:slide 42,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0259_2026_丰台_期中_19,CC0259_2026_丰台_期中_19,CC0259_2026_丰台_期中_19_LAW,reextract_needed,pending_missing_legal_rubric,missing,pending,no,yes,pending,题面显示遗赠扶养协议，但 rubric atoms 严重串入经济/逻辑/全球倡议；补到正式法律细则前不得进入归纳或满分闭环。,F0207:page 33,yes,tracked_pending_not_framework_corpus,CC0259_2026_丰台_期中_19_LAW,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0294_2026_朝阳_二模_20_2,CC0294_2026_朝阳_二模_20_2,,exclude_nonlaw,excluded,formal,no,no,no,no,剔除：当代国际政治与经济/人类命运共同体/系统思维串页，非法律主观题。,F0193:text,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0305_2026_海淀_一模_18,CC0305_2026_海淀_一模_18,CC0305_2026_海淀_一模_18_3,split_parent,not_counted_parent_unit,formal,partial,no,yes,pending,父题前两问为消费数据/经济意义；只拆 Q18(3) 法律小问，父题不计入法律题。,F0165:page 3,yes,removed_parent_replaced_by_split_or_existing_child,CC0305_2026_海淀_一模_18_3,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0358_2026_通州_一模_17,CC0358_2026_通州_一模_17,,exclude_nonlaw,excluded,formal,no,no,no,no,剔除：实际为《逻辑与思维》辩证思维看 AI，隐私/法律治理只是材料风险词。,F0172:page 5,yes,removed_excluded_nonlaw_or_mismatch,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0363_2026_通州_期中_19,CC0363_2026_通州_期中_19,,split_or_deduplicate_parent,not_counted_parent_unit,formal,partial,no,no,pending,父题含法律相邻加装电梯与逻辑推理；法律小问已由 CC0364 PASS 承载，父题不重复计数。,F0223:slide 10,yes,removed_parent_replaced_by_split_or_existing_child,,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0373_2026_顺义_一模_17,CC0373_2026_顺义_一模_17,CC0373_2026_顺义_一模_18,split_parent,not_counted_parent_unit,formal,partial,no,yes,pending,原行首为 Q17 政治题，后续 slide 有 Q18 劳动就业歧视/竞业限制法律细则；父题不计。,F0176:slide 3,yes,removed_parent_replaced_by_split_or_existing_child,CC0373_2026_顺义_一模_18,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0380_2026_顺义_二模_18,CC0380_2026_顺义_二模_18,CC0380_2026_顺义_二模_18_2,reextract_needed,not_counted_parent_unit,formal,no,no,yes,pending,整题含逻辑与开源智能体法律小问，当前 atoms 只抽逻辑；需重抽 Q18(2)。,F0202:text,yes,removed_parent_replaced_by_split_or_existing_child,CC0380_2026_顺义_二模_18_2,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
CC0259_2026_丰台_期中_19_LAW,CC0259_2026_丰台_期中_19,CC0259_2026_丰台_期中_19_LAW,pending_reextract_missing_legal_rubric,pending_missing_legal_rubric,missing,pending,no,yes,pending,跟踪待补：遗赠扶养协议题面明确，但正式法律细则未匹配，暂不入框架归纳或宝典闭环。,F0207:page 33,yes,tracked_pending_not_framework_corpus,CC0259_2026_丰台_期中_19_LAW,no,Generated by boundary_patched_20260519 canonical integration; does not overwrite original merged files.
