question_id,file_id,role,file_name,candidate_no,snippet
CC0011_2024_丰台_二模_17,F0047,subjective_rubric,细则.docx,1,形成了党建引领、多方共治、全民参与的基础多元共治格局”1分，“为群众排忧解难，共建和谐美丽社区，提升了基层治理效能”1分（表述扣题、有传导路径并升华即得1分）。 17.运用《法律与生活》知识，结合上述案例分析民法典的相关规定对保护生态环境的作用。（8分） 参考答案：民法典规定的绿色原则为生态环境保护提供了基本遵循。在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。 【拓展答案】： 增强环保意识、维护社会公平正义。 评分标准说明： 民法典规定的绿色原则为生态环境保护提供了基本遵循。（1分）在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。（2分）依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。（1分）民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。（4分）（权利义务、个人利益和公共利益、维护良好的生态环境三个点都写到就给4分。）
CC0011_2024_丰台_二模_17,F0270,evaluation_standard,丰台政治二模阅卷评标.docx,1,形成了党建引领、多方共治、全民参与的基础多元共治格局”1分，“为群众排忧解难，共建和谐美丽社区，提升了基层治理效能”1分（表述扣题、有传导路径并升华即得1分）。 17.运用《法律与生活》知识，结合上述案例分析民法典的相关规定对保护生态环境的作用。（8分） 参考答案：民法典规定的绿色原则为生态环境保护提供了基本遵循。在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。 【拓展答案】： 增强环保意识、维护社会公平正义。 评分标准说明： 民法典规定的绿色原则为生态环境保护提供了基本遵循。（1分）在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。（2分）依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。（1分）民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。（4分）（权利义务、个人利益和公共利益、维护良好的生态环境三个点都写到就给4分。）
CC0019_2024_朝阳_一模_19,F0014,subjective_rubric,细则.docx,1,"达地区倾斜，加强和优化基层科普公共服务；坚持“两点论”和“重点论”的统一，培养壮大科普人才队伍，改变“重科研、轻科普”的现状，营造热爱科学、崇尚创新的社会氛围。 19.（7分） 社会主义市场经济本质上是法治经济。民法典将诚信原则确立为基本原则之一，凸显了社会主义核心价值观对社会主义市场经济建设的引导和规范。 诚信原则要求合同当事人按照约定全面履行义务，有利于规范民事主体行为，尊重和维护民事主体合法权利；司法机关可根据诚信原则定分止争,维护公平正义，维护诚信、健康的市场秩序。 诚信原则要求经营者依法、诚信经营，保护消费者的合法权益。这不仅有利于平衡经营者与消费者之间的关系，而且有助于守法诚信的经营者扩大市场，并最终增进社会整体福祉。"
CC0019_2024_朝阳_一模_19,F0239,answer,202404朝阳高三政治质量检测一参考答案 上交版.docx,1,"达地区倾斜，加强和优化基层科普公共服务；坚持“两点论”和“重点论”的统一，培养壮大科普人才队伍，改变“重科研、轻科普”的现状，营造热爱科学、崇尚创新的社会氛围。 19.（7分） 社会主义市场经济本质上是法治经济。民法典将诚信原则确立为基本原则之一，凸显了社会主义核心价值观对社会主义市场经济建设的引导和规范。 诚信原则要求合同当事人按照约定全面履行义务，有利于规范民事主体行为，尊重和维护民事主体合法权利；司法机关可根据诚信原则定分止争,维护公平正义，维护诚信、健康的市场秩序。 诚信原则要求经营者依法、诚信经营，保护消费者的合法权益。这不仅有利于平衡经营者与消费者之间的关系，而且有助于守法诚信的经营者扩大市场，并最终增进社会整体福祉。"
CC0077_2025_东城_一模_19,F0073,subjective_rubric,细则.pdf,1,题训练，把相似的设问放在一起，用比较的方法，让学生观察和辨析答题的角度和 思路 2.加强材料的分析，整体把握材料层次、每段材料的主旨和核心。 [page 4] 19. 阅读材料，完成表格。（8 分） （一）本题标准和变通 ①解决机制（1 分）：调解/诉讼调解/诉讼 1 分 （对写“诉讼”得分的原因给予解释：该案已进入诉讼程序，虽然没有“审判”但也是通过 诉讼程序的某个环节，以出具调解书的方式解决，也属于诉讼解决机制） ②柳某与医院的案例（3 分） 第一层：对劳动者的意义 2 分 树立劳动者权利和义务相统一的法治意识 2 分 可替换：督促劳动者履行义务 2 分 酌情替换：规范劳动者行为 1 分 第二层：对医院的意义/对双方劳动关系的意义 1 分 维护用人单位的合法权益 1 分 可替换：构建和谐劳动关系 1 分 本案例其他酌情替代：体现了公平原则、公平正义 1 分 （柳某案例总分不超过3 分） ③顾氏三兄弟照顾老人案例（4 分） 第一层：遗产管理制度 1 分 落实遗产管理制度 1 分 可替换： 合理处置老人遗产，规范遗产分配问题 1 分 有利于对公民合法财产的保护和继承 1 分 为遗产继承、财产分割提供案例支持 1 分 第二层：社会主义核心价值观/中华优秀传统美德/社会角度 3 分（1 个2 分，2 个3 分） 友善的社会主义核心价值观； 守望相助、尊老敬老的中华优秀传统美德； 社会层面：社会和谐、良好的社会氛围、对社会的引领和示范作用 （注意：2 个点至少要出现1 次具体内容，如友善、守望相助、孝老爱亲等，如果没有任何 具体内容，该层最高2 分） （二）学生表现和问题 ①解决机制（1 分）： 学生问题：写“协商”、或写了多种方式且其中有错误，如“仲裁、诉讼”0 分 ②柳某与医院的案例（3 分） 学生问题： 1.主体不清，如表达为：维护其合法权益，规范其行为，不知道在说医院还是劳动者； 或者只强调有利于双方行使权利、履行义务，不分析本题情境，即更注重劳动者权利和义务 相统一。 2.强调维护劳动者合法权益，脱离了本题情境。 3.不使用“权利”“义务”等法律词汇分析意义，只从“诚信”一个角度大篇幅说明（材料 已给）。 ③顾氏三兄弟照顾老人案例（4 分） [page 5] 学生问题： 1.没有写第一层“遗产管理制度”。忽视了材料中“遗产管理人”“分割决定书”以及表格 以
CC0077_2025_东城_一模_19,F0074,paper,试卷.pdf,1,以旧换新。 (2)提振消费是扩大内需、畅通国内大循环的重中之重。结合材料二，运用《经济与社会》知识，分析我国 实施“两新”畅通国内大循环的经济逻辑。(8 分) 19.(8 分) 法治以“固根本、稳预期、利长远”的治理效能，夯实人民群众可感可及的公平正义。以下三个案例生 动展现了法治的实践与成效。 案件一 张某与某公司签订《家庭装修合同》，因公司未按工期完工，张某诉至法院，要求赔偿损失并 支付违约金。在诉讼程序启动后，法官了解双方需求、耐心释法析理，最终该公司主动赔偿工期延误损失， 既解“法结”又解“心结”。 案件二 柳某入职某医院时，双方在合同中约定“若柳某提出解约，培训费补偿见《培训协议》”，并 另行签订《培训协议》。 医院依约出资提供培训后，柳某在服务期未满时提出辞职并自愿支付违约金，但 [page 6] 第6页/共9页 离职后又申请仲裁要求返还，仲裁委员会驳回其请求。 案件三 顾氏三兄弟长期尽心照料孤寡老人杨某，在其住院期间陪护并承担费用，杨某去世后又为其 操办丧葬事宜。 因杨某财产无人管理，三兄弟申请指定民政局作为遗产管理人，获得法院支持。判决生效 后，民政局出具《分割决定书》，将杨某部分遗产分配给了顾氏三兄弟。 阅读材料，完成下表。 解决机制 以案说法 典型意义 案件一 ① 某公司未能按时完工，应承担违约 责任。该案争议点不大，诉讼标的 额较小，承办法官本着以和为贵的 理念，经征求双方同意后，以该方 式圆满解决纠纷。 有效化解矛盾，避免双方损 失进一步扩大，有利于规范 市场秩序，促进社会 和谐。 案件二 仲裁 医院与柳某签订的合同与协议被依 法认定有效，柳某签订协议并支付 违约金是真实意思表示，其要求返 还违约金有违诚信原则，故驳回。 ② 案件三 诉讼 顾氏三兄弟无法定赡养义务，但对 杨某进行生活照顾、精神慰藉等构 成事实上的扶养，符合民法典规定 的“可以分给适当遗产”情形，有权作 为利害关系人申请人民法院指定遗 产管理人。 ③
CC0077_2025_东城_一模_19,F0074,paper,试卷.pdf,2,量，增加企业利 润和劳动者收入，有利于促进消费。“两新”满足人民美好生活需要，发挥消费对经济发展的基础性作用， 推动供给侧结构性改革，增强国内大循环的内生动力。 19.(8 分) ①诉讼调解 ②有利于树立劳动者权利和义务相统一的法治意识，平衡劳动者和用人单位的合法权益，构建健康和谐劳 动关系。 ③依法落实遗产管理制度，弘扬友善的社会主义核心价值观和守望相助的中华优秀传统文化，实现法律效 果和社会效果的统一。 20.(8 分) 答案角度：中国特色大国外交、人类命运共同体、高水平对外开放、全球治理等。 [page 9] 第9页/共9页 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解：紧扣问题，综合运用所学知识展开论 述；逻辑严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准 确；逻辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺| 乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 21.(10 分) 答案角度：经济基础与上层建筑的关系、教育的作用、如何发展教育等。 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论 述；逻辑严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准 确；逻辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺 乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答
CC0077_2025_东城_一模_19,F0292,marking_report,东城区25届高三政治一模统测阅卷报告 4.12.pdf,1,题训练，把相似的设问放在一起，用比较的方法，让学生观察和辨析答题的角度和 思路 2.加强材料的分析，整体把握材料层次、每段材料的主旨和核心。 [page 4] 19. 阅读材料，完成表格。（8 分） （一）本题标准和变通 ①解决机制（1 分）：调解/诉讼调解/诉讼 1 分 （对写“诉讼”得分的原因给予解释：该案已进入诉讼程序，虽然没有“审判”但也是通过 诉讼程序的某个环节，以出具调解书的方式解决，也属于诉讼解决机制） ②柳某与医院的案例（3 分） 第一层：对劳动者的意义 2 分 树立劳动者权利和义务相统一的法治意识 2 分 可替换：督促劳动者履行义务 2 分 酌情替换：规范劳动者行为 1 分 第二层：对医院的意义/对双方劳动关系的意义 1 分 维护用人单位的合法权益 1 分 可替换：构建和谐劳动关系 1 分 本案例其他酌情替代：体现了公平原则、公平正义 1 分 （柳某案例总分不超过3 分） ③顾氏三兄弟照顾老人案例（4 分） 第一层：遗产管理制度 1 分 落实遗产管理制度 1 分 可替换： 合理处置老人遗产，规范遗产分配问题 1 分 有利于对公民合法财产的保护和继承 1 分 为遗产继承、财产分割提供案例支持 1 分 第二层：社会主义核心价值观/中华优秀传统美德/社会角度 3 分（1 个2 分，2 个3 分） 友善的社会主义核心价值观； 守望相助、尊老敬老的中华优秀传统美德； 社会层面：社会和谐、良好的社会氛围、对社会的引领和示范作用 （注意：2 个点至少要出现1 次具体内容，如友善、守望相助、孝老爱亲等，如果没有任何 具体内容，该层最高2 分） （二）学生表现和问题 ①解决机制（1 分）： 学生问题：写“协商”、或写了多种方式且其中有错误，如“仲裁、诉讼”0 分 ②柳某与医院的案例（3 分） 学生问题： 1.主体不清，如表达为：维护其合法权益，规范其行为，不知道在说医院还是劳动者； 或者只强调有利于双方行使权利、履行义务，不分析本题情境，即更注重劳动者权利和义务 相统一。 2.强调维护劳动者合法权益，脱离了本题情境。 3.不使用“权利”“义务”等法律词汇分析意义，只从“诚信”一个角度大篇幅说明（材料 已给）。 ③顾氏三兄弟照顾老人案例（4 分） [page 5] 学生问题： 1.没有写第一层“遗产管理制度”。忽视了材料中“遗产管理人”“分割决定书”以及表格 以
CC0084_2025_东城_二模_19,F0100,subjective_rubric,细则.pdf,1,。 2.落实基础知识，让学生理解每个概念。 3.梳理判断和推理部分各个概念之间的关系，绘制思维导图。 4.进行逻辑第二单元文字题训练，形成规范表达，增加熟练度。 19.阅读材料，完成表格。 （一）本题标准和变通 ①龙某为钱某文身案例（2 分）：该情境有两个问题，即合同效力问题和侵权问题： 学生可以通过把一个问题说清楚得2 分，也可以通过呈现2 个准确的知识点得2 分 合同效力问题：限制民事行为能力人/法定代理人未追认（1 分）+ 合同无效（1 分） 侵权问题：龙某没有尽到核实义务/存在过错（1 分）+ 侵犯身体权/健康权（1 分） 呈现了两个知识点，如：钱某事限制民事行为能力人（1 分）+龙某侵犯了身体权/健康 [page 4] 权（1 分） ②杨某自媒体案例（2 分） 杨某利用自媒体，故意侮辱/诽谤某公司，造成其社会评价降低（任意一个要件1 分）+ 侵 害名誉权（不可替换，1 分） 构成要件替换：诬陷、捏造、造谣、诋毁、抹黑、不实信息；损害形象、损害该公司声誉； 邬某服务条款案例： ③体现的民法原则（1 分）： 公平原则（1 分） 可替换：诚信原则（1 分） ④典型意义：意义一条2 分，两条3 分： 第一条：维护消费者合法权益 第二条：规范格式条款的使用 如本题消费者权益和格式条款都没提到，提到规范商家经营给1 分。 （二）学生表现和问题 ①龙某为钱某文身案例（2 分）： 学生问题： 1. 把限制民事行为能力人说成：不完全民事行为能力人、部分民事行为能力人、半民事行 为能力人、限制民事权利能力人，不得分。（若说钱某不具备完全民事行为能力，给分了） 2. 用抄表格中已有材料的方式分析案件，如“龙某违反了守法和公序良俗原则、不规范经 营，侵犯了未成年人合法权益” ②杨某自媒体案例（2 分） 学生问题：不能用“侮辱、诽谤”“造成社会评价降低”等词汇提炼杨某做法，完全抄材料： “在没有事实依据的情况下…评价……造成严重负面影响”，不得要件的1 分。 ③体现的民法原则 学生问题： 将1/3 的同学不知道民法原则是什么，在自己编句子。 写自愿原则的很多。（格式条款中排斥消费者权利的条款主要违反的是《民法典》中的公平 原则，自愿强调的是当事人自主决定合同内容、订立、变更等） ④典型意义：学生问题：没有围绕格式条款谈意义，或者依然不明确对“消费者”的保
CC0084_2025_东城_二模_19,F0101,paper,试卷.pdf,1,有良好的创新生态，就会实现创新发展。 当前我国有良好的创新生态，所以，我国一定能实现创新发展。 (2) 写出该推理的类型，判断正确与否，并说明理由。(4 分) 19.(8 分)法律以清晰的边界和公正的尺度守护社会秩序，营造美好生活。 案件一 龙某为13 周岁的钱某在所经营的美容工作室进行了大面积文身并收取费用。钱某母亲发现后，为 避免对钱某求学及就业造成影响，要求龙某为钱某清洗文身并赔偿。因协商未果，钱某诉至法院，最终法 院判决龙某退还文身费用并赔偿精神损失。 案件二 杨某在其运营的自媒体账号发布文章，在没有事实依据的情况下，评价某公司“搅乱市场”“打劫同 行”“无赖”“强盗”，引发社会关注，造成严重负面影响。该公司诉至法院，最终法院判决杨某公开道歉并赔 偿损失。 案件三 邬某通过某公司的 App 预定境外客房，支付方式为“到店支付”，下单后即被从银行卡中扣除房款， 邬某不知情也未入住。邬某发现扣款后要求退还，而公司认为其服务条款中已注明“部分酒店住宿可能会 对您的银行卡预先收取全额预订费用”，拒绝退款。邬某诉至法院，最终法院判决该公司退还房款。 阅读材料，完成下表。 案件 体现的 民法原则 以案说法 典型意义 案件一 守法和公序良俗原则 ① 对规范商家经营，保障未成年人合法权 益、呵护未成年人健康成长具有重要意 义。 案件二 诚信原则 ② 引导自媒体经营者树立法治意识，规范其 行为，有利于提升媒体公信力，同时有利 于维护良性市场竞争秩序。 [page 6] 第6页/共8页 案件三 ③ 本案所涉“服务条款”属于 格式条款，公司负有向用 户提示、说明的义务，只 在内容复杂繁多的服务条 款中约定，不足以起到提 示作用，故认定公司违 约。 ④
