question_id,paper_file_id,file_name,stage_field,candidate_no,snippet
CC0019_2024_朝阳_一模_19,F0015,试卷.pdf,一模,1,”»的时评ꎬ呼吁进一步加强 国家科普能力建设ꎬ为高质量发展提供强劲动能ꎮ (２)结合材料二ꎬ运用«哲学与文化» 知识ꎬ谈谈对“ 让科学普及与科技创新‘ 两翼齐 飞’”的认识ꎮ(８分) [page 7] 高三思想政治 第７ 页(共８页) １９􀆰(７分) 诚信是法治精神的重要伦理基础ꎮ民法典第七条规 定:“民事主体从事民事活动ꎬ应当遵循诚信原则ꎬ秉持诚 实ꎬ恪守承诺”ꎮ 镜头一 ２０２２年１２月ꎬＡ公司与Ｂ公司签订购销合同约定:Ａ 公司向Ｂ公司提供产品ꎬ货款于发货后的６０日内付清ꎮ ２０２３年１月ꎬＡ公司依约向Ｂ公司提供货物ꎬ但截至２０２３年７月ꎬＢ公司欠Ａ公司货款５９０ 万元未支付ꎮ２０２３年８月ꎬＡ公司起诉Ｂ公司ꎬ要求其支付货款及违约金ꎮ人民法院最终判 决Ｂ公司尽快付清全部欠款并支付逾期违约金ꎮ 镜头二 某购物中心为２００余家商户建立了“码上诚信”二维码ꎬ消费者扫描二维码ꎬ即可查询此 商户相关的行政许可、行政处罚、主动承诺、自愿注册等信用信息ꎮ有市民说:“我经常来这 个商场消费ꎬ一是因为‘码上诚信’让我感觉在这里购物很放心ꎬ二是因为这里的商品质量和 售后服务态度都很好ꎮ” 结合材料ꎬ运用«法律与生活»知识ꎬ分析诚信原则对促进社会主义市场经济健康发展的 积极作用ꎮ
CC0019_2024_朝阳_一模_19,F0237,202404朝阳高三一模试题.pdf,一模,1,”»的时评ꎬ呼吁进一步加强 国家科普能力建设ꎬ为高质量发展提供强劲动能ꎮ (２)结合材料二ꎬ运用«哲学与文化» 知识ꎬ谈谈对“ 让科学普及与科技创新‘ 两翼齐 飞’”的认识ꎮ(８分) [page 7] 高三思想政治 第７ 页(共８页) １９􀆰(７分) 诚信是法治精神的重要伦理基础ꎮ民法典第七条规 定:“民事主体从事民事活动ꎬ应当遵循诚信原则ꎬ秉持诚 实ꎬ恪守承诺”ꎮ 镜头一 ２０２２年１２月ꎬＡ公司与Ｂ公司签订购销合同约定:Ａ 公司向Ｂ公司提供产品ꎬ货款于发货后的６０日内付清ꎮ ２０２３年１月ꎬＡ公司依约向Ｂ公司提供货物ꎬ但截至２０２３年７月ꎬＢ公司欠Ａ公司货款５９０ 万元未支付ꎮ２０２３年８月ꎬＡ公司起诉Ｂ公司ꎬ要求其支付货款及违约金ꎮ人民法院最终判 决Ｂ公司尽快付清全部欠款并支付逾期违约金ꎮ 镜头二 某购物中心为２００余家商户建立了“码上诚信”二维码ꎬ消费者扫描二维码ꎬ即可查询此 商户相关的行政许可、行政处罚、主动承诺、自愿注册等信用信息ꎮ有市民说:“我经常来这 个商场消费ꎬ一是因为‘码上诚信’让我感觉在这里购物很放心ꎬ二是因为这里的商品质量和 售后服务态度都很好ꎮ” 结合材料ꎬ运用«法律与生活»知识ꎬ分析诚信原则对促进社会主义市场经济健康发展的 积极作用ꎮ
CC0077_2025_东城_一模_19,F0074,试卷.pdf,一模,1,辩证思维的。 (4 分) 材料二 “两新”，即推动新一轮大规模设备更新和消费品以旧换新。 (2)提振消费是扩大内需、畅通国内大循环的重中之重。结合材料二，运用《经济与社会》知识，分析我国 实施“两新”畅通国内大循环的经济逻辑。(8 分) 19.(8 分) 法治以“固根本、稳预期、利长远”的治理效能，夯实人民群众可感可及的公平正义。以下三个案例生 动展现了法治的实践与成效。 案件一 张某与某公司签订《家庭装修合同》，因公司未按工期完工，张某诉至法院，要求赔偿损失并 支付违约金。在诉讼程序启动后，法官了解双方需求、耐心释法析理，最终该公司主动赔偿工期延误损失， 既解“法结”又解“心结”。 案件二 柳某入职某医院时，双方在合同中约定“若柳某提出解约，培训费补偿见《培训协议》”，并 另行签订《培训协议》。 医院依约出资提供培训后，柳某在服务期未满时提出辞职并自愿支付违约金，但 [page 6] 第6页/共9页 离职后又申请仲裁要求返还，仲裁委员会驳回其请求。 案件三 顾氏三兄弟长期尽心照料孤寡老人杨某，在其住院期间陪护并承担费用，杨某去世后又为其 操办丧葬事宜。 因杨某财产无人管理，三兄弟申请指定民政局作为遗产管理人，获得法院支持。判决生效 后，民政局出具《分割决定书》，将杨某部分遗产分配给了顾氏三兄弟。 阅读材料，完成下表。 解决机制 以案说法 典型意义 案件一 ① 某公司未能按时完工，应承担违约 责任。该案争议点不大，诉讼标的 额较小，承办法官本着以和为贵的 理念，经征求双方同意后，以该方 式圆满解决纠纷。 有效化解矛盾，避免双方损 失进一步扩大，有利于规范 市场秩序，促进社会 和谐。 案件二 仲裁 医院与柳某签订的合同与协议被依 法认定有效，柳某签订协议并支付 违约金是真实意思表示，其要求返 还违约金有违诚信原则，故驳回。 ② 案件三 诉讼 顾氏三兄弟无法定赡养义务，但对 杨某进行生活照顾、精神慰藉等构 成事实上的扶养，符合民法典规定 的“可以分给适当遗产”情形，有权作 为利害关系人申请人民法院指定遗 产管理人。 ③
CC0077_2025_东城_一模_19,F0074,试卷.pdf,一模,2,供给创造需求，需求牵引供给。企业扩大投资，更新设备，提高劳动生产率，提升产品质量，增加企业利 润和劳动者收入，有利于促进消费。“两新”满足人民美好生活需要，发挥消费对经济发展的基础性作用， 推动供给侧结构性改革，增强国内大循环的内生动力。 19.(8 分) ①诉讼调解 ②有利于树立劳动者权利和义务相统一的法治意识，平衡劳动者和用人单位的合法权益，构建健康和谐劳 动关系。 ③依法落实遗产管理制度，弘扬友善的社会主义核心价值观和守望相助的中华优秀传统文化，实现法律效 果和社会效果的统一。 20.(8 分) 答案角度：中国特色大国外交、人类命运共同体、高水平对外开放、全球治理等。 [page 9] 第9页/共9页 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解：紧扣问题，综合运用所学知识展开论 述；逻辑严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准 确；逻辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺| 乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 21.(10 分) 答案角度：经济基础与上层建筑的关系、教育的作用、如何发展教育等。 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论 述；逻辑严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准 确；逻辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺 乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答
CC0084_2025_东城_二模_19,F0101,试卷.pdf,二模,1,的“秘诀”。 (8 分) 创新发展需要良好的创新生态。据此，某同学做出如下推理： 有良好的创新生态，就会实现创新发展。 当前我国有良好的创新生态，所以，我国一定能实现创新发展。 (2) 写出该推理的类型，判断正确与否，并说明理由。(4 分) 19.(8 分)法律以清晰的边界和公正的尺度守护社会秩序，营造美好生活。 案件一 龙某为13 周岁的钱某在所经营的美容工作室进行了大面积文身并收取费用。钱某母亲发现后，为 避免对钱某求学及就业造成影响，要求龙某为钱某清洗文身并赔偿。因协商未果，钱某诉至法院，最终法 院判决龙某退还文身费用并赔偿精神损失。 案件二 杨某在其运营的自媒体账号发布文章，在没有事实依据的情况下，评价某公司“搅乱市场”“打劫同 行”“无赖”“强盗”，引发社会关注，造成严重负面影响。该公司诉至法院，最终法院判决杨某公开道歉并赔 偿损失。 案件三 邬某通过某公司的 App 预定境外客房，支付方式为“到店支付”，下单后即被从银行卡中扣除房款， 邬某不知情也未入住。邬某发现扣款后要求退还，而公司认为其服务条款中已注明“部分酒店住宿可能会 对您的银行卡预先收取全额预订费用”，拒绝退款。邬某诉至法院，最终法院判决该公司退还房款。 阅读材料，完成下表。 案件 体现的 民法原则 以案说法 典型意义 案件一 守法和公序良俗原则 ① 对规范商家经营，保障未成年人合法权 益、呵护未成年人健康成长具有重要意 义。 案件二 诚信原则 ② 引导自媒体经营者树立法治意识，规范其 行为，有利于提升媒体公信力，同时有利 于维护良性市场竞争秩序。 [page 6] 第6页/共8页 案件三 ③ 本案所涉“服务条款”属于 格式条款，公司负有向用 户提示、说明的义务，只 在内容复杂繁多的服务条 款中约定，不足以起到提 示作用，故认定公司违 约。 ④
CC0084_2025_东城_二模_19,F0101,试卷.pdf,二模,2,，形成更具生机的创新生态系统。 （2）该同学推理是充分条件假言推理。 该推理不正确。该同学采用的是“肯定前件而肯定后件”，其推理结构正确。但“良好的创新生态”是“实现创 新发展”的必要条件，不是充分条件，该同学推理的前提虚假，所以结论错误。 19.（8 分） 钱某是限制民事行为能力人，且事后其法定代理人未予追认，合同无效。同时，龙某未尽到年龄身份的核 实义务，存在过错，侵犯钱某的身体权、健康权，应当承担侵权责任。 杨某利用自媒体，故意侮辱、诽谤某公司，造成其社会评价降低，侵害名誉权并造成潜在经济损失，应当 承担侵权责任。 公平原则 明确提供格式条款一方的责任，既维护了消费者合法权益，又规范了格式条款的使用，发挥其便利交易的 长远作用。 20.（8 分） 可从国际局势变乱交织、中国智慧和行动、人类命运共同体等角度作答。 21.（10 分） [page 8] 第8页/共8页 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条 理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较 强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性 差 水平1 应答与试题无关；或重复试题内容；或没有应答 可从实践与认识、党的领导、全过程人民民主、科学民主立法等角度作答。 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理 清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强， 有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识：知识运用不正确；论述缺乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答
CC0092_2025_东城_期末_19_1,F0130,试卷.pdf,期末,1,，审设问：明确知识限定范围、设问角度、主题等；第二步， 审材料：分层次，找关键句子、词语，可根据标点符号划分层次，根据关键句子、词语准确把握材料信 息；第三步，组答案：根据关键句子、词语，分析其体现的教材知识，理论与材料相结合加以分析说明。 19．【分析】（1）本题要求回答材料中面临的法律问题。“电动自行车存放、充电场所应当配备必要的消防 器材，充电设施应当具备充满自动断电功能。”可知面临充电柜是否符合安全标准的问题。“改变共有部 分的用途或者利用共有部分从事经营活动。”可知面临公共区域的所有权问题。 （2）本题要求回答解决电动自行车“安家难”涉及的利益相关方。甲和乙的观点说明社区电动自行车 的充电问题涉及居民；丙的观点说明涉及物业、街道办事处和消防部门等利益相关方。 [page 19] 第19页/共20页 （3）本题要求回答如何更好地解决居民分歧，达成共识。从《政治与法治》的角度看，解决社区居民 的问题，最好发挥基层群众自治的作用，通过召开居民会议，居委会介绍方案并进行民主协商、民主决 策，就充电柜设置问题达成共识。从《法律与生活》的角度看，解决邻里之间的问题，应该按照方便生 活、团结互助、公平合理的原则，正确处理相邻关系。 【解答】（1） 充电柜是否符合安全标准、公共区域的所有权等； （2） 街道办事处、消防部门等； （3） ①应当按照方便生活、团结互助、公平合理的原则，正确处理相邻关系，促进和谐。 ②通过召开居民会议，居委会介绍方案并进行民主协商、民主决策，就充电柜设置问题达成共识。 【点评】（1）（2）属于简答题，难度较低。解答此类主观题需要考生夯实基础，加强知识储备，准确获 取和解读材料信息，直问直答，无需作过多分析。 （3）本题为措施类试题，解答这类题目时采用定点法，具体的解题思路是： 一是从教材找方法。要认真回想教材相关方面的知识，不能随意乱想。 二是从材料中找方法。如果材料呈现的是问题，那么材料中问题的反面就是方法。 三是从当前时政热点和党和国家重大政策中找方法。具体的解题程序：定点﹣﹣联系﹣﹣疏理﹣﹣作答。
CC0131_2025_房山_一模_19,F0081,试卷.pdf,一模,1,开发和发布模式，即源代码可以被访 问或获取，感兴趣的人都能查看、修改和分发其中的代码。 （2）“中国的开源战略不仅是技术上的革新，更是对全球合作新模式的一次积极探索和实践。”结合材 料，运用《当代国际政治与经济》知识，谈谈你对这句话的理解。 19. 阅读材料，回答问题。 “真创新”受到“真保护”，我国知识产权侵权诉讼判赔数额创历史新高。 案情回放 A 集团近40 名高级管理人员及技术人员，先后离职赴B 集团工作，其中30 人于当年离职 后即入职。两年后，A 集团发现B 集团以上述部分离职人员作为发明人或共同发明人，利用在原单位接触、 掌握的有关新能源汽车底盘应用技术以及其中的12 套底盘零部件图纸及数模承载的技术信息（下称技术秘 密）申请了12 件实用新型专利，且B 集团在没有任何技术积累或合法技术来源的情况下，在短期内即推出 某系列型号电动汽车，涉嫌侵害A 集团技术秘密。A 集团决定向法院提起诉讼。 判决结果 法院经审理认为，B 集团以不正当手段侵害A 集团技术秘密，适用2 倍惩罚性赔偿，判决 赔偿共计6.4 亿余元。 结合材料，谈谈“真创新”受到“真保护”的法治价值。 20. 阅读材料，回答问题。 奋斗是指付出艰辛努力，战胜各种困难，去实现宏伟目标的过程。 新中国成立以来，我们党团结带领全国各族人民不懈奋斗，创造了经济快速发展和社会长期稳定两大 奇迹，中国发生沧海桑田的巨大变化，中华民族伟大复兴进入了不可逆转的历史进程，中国式现代化已经 展开壮美画卷并呈现出无比光明灿烂的前景。同时，前进道路不可能一马平川，必定会有艰难险阻，可能 遇到风高浪急甚至惊涛骇浪的重大考验，但任何困难都无法阻挡中国人民前进的步伐！ 结合材料，综合运用所学，谈谈你对“奋斗”的理解。 [page 7] 第7页/共16页 参考答案 第一部分 本部分共15 题，每题3 分，共45 分。在每题列出的四个选项中，选出最符合题目要求的一 项。 1. 【答案】B 【详解】A：国家安全的根本是政治安全，而非以量子通信技术护航信息安全 ，A 错误。 B：科技创新推动生产力发展，为我国实现第二个百年奋斗目标提供动力支撑，材料中我国在各领域的科 研突破体现了这一点，B 正确。 C：中国特色社会主义进入新时代的标志是党的十九大提出的社会主要矛盾转化，并非科研历史性成就的 取得，C 错误。 D：细胞疗法为治愈顽疾带来希望曙光，但目前说“治愈顽疾”“全方位改善人民生活”过于绝对，D 错 误。 故本题选B。 2. 【答案】D 【详解】A：《关于进一步加强新时代中小学体育工作的若干措施》并非法律，材料没有体现“良法之 治”，A 不符合题意。 B：材料没有涉及全过程人民民主，B 排除。 C：应是立足整体，而非立足部分，C 说法错误。 D：通过“打造能出汗的体育课”帮助学生在体育锻炼中增强体质、健全人格，这体现了坚持统筹兼顾， 有利于促进中小学生的全面发展，D 符合题意。 故本题选D。 3. 【答案】D 【详解】A：新事物的发展必然经历曲折的过程，所以智能养老设备推广缓慢，但这并非“根源”，A 说法 错误。 B：要坚持一切从实际出发，实事求是，“从老年群体的特殊需要出发”说法不妥，B 排除。 C：材料反映了智能养老设备不断普及，但也存在操作复杂、隐私担忧等问题，强调矛盾双方的对立统 一，没有强调矛盾的主要方面，C 不符合题意。 D：智能养老设备不断普及，但操作复杂、隐私担忧等问题导致部分老年人对智能养老设备“不适应”， 这体现了矛盾的斗争性是绝对的，D 符合题意。 故本题选D。 4. 【答案】C
CC0131_2025_房山_一模_19,F0081,试卷.pdf,一模,2,是对全球合作新模式的一次积极探索和实践→可运用中国是世界发展的贡献者 和推动者的知识分析说明中国的开源战略为建设繁荣世界、构建公平正义的新秩序贡献了中国智慧和中国 方案。 第三步：整合信息，组织答案。注意设问限定以及教材知识与材料等相结合。 19. 【答案】 ①激励创新积极性。通过高额赔偿和惩罚性赔偿，保障创新者的合法权益，使其获得合理回报，激发社会 创新动力。 ②维护市场公平竞争。严惩以不正当手段获取技术秘密的行为，保障市场规则的公平性，促进健康有序的 竞争环境。 ③彰显法治权威。严格执法和公正司法强化了法律对侵权行为的威慑力，提升公众对法治的信任，推动法 治社会建设。 （原卷无答案，本答案仅供参考） 【分析】背景素材：知识产权侵权诉讼案例 考点考查：依法治国、尊重知识产权、公平竞争 能力考查：描述和阐释事物、论证和探究问题 核心素养：政治认同、科学精神 【详解】第一步：审设问。明确主体、作答范围、问题限定和作答角度。 本题为说明类主观题，无主体，要求运用“依法治国、尊重知识产权、公平竞争”知识，从意义角度来分 析作答。 [page 15] 第15页/共16页 第二步：审材料，通过标点符号、段落等，提取材料有效信息。 有效信息①：我国知识产权侵权诉讼判赔数额创历史新高→可运用“尊重知识产权”知识，从“激励创 新”角度分析说明：“真创新”受到“真保护”有利于激发社会创新动力。 有效信息②：B 集团在没有任何技术积累或合法技术来源的情况下，在短期内即推出某系列型号电动汽 车，涉嫌侵害A 集团技术秘密→可运用“公平竞争”知识，从“维护市场公平竞争”角度分析说明：“真 创新”受到“真保护”有利于保障市场规则的公平性，促进健康有序的竞争环境。 有效信息③：法院经审理认为，B 集团以不正当手段侵害A 集团技术秘密，适用2 倍惩罚性赔偿，判决赔 偿共计6.4 亿余元→可运用“严格执法和公正司法”知识，从“彰显法治权威”角度分析说明：“真创 新”受到“真保护”有利于提升公众对法治的信任，推动法治社会建设。 第三步：整合信息，组织答案。注意设问限定以及教材知识与材料、时政信息等相结合。
CC0157_2025_朝阳_期末_20,F0135,试卷.pdf,期末,1,何一处积雪。 丙：所有为维护小区美好环境付出辛勤劳动的行为都是值得赞扬的。居民在小区扫雪是为维护小区美 好环境付出辛勤劳动的行为。所以，居民在小区扫雪是值得赞扬的。 结合材料，运用《逻辑与思维》知识，分析上述居民的话是否合乎逻辑，说明理由。 20. （10 分）人民法院审理案件，必须坚持以事实为根据、以法律为准绳，做到公正司法。 了解案件，分析事实，印证法理，参考示例，完成下表。 案件事实 拟写裁判要点 案件一 甲公司在 2016 年与乙公司终 止合作后，继续在甲公司运营的相关地图软 件、应用和第三方服务中使用乙公司数据。 乙公司以甲公司侵犯署名权、修改权、复制 权、信息网络传播权等理由向人民法院提起 诉讼。 示例： 裁判理由：根据著作权法，甲公司在 应用软件中使用被诉侵权电子地图， 侵害了乙公司对涉案导航电子地图的 署名权、修改权、复制权、信息网络 传播权。 裁判结果：被告停止侵害、赔礼道 歉、消除影响并赔偿损失。 案件二 丙公司依托电子地图收集的电 子地图数据、用户出行数据和实时交通信息 等原始数据，通过特定算法并经分析处理形 成数据产品“拥堵延时指数”。被告丁公司 采用变换IP 地址和伪造浏览器标识等不正 裁判理由： ① 裁判结果： ② [page 7] 第7页/共9页 当手段抓取“拥堵延时指数”数据，并在其 经营的某金融终端付费软件上以商业化为目 的使用了上述数据。丙公司就此诉至人民法 院。 案件三：甲向乙旅游公司购买门票，并 于当日参加“摇摆桥”项目。在该项目进行 过程中，乙旅游公司工作人员过度摇晃桥 面，甲从摆桥上摔落、受伤。经医院诊断， 甲左肱骨髁上髁间粉碎性骨折，共住院13 天。经鉴定，甲的损伤及目前后遗症评定为 九级伤残。甲向人民法院起诉，请求判令乙 旅游公司赔偿医疗费等经济损失。 裁判理由： ③ 裁判结果： ④
