question_id,paper_file_id,file_name,candidate_no,snippet
CC0077_2025_东城_一模_19,F0074,试卷.pdf,1,辩证思维的。 (4 分) 材料二 “两新”，即推动新一轮大规模设备更新和消费品以旧换新。 (2)提振消费是扩大内需、畅通国内大循环的重中之重。结合材料二，运用《经济与社会》知识，分析我国 实施“两新”畅通国内大循环的经济逻辑。(8 分) 19.(8 分) 法治以“固根本、稳预期、利长远”的治理效能，夯实人民群众可感可及的公平正义。以下三个案例生 动展现了法治的实践与成效。 案件一 张某与某公司签订《家庭装修合同》，因公司未按工期完工，张某诉至法院，要求赔偿损失并 支付违约金。在诉讼程序启动后，法官了解双方需求、耐心释法析理，最终该公司主动赔偿工期延误损失， 既解“法结”又解“心结”。 案件二 柳某入职某医院时，双方在合同中约定“若柳某提出解约，培训费补偿见《培训协议》”，并 另行签订《培训协议》。 医院依约出资提供培训后，柳某在服务期未满时提出辞职并自愿支付违约金，但 [page 6] 第6页/共9页 离职后又申请仲裁要求返还，仲裁委员会驳回其请求。 案件三 顾氏三兄弟长期尽心照料孤寡老人杨某，在其住院期间陪护并承担费用，杨某去世后又为其 操办丧葬事宜。 因杨某财产无人管理，三兄弟申请指定民政局作为遗产管理人，获得法院支持。判决生效 后，民政局出具《分割决定书》，将杨某部分遗产分配给了顾氏三兄弟。 阅读材料，完成下表。 解决机制 以案说法 典型意义 案件一 ① 某公司未能按时完工，应承担违约 责任。该案争议点不大，诉讼标的 额较小，承办法官本着以和为贵的 理念，经征求双方同意后，以该方 式圆满解决纠纷。 有效化解矛盾，避免双方损 失进一步扩大，有利于规范 市场秩序，促进社会 和谐。 案件二 仲裁 医院与柳某签订的合同与协议被依 法认定有效，柳某签订协议并支付 违约金是真实意思表示，其要求返 还违约金有违诚信原则，故驳回。 ② 案件三 诉讼 顾氏三兄弟无法定赡养义务，但对 杨某进行生活照顾、精神慰藉等构 成事实上的扶养，符合民法典规定 的“可以分给适当遗产”情形，有权作 为利害关系人申请人民法院指定遗 产管理人。 ③
CC0077_2025_东城_一模_19,F0074,试卷.pdf,2,供给创造需求，需求牵引供给。企业扩大投资，更新设备，提高劳动生产率，提升产品质量，增加企业利 润和劳动者收入，有利于促进消费。“两新”满足人民美好生活需要，发挥消费对经济发展的基础性作用， 推动供给侧结构性改革，增强国内大循环的内生动力。 19.(8 分) ①诉讼调解 ②有利于树立劳动者权利和义务相统一的法治意识，平衡劳动者和用人单位的合法权益，构建健康和谐劳 动关系。 ③依法落实遗产管理制度，弘扬友善的社会主义核心价值观和守望相助的中华优秀传统文化，实现法律效 果和社会效果的统一。 20.(8 分) 答案角度：中国特色大国外交、人类命运共同体、高水平对外开放、全球治理等。 [page 9] 第9页/共9页 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解：紧扣问题，综合运用所学知识展开论 述；逻辑严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准 确；逻辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺| 乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 21.(10 分) 答案角度：经济基础与上层建筑的关系、教育的作用、如何发展教育等。 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论 述；逻辑严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准 确；逻辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺 乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答
CC0084_2025_东城_二模_19,F0101,试卷.pdf,1,的“秘诀”。 (8 分) 创新发展需要良好的创新生态。据此，某同学做出如下推理： 有良好的创新生态，就会实现创新发展。 当前我国有良好的创新生态，所以，我国一定能实现创新发展。 (2) 写出该推理的类型，判断正确与否，并说明理由。(4 分) 19.(8 分)法律以清晰的边界和公正的尺度守护社会秩序，营造美好生活。 案件一 龙某为13 周岁的钱某在所经营的美容工作室进行了大面积文身并收取费用。钱某母亲发现后，为 避免对钱某求学及就业造成影响，要求龙某为钱某清洗文身并赔偿。因协商未果，钱某诉至法院，最终法 院判决龙某退还文身费用并赔偿精神损失。 案件二 杨某在其运营的自媒体账号发布文章，在没有事实依据的情况下，评价某公司“搅乱市场”“打劫同 行”“无赖”“强盗”，引发社会关注，造成严重负面影响。该公司诉至法院，最终法院判决杨某公开道歉并赔 偿损失。 案件三 邬某通过某公司的 App 预定境外客房，支付方式为“到店支付”，下单后即被从银行卡中扣除房款， 邬某不知情也未入住。邬某发现扣款后要求退还，而公司认为其服务条款中已注明“部分酒店住宿可能会 对您的银行卡预先收取全额预订费用”，拒绝退款。邬某诉至法院，最终法院判决该公司退还房款。 阅读材料，完成下表。 案件 体现的 民法原则 以案说法 典型意义 案件一 守法和公序良俗原则 ① 对规范商家经营，保障未成年人合法权 益、呵护未成年人健康成长具有重要意 义。 案件二 诚信原则 ② 引导自媒体经营者树立法治意识，规范其 行为，有利于提升媒体公信力，同时有利 于维护良性市场竞争秩序。 [page 6] 第6页/共8页 案件三 ③ 本案所涉“服务条款”属于 格式条款，公司负有向用 户提示、说明的义务，只 在内容复杂繁多的服务条 款中约定，不足以起到提 示作用，故认定公司违 约。 ④
CC0084_2025_东城_二模_19,F0101,试卷.pdf,2,，形成更具生机的创新生态系统。 （2）该同学推理是充分条件假言推理。 该推理不正确。该同学采用的是“肯定前件而肯定后件”，其推理结构正确。但“良好的创新生态”是“实现创 新发展”的必要条件，不是充分条件，该同学推理的前提虚假，所以结论错误。 19.（8 分） 钱某是限制民事行为能力人，且事后其法定代理人未予追认，合同无效。同时，龙某未尽到年龄身份的核 实义务，存在过错，侵犯钱某的身体权、健康权，应当承担侵权责任。 杨某利用自媒体，故意侮辱、诽谤某公司，造成其社会评价降低，侵害名誉权并造成潜在经济损失，应当 承担侵权责任。 公平原则 明确提供格式条款一方的责任，既维护了消费者合法权益，又规范了格式条款的使用，发挥其便利交易的 长远作用。 20.（8 分） 可从国际局势变乱交织、中国智慧和行动、人类命运共同体等角度作答。 21.（10 分） [page 8] 第8页/共8页 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条 理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较 强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性 差 水平1 应答与试题无关；或重复试题内容；或没有应答 可从实践与认识、党的领导、全过程人民民主、科学民主立法等角度作答。 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理 清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强， 有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识：知识运用不正确；论述缺乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答
CC0092_2025_东城_期末_19_1,F0130,试卷.pdf,1,中的射电望远镜天线工程，浙江某民营企业承建了探月工程地 面应用系统的网络工程建设……二十届三中全会提出，完善民营企业参与国家重大项目建设长效机制， 支持有能力的民营企业牵头承担国家重大技术攻关任务，向民营企业进一步开放国家重大科研基础设施。 （1）结合材料，运用《经济与社会》知识，阐述我国是如何实现“嫦娥揽月回”的。 登月服的外观融合了历史传统和现代元素，优雅飘逸的“飞天”飘带造型和火箭升空尾焰造型，形成一 飞冲天的姿态，传递出中华民族开拓进取、勇毅前行的意志精神。航天员可以自如完成行走、攀爬、驾 车、科考等月面出舱活动作业。综合防护面料可有效防护月面热环境及月尘影响，全景式防眩光面窗能 够提升视觉工效……这些科技感十足的细节，将为我国首次裁人登月任务的顺利实施保驾护航。 （2）结合材料，运用《逻辑与思维》知识，说明登月服设计是如何体现创新思维的。 19．（8 分）某校开展“我为社区献一策”的社会实践活动。下面是一组同学撰写的调查报告。 一、调查背景 近年来，电动自行车以其经济、便利的特点成为市民重要的交通工具。然而，保有量与充电设施数量不 匹配，让充电成为困扰居民的问题。 二、调查发现 [page 6] 第6页/共20页 某社区有446 辆电动自行车，却只有60 个充电接口，对车主新增充电设施的提议，大家产生了意见分 歧。 甲：我没有电动自行车，建车栩会占用绿地，影响我遛弯了。 乙：既不能飞线充电，小区也没有配套设备能集中充电，让我们怎么办？ 丙：消防安全问题谁来管？影响居民通行、采光怎么办？ 三、学生建议 为解决这一困扰，让电动自行车在楼下待得住，该组同学为社区设计了“在公共区域设置电池充电柜， 车电分离”的方案。 运用《法律与生活》和《政治与法治》知识，完成下列任务。 （1）遇到的法律问题： 资料卡 《高层民用建筑消防安全管理规定） 第三十七条……电动自行车存放、充电场所应当配备必要的消防器材，充电设施应当具备充 满自动断电功能。 《中华人民共和国民法典》 第二百七十八条下列事项由业主共同决定：……（八）改变共有部分的用途或者利用共有部 分从事经营活动。 （1）遇到的法律问题： 、 。 （2）解决电动自行车“安家难”，涉及居民、物业、 、 等利益相关方。 （3）如何更好地解决居民分歧，达成共识？
CC0092_2025_东城_期末_19_1,F0130,试卷.pdf,2,么办？ 丙：消防安全问题谁来管？影响居民通行、采光怎么办？ 三、学生建议 为解决这一困扰，让电动自行车在楼下待得住，该组同学为社区设计了“在公共区域设置电池充电柜， 车电分离”的方案。 运用《法律与生活》和《政治与法治》知识，完成下列任务。 （1）遇到的法律问题： 资料卡 《高层民用建筑消防安全管理规定） 第三十七条……电动自行车存放、充电场所应当配备必要的消防器材，充电设施应当具备充 满自动断电功能。 《中华人民共和国民法典》 第二百七十八条下列事项由业主共同决定：……（八）改变共有部分的用途或者利用共有部 分从事经营活动。 （1）遇到的法律问题： 、 。 （2）解决电动自行车“安家难”，涉及居民、物业、 、 等利益相关方。 （3）如何更好地解决居民分歧，达成共识？ 20．（8 分）新能源汽车是汽车产业的未来方向。近年我国比亚迪等车企发展迅猛，成功走向世界市场。 2023 年我国新能源汽车出口409 亿美元，同比增长69%，紧随德国排名全球第二，市场份额18%，2024 年 1﹣6 月，中国向欧盟出口26.2 万辆新能源汽车，以32%的市场份额力压日本、英国位列榜首。 欧盟认为“中国生产过剩扰乱了全球市场秩序”，决定从2024 年7 月4 日起，对中国的新能源汽车征收 临时反补贴税。其后，在布鲁塞尔举行的磋商中，中方多次提出建设性解决方案，但欧方始终未积极回 应，并于10 月初通过了该反补贴案终裁草案。我国商务部立即回应：坚决反对欧方做法，必将采取一 切措施坚定维护中国企业的利益。 11 月初，欧方代表团来华，双方在北京继续磋商，就解决争议进行深入交流。 运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。 要求：题目自拟，观点明确，逻辑清晰，200 字左右。 21．（10 分）中国式现代化，民生为大。 材料一：民生无小事枝叶总关情 [page 7] 第7页/共20页 材料二：发展向前 民生向暖 发展为民生 2023 年，全国居民人均可支配收入已达39218 元， 比上年实际增长6.1%。 截至2023 年底，全国基本医疗保险参保约13.34 亿 人，覆盖率达95%以上。 2023 年，我国高等教育毛入学率超过60%，规模位 居世界第一。 截至2023 年底，全国共有体育场地459.3 万个，面 积达40.7 亿平方米。 …… 治理重民生 全国人大加强民生领域立法，居民意见通过基层立 法联系点搭上国家立法“直通车”。 最高检围绕就业、食品药品安全等社会热点，办好 民生“小案件”，守好为民“大情怀”。 政府推进文化惠民工程，公共图书馆、博物馆等向 社会免费开放。 …… 中国式现代化，民生为大是价值取向，更是实践要求。结合材料，综合运用所学，谈谈你对这
CC0131_2025_房山_一模_19,F0081,试卷.pdf,1,开发和发布模式，即源代码可以被访 问或获取，感兴趣的人都能查看、修改和分发其中的代码。 （2）“中国的开源战略不仅是技术上的革新，更是对全球合作新模式的一次积极探索和实践。”结合材 料，运用《当代国际政治与经济》知识，谈谈你对这句话的理解。 19. 阅读材料，回答问题。 “真创新”受到“真保护”，我国知识产权侵权诉讼判赔数额创历史新高。 案情回放 A 集团近40 名高级管理人员及技术人员，先后离职赴B 集团工作，其中30 人于当年离职 后即入职。两年后，A 集团发现B 集团以上述部分离职人员作为发明人或共同发明人，利用在原单位接触、 掌握的有关新能源汽车底盘应用技术以及其中的12 套底盘零部件图纸及数模承载的技术信息（下称技术秘 密）申请了12 件实用新型专利，且B 集团在没有任何技术积累或合法技术来源的情况下，在短期内即推出 某系列型号电动汽车，涉嫌侵害A 集团技术秘密。A 集团决定向法院提起诉讼。 判决结果 法院经审理认为，B 集团以不正当手段侵害A 集团技术秘密，适用2 倍惩罚性赔偿，判决 赔偿共计6.4 亿余元。 结合材料，谈谈“真创新”受到“真保护”的法治价值。 20. 阅读材料，回答问题。 奋斗是指付出艰辛努力，战胜各种困难，去实现宏伟目标的过程。 新中国成立以来，我们党团结带领全国各族人民不懈奋斗，创造了经济快速发展和社会长期稳定两大 奇迹，中国发生沧海桑田的巨大变化，中华民族伟大复兴进入了不可逆转的历史进程，中国式现代化已经 展开壮美画卷并呈现出无比光明灿烂的前景。同时，前进道路不可能一马平川，必定会有艰难险阻，可能 遇到风高浪急甚至惊涛骇浪的重大考验，但任何困难都无法阻挡中国人民前进的步伐！ 结合材料，综合运用所学，谈谈你对“奋斗”的理解。 [page 7] 第7页/共16页 参考答案 第一部分 本部分共15 题，每题3 分，共45 分。在每题列出的四个选项中，选出最符合题目要求的一 项。 1. 【答案】B 【详解】A：国家安全的根本是政治安全，而非以量子通信技术护航信息安全 ，A 错误。 B：科技创新推动生产力发展，为我国实现第二个百年奋斗目标提供动力支撑，材料中我国在各领域的科 研突破体现了这一点，B 正确。 C：中国特色社会主义进入新时代的标志是党的十九大提出的社会主要矛盾转化，并非科研历史性成就的 取得，C 错误。 D：细胞疗法为治愈顽疾带来希望曙光，但目前说“治愈顽疾”“全方位改善人民生活”过于绝对，D 错 误。 故本题选B。 2. 【答案】D 【详解】A：《关于进一步加强新时代中小学体育工作的若干措施》并非法律，材料没有体现“良法之 治”，A 不符合题意。 B：材料没有涉及全过程人民民主，B 排除。 C：应是立足整体，而非立足部分，C 说法错误。 D：通过“打造能出汗的体育课”帮助学生在体育锻炼中增强体质、健全人格，这
CC0131_2025_房山_一模_19,F0081,试卷.pdf,2,是对全球合作新模式的一次积极探索和实践→可运用中国是世界发展的贡献者 和推动者的知识分析说明中国的开源战略为建设繁荣世界、构建公平正义的新秩序贡献了中国智慧和中国 方案。 第三步：整合信息，组织答案。注意设问限定以及教材知识与材料等相结合。 19. 【答案】 ①激励创新积极性。通过高额赔偿和惩罚性赔偿，保障创新者的合法权益，使其获得合理回报，激发社会 创新动力。 ②维护市场公平竞争。严惩以不正当手段获取技术秘密的行为，保障市场规则的公平性，促进健康有序的 竞争环境。 ③彰显法治权威。严格执法和公正司法强化了法律对侵权行为的威慑力，提升公众对法治的信任，推动法 治社会建设。 （原卷无答案，本答案仅供参考） 【分析】背景素材：知识产权侵权诉讼案例 考点考查：依法治国、尊重知识产权、公平竞争 能力考查：描述和阐释事物、论证和探究问题 核心素养：政治认同、科学精神 【详解】第一步：审设问。明确主体、作答范围、问题限定和作答角度。 本题为说明类主观题，无主体，要求运用“依法治国、尊重知识产权、公平竞争”知识，从意义角度来分 析作答。 [page 15] 第15页/共16页 第二步：审材料，通过标点符号、段落等，提取材料有效信息。 有效信息①：我国知识产权侵权诉讼判赔数额创历史新高→可运用“尊重知识产权”知识，从“激励创 新”角度分析说明：“真创新”受到“真保护”有利于激发社会创新动力。 有效信息②：B 集团在没有任何技术积累或合法技术来源的情况下，在短期内即推出某系列型号电动汽 车，涉嫌侵害A 集团技术秘密→可运用“公平竞争”知识，从“维护市场公平竞争”角度分析说明：“真 创新”受到“真保护”有利于保障市场规则的公平性，促进健康有序的竞争环境。 有效信息③：法院经审理认为，B 集团以不正当手段侵害A 集团技术秘密，适用2 倍惩罚性赔偿，判决赔 偿共计6.4 亿余元→可运用“严格执法和公正司法”知识，从“彰显法治权威”角度分析说明：“真创 新”受到“真保护”有利于提升公众对法治的信任，推动法治社会建设。 第三步：整合信息，组织答案。注意设问限定以及教材知识与材料、时政信息等相结合。
CC0157_2025_朝阳_期末_20,F0135,试卷.pdf,1,何一处积雪。 丙：所有为维护小区美好环境付出辛勤劳动的行为都是值得赞扬的。居民在小区扫雪是为维护小区美 好环境付出辛勤劳动的行为。所以，居民在小区扫雪是值得赞扬的。 结合材料，运用《逻辑与思维》知识，分析上述居民的话是否合乎逻辑，说明理由。 20. （10 分）人民法院审理案件，必须坚持以事实为根据、以法律为准绳，做到公正司法。 了解案件，分析事实，印证法理，参考示例，完成下表。 案件事实 拟写裁判要点 案件一 甲公司在 2016 年与乙公司终 止合作后，继续在甲公司运营的相关地图软 件、应用和第三方服务中使用乙公司数据。 乙公司以甲公司侵犯署名权、修改权、复制 权、信息网络传播权等理由向人民法院提起 诉讼。 示例： 裁判理由：根据著作权法，甲公司在 应用软件中使用被诉侵权电子地图， 侵害了乙公司对涉案导航电子地图的 署名权、修改权、复制权、信息网络 传播权。 裁判结果：被告停止侵害、赔礼道 歉、消除影响并赔偿损失。 案件二 丙公司依托电子地图收集的电 子地图数据、用户出行数据和实时交通信息 等原始数据，通过特定算法并经分析处理形 成数据产品“拥堵延时指数”。被告丁公司 采用变换IP 地址和伪造浏览器标识等不正 裁判理由： ① 裁判结果： ② [page 7] 第7页/共9页 当手段抓取“拥堵延时指数”数据，并在其 经营的某金融终端付费软件上以商业化为目 的使用了上述数据。丙公司就此诉至人民法 院。 案件三：甲向乙旅游公司购买门票，并 于当日参加“摇摆桥”项目。在该项目进行 过程中，乙旅游公司工作人员过度摇晃桥 面，甲从摆桥上摔落、受伤。经医院诊断， 甲左肱骨髁上髁间粉碎性骨折，共住院13 天。经鉴定，甲的损伤及目前后遗症评定为 九级伤残。甲向人民法院起诉，请求判令乙 旅游公司赔偿医疗费等经济损失。 裁判理由： ③ 裁判结果： ④
CC0157_2025_朝阳_期末_20,F0135,试卷.pdf,2,"” 是相互矛盾的,居民乙同时肯定 [page 9] 第9页/共9页 这两个相互矛盾的思想,违反了矛盾律。 丙的话,符合逻辑。 这是一个三段论推理。 这个推理符合三段论的推理规则,在前提真实的情况下,推理结构 正确,所以结论是符合逻辑的。 20. (10 分) 能运用侵权责任、过错责任等知识，从法律依据、法律事实、法律责任等层面作答。 等级水平 等级描述 水平 4 观点鲜明,能明确表达自己的见解;紧扣问题,准确运用相关知识,全面展开 分析;逻辑严密,条 理清晰 水平 3 观点比较明确,能表达自己的见解;能扣住问题展开分析,知识运用比较准 确;逻辑性较强,有条 理 水平 2 观点不明确;分析不能集中指向问题,罗列知识;知识运用不正确; 论述缺乏逻辑,条理性差 水平 1 应答与试题无关;或重复试题内容;或没有应答 21. (8 分) 能运用习近平外交思想、构建人类命运共同体、外交政策、世界多极化、全球治理体系、经济全球化等知 识作答。 等级水平 等级描述 水平 4 观点鲜明,能明确表达自己的见解;紧扣问题,准确运用相关知识,全面展开 分析;逻辑严密,条 理清晰 水平 3 观点比较明确,能表达自己的见解;能扣住问题展开分析,知识运用比较准 确;逻辑性较强,有条 理 水平 2 观点不明确;分析不能集中指向问题,罗列知识;知识运用不正确; 论述缺乏逻辑,条理性差 水平 1 应答与试题无关;或重复试题内容;或没有应答 22. (8 分)能综合运用《中国特色社会主义》《哲学与文化》等多模块知识作答。 等级水平 等级描述 水平 4 观点鲜明,能明确表达自己的见解;紧扣问题,准确运用相关知识,全面展开 分析;逻辑严密,条 理清晰 水平 3 观点比较明确,能表达自己的见解;能扣住问题展开分析,知识运用比较准 确;逻辑性较强,有条 理 水平 2 观点不明确;分析不能集中指向问题,罗列知识;知识运用不正确; 论述缺乏逻辑,条理性差 水平 1 应答与试题无关;或重复试题内容;或没有应答"
