atom_id,suite,question,segment,points,evidence_tier,bucket_hint,term_short,term_full,boundary_flag,promotion_status
ATOM-FT24Y-Q20-A1,2024丰台一模,Q20,aspect-基础设施互联互通,aspect(cap-tier 3of4=6-7;2=4-5;1=2-3;无per-pt),P0_scoring_pdf_guarded,基础设施推动产品服务要素流动,建立和完善基础设施推动产品服务和生产要素全球流动提高资源配置效率,guarded-cap-tier-aspect-bundle-not-per-pt,candidate_for_fusion_guarded
ATOM-FT24Y-Q20-A2,2024丰台一模,Q20,aspect-供应链金融创新,aspect(cap-tier),P0_scoring_pdf_guarded,供应链金融创新缓解资金短缺,加快供应链金融创新发展缓解资金短缺,guarded-cap-tier-aspect-bundle,candidate_for_fusion_guarded
ATOM-FT24Y-Q20-A3,2024丰台一模,Q20,aspect-平台-贸易投资自由化便利化,aspect(cap-tier),P0_scoring_pdf_guarded,平台+贸易投资自由化便利化,打造国际经济合作交流平台推进贸易投资自由化便利化,guarded-cap-tier-aspect-bundle,candidate_for_fusion_guarded
ATOM-FT24Y-Q20-A4,2024丰台一模,Q20,aspect-数字化绿色低碳推动全球供应链高质量,aspect(cap-tier),P0_scoring_pdf_guarded,数字化/绿色低碳/供应链高质量,运用先进技术降低成本提高效率推动全球供应链高质量发展,guarded-cap-tier-aspect-bundle,candidate_for_fusion_guarded
ATOM-FT24Y-Q20-A5,2024丰台一模,Q20,closure-畅通全球供应链产业链经济全球化合作共赢,closure(cap-tier),P0_scoring_pdf_guarded,畅通全球供应链增强经济全球化活力合作共赢,畅通全球供应链产业链增强经济全球化活力推动各国合作共赢,guarded-closure-修辞-非独立赋分,closure_modifier
ATOM-FT24Y-Q20-RUBRIC-META,2024丰台一模,Q20,rubric-meta-cap-tier,0(meta),P0_scoring_pdf_guarded,4aspect-cap-tier,3aspect=6-7/2aspect=4-5/1aspect=2-3/0aspect=0-1;贴切度+论述质量降一档,cap-tier-meta-不独立赋分,rubric_meta
ATOM-FT24E-Q19-A1,2024丰台二模,Q19,做法+效果-负责任大国发挥建设性作用,2,P0_scoring_docx,负责任大国+建设性作用,中国作为负责任大国在面临气候变化挑战中积极承担责任发挥建设性作用,clean-2pt-做法+效果意义双匹配,candidate_for_fusion_clean
ATOM-FT24E-Q19-A2,2024丰台二模,Q19,做法+效果-南南合作贡献中国智慧/方案/力量,2,P0_scoring_docx,南南合作+中国智慧/方案/力量,中国通过南南合作帮助发展中国家发展贡献中国智慧中国力量(细则:贡献中国智慧中国方案),clean-2pt-做法+效果意义,candidate_for_fusion_clean
ATOM-FT24E-Q19-A3,2024丰台二模,Q19,做法+效果-区域合作改善区域环境构建HMC,2,P0_scoring_docx,区域合作+改善区域环境+HMC,中国通过区域合作促进区域环境改善构建人类命运共同体,clean-2pt-做法+效果意义,candidate_for_fusion_clean
ATOM-FT24E-Q19-EXT,2024丰台二模,Q19,拓展可替换-完善全球治理/共商共建共享/合作共赢,(替代项),P0_scoring_docx,拓展替代项,完善全球治理/共商共建共享/合作共赢,可替代任一角度的核心术语;不重复给分,replacement_atom
ATOM-FT24E-Q19-NEG,2024丰台二模,Q19,negative-list,0,P0_scoring_docx,经济全球化/国际关系民主化偏离主题扣分,围绕气候变化外的术语(经济全球化/国际关系民主化等)酌情扣分,负向引导-不计分,negative_atom
ATOM-SJS24Y-Q19-2-R1,2024石景山一模,Q19(2),reference-顺应经济全球化+技术创新+国际市场需求,reference-only(无rubric),P1_reference_answer_only_pptx,经济全球化+技术创新+市场需求,新能源车企顺应经济全球化趋势依靠技术创新引领生产优质产品满足国际市场需求,reference-fragment-pptx-slides-only-NOT-promotable,not_promoted
ATOM-SJS24Y-Q19-2-R2,2024石景山一模,Q19(2),reference-比较优势+优化资源配置+国际竞争新优势,reference-only,P1_reference_answer_only_pptx,比较优势+国际竞争新优势,利用当地比较优势优化资源配置降低生产贸易成本打造国际竞争新优势,reference-fragment-NOT-promotable,not_promoted
ATOM-SJS24Y-Q19-2-R3,2024石景山一模,Q19(2),reference-技术交流资源共享+合作共赢,reference-only,P1_reference_answer_only_pptx,技术交流+合作共赢,通过技术交流与资源共享带动当地经济社会发展创设良好生产贸易环境实现合作共赢,reference-fragment-NOT-promotable,not_promoted
ATOM-SY24E-Q19-2-R1,2024顺义二模,Q19(2),reference-国际竞争实质=综合国力较量,reference-only(无rubric),P1_reference_answer_only,国际竞争+综合国力,当前国际竞争的实质是以经济和科技实力为基础的综合国力的较量,reference-fragment-NOT-promotable,not_promoted
ATOM-SY24E-Q19-2-R2,2024顺义二模,Q19(2),reference-维护国家利益+国际事务话语权,reference-only,P1_reference_answer_only,国家利益+国际话语权,有利于更好的维护我国的国家利益和增强在国际事务中的话语权,reference-fragment-NOT-promotable,not_promoted
ATOM-SY24E-Q19-2-R3,2024顺义二模,Q19(2),reference-世界多极化深入发展,reference-only,P1_reference_answer_only,世界多极化,有利于世界多极化深入发展,reference-fragment-NOT-promotable,not_promoted
ATOM-SY24E-Q19-2-R4,2024顺义二模,Q19(2),reference-构建HMC,reference-only,P1_reference_answer_only,构建人类命运共同体,构建人类命运共同体,reference-fragment-NOT-promotable,not_promoted
ATOM-FT25Y-Q20-A1,2025丰台一模,Q20,经济与社会-便利投资,2,P0_scoring_docx,便利投资+营商环境/法治环境+吸引外商,出台《北京市外商投资条例》/全球服务伙伴计划营造法治化营商环境吸引外商投资,选必一-非主码-属经济与社会模块,excluded_from_xuanbiyi_main
ATOM-FT25Y-Q20-A2,2025丰台一模,Q20,经济与社会-便利贸易,2,P0_scoring_docx,通关创新+数据出境负面清单,创新通关模式降低成本扩大货贸/数据出境负面清单促进服务贸易,选必一-非主码,excluded_from_xuanbiyi_main
ATOM-FT25Y-Q20-A3,2025丰台一模,Q20,经济与社会-吸引人才,2,P0_scoring_docx,国际职业资格双向互认,推出国际职业资格认可目录推动职业资格双向互认吸引人才,选必一-非主码,excluded_from_xuanbiyi_main
ATOM-FT25Y-Q20-A4,2025丰台一模,Q20,经济与社会-优惠政策,2,P0_scoring_docx,财政税费政策+高新技术企业,实施优惠政策/财政税费政策吸引高新技术企业入驻助力科技创新,选必一-非主码,excluded_from_xuanbiyi_main
ATOM-FT25Y-Q20-FALLBACK,2025丰台一模,Q20,选必一-fallback-两个市场两种资源/双循环,1-3(fallback only),P0_scoring_docx_guarded,两个市场两种资源+双循环新发展格局,从宏观角度分析推动以国内大循环为主体国内国际双循环相互促进新发展格局推动国内国际两个市场两种资源联动,guarded-fallback-only-when-A1-A4-absent,candidate_for_fusion_guarded
ATOM-FT25Y-Q20-NEG,2025丰台一模,Q20,negative-list,0,P0_scoring_docx,堆积新型国际关系/HMC/经济全球化不给分,如学生堆积《当代国际政治与经济》新型国际关系构建人类命运共同体推动经济全球化发展等不给分,负向引导-显式禁止-不可促进,negative_atom_HARD
ATOM-FT25E-Q20-A01,2025丰台期末,Q20,理论逻辑-时代主题,1,P0_scoring_pptx,和平与发展时代主题,中非达成战略性共识符合和平与发展的时代主题,clean-1pt,candidate_for_fusion_clean
ATOM-FT25E-Q20-A02,2025丰台期末,Q20,理论逻辑-国家间共同利益,1,P0_scoring_pptx,国家间共同利益,基于国家间共同利益构建中非命运共同体,clean-1pt,candidate_for_fusion_clean
ATOM-FT25E-Q20-A03,2025丰台期末,Q20,理论逻辑-平等互利,1,P0_scoring_pptx,平等互利合作,在平等互利基础上开展合作,clean-1pt,candidate_for_fusion_clean
ATOM-FT25E-Q20-A04,2025丰台期末,Q20,价值意蕴-共商共建共享全球治理观,1,P0_scoring_pptx,共商共建共享全球治理观,落实共商共建共享的全球治理观,clean-1pt,candidate_for_fusion_clean
ATOM-FT25E-Q20-A05,2025丰台期末,Q20,价值意蕴-新型国际关系(具体写出2分),2,P0_scoring_pptx,相互尊重公平正义合作共赢的新型国际关系,有利于推动建设相互尊重公平正义合作共赢的新型国际关系(只写新型国际关系1分;具体写出2分),clean-2pt-with-tier(1or2),candidate_for_fusion_clean
ATOM-FT25E-Q20-A05b,2025丰台期末,Q20,价值意蕴-国际关系民主化(替代),1,P0_scoring_pptx,国际关系民主化,如未答出新型国际关系答出推动国际关系民主化可替换得1分,replacement_atom_for_A05,candidate_for_fusion_clean
ATOM-FT25E-Q20-A06,2025丰台期末,Q20,价值意蕴-中非携手推进现代化(材料),1,P0_scoring_pptx,中非携手推进现代化,有利于中非携手推进现代化,clean-1pt-材料分,candidate_for_fusion_clean
ATOM-FT25E-Q20-A07,2025丰台期末,Q20,价值意蕴-构建HMC,1,P0_scoring_pptx,构建人类命运共同体,构建人类命运共同体,clean-1pt,candidate_for_fusion_clean
ATOM-YQ25Y-Q20b-A01,2025延庆一模,Q20(2),共同利益+和平与发展时代主题,2,P0_scoring_pdf,共同利益+时代主题,维护全球产供链韧性和稳定符合国际社会的共同利益顺应和平与发展的时代主题,clean-2pt(细则2分),candidate_for_fusion_clean
