source_id,path,sha256,size_bytes,mtime,role,extract_path,text_extract_source
SRC_EXAM_2024_CHAOYANG_QIZHONG_Q20_3,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf,0a50f76fd1e1c50fc92b340a7d9f874bab34cd33def4aae1c4bb4ad9681a405e,532797,2026-04-23T17:10:45+08:00,exam_prompt_for_doc_order_141_reused_from_slice015,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_029/SRC_EXAM_2024_CHAOYANG_QIZHONG_Q20_3.txt,reused slice_015
SRC_RUBRIC_2024_CHAOYANG_QIZHONG_Q20_3,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx,0f8ea3bbe2629d2f6b750e3d95a3505f2d664078ff4b03f2ca7845c70fb057d3,29099,2026-04-23T17:10:49+08:00,formal_rubric_for_doc_order_141_reused_from_slice015,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_029/SRC_RUBRIC_2024_CHAOYANG_QIZHONG_Q20_3.txt,reused slice_015
SRC_EXAM_2025_SHUNYI_YIMO_Q20,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,9dd43cae443f853c0799034210e45b3e1040c48facb2cdf3d42dbba195ee4b16,945155,2026-04-23T17:06:04+08:00,exam_prompt_and_reference_answer_for_doc_order_142_reused_from_slice022,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_029/SRC_EXAM_2025_SHUNYI_YIMO_Q20.txt,reused slice_022
SRC_RUBRIC_2025_SHUNYI_YIMO_Q20,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,bef8332e23ce30ac4e04eef21ff030c777eb4088111eb581c4b5257ae37a8fcc,2827816,2026-04-23T17:06:15+08:00,formal_rubric_for_doc_order_142_reused_from_slice022,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_029/SRC_RUBRIC_2025_SHUNYI_YIMO_Q20.txt,reused slice_022
SRC_EXAM_2025_FENGTAI_YIMO_Q20,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,e8823e6dc1a71cac6fefaa93e8ec2ab6e91459e0ff590a0d5b6c253428f790be,820699,2026-04-23T17:05:45+08:00,exam_prompt_and_reference_answer_for_doc_order_143_reused_from_slice016,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_029/SRC_EXAM_2025_FENGTAI_YIMO_Q20.txt,reused slice_016
SRC_RUBRIC_2025_FENGTAI_YIMO_Q20,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,c143f0d3215c3417f3d92a9257422f5507ed541c417298f7d25b9e92986b4390,28150,2026-04-23T17:05:43+08:00,formal_rubric_for_doc_order_143_reused_from_slice016,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_029/SRC_RUBRIC_2025_FENGTAI_YIMO_Q20.txt,reused slice_016
SRC_EXAM_2025_CHANGPING_ERMO_Q21,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,6e5080fb116ab8fc4c0672da05e0a326e7f5b012c0f0a283d5f05a5155a7352d,826723,2026-04-23T17:07:13+08:00,exam_prompt_and_reference_answer_for_doc_order_144_reused_from_slice023,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_029/SRC_EXAM_2025_CHANGPING_ERMO_Q21.txt,reused slice_023
SRC_RUBRIC_2025_CHANGPING_ERMO_Q21,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,af3875177855a6115e7e1ce0c5ff702139c737a7995b08fd56d1878f2dd208af,3287406,2026-04-23T17:07:30+08:00,formal_rubric_for_doc_order_144_reused_from_slice023,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_029/SRC_RUBRIC_2025_CHANGPING_ERMO_Q21.txt,reused slice_023
SRC_EXAM_2024_HAIDIAN_YIMO_Q18_1,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,4bc0edec2a08a90ef83b813fd06a431d5ee7a1fc68cf77bd65b2c98d553d2eaa,658903,2026-04-23T17:11:42+08:00,exam_prompt_for_doc_order_145_reused_from_slice015,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_029/SRC_EXAM_2024_HAIDIAN_YIMO_Q18_1.txt,reused slice_015
SRC_RUBRIC_2024_HAIDIAN_YIMO_Q18_1,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,b692254ceb1b81747ef1b03d5e5f42daeb261dab7b8951bcbb992980e56ad378,67046,2026-04-23T17:11:39+08:00,formal_rubric_for_doc_order_145_reused_from_slice015,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_029/SRC_RUBRIC_2024_HAIDIAN_YIMO_Q18_1.txt,reused slice_015
