source_id,path,sha256,size_bytes,mtime,role,extract_path,text_extract_source
SRC_EXAM_2026_FENGTAI_ERMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf,f7b3a73c9296b17889cada79c5a5256bda639d2bec8a2f0091d21a15541253b0,1856697,2026-05-18T21:19:44+08:00,exam_prompt_and_teacher_answer_for_doc_order_106_reused_from_doc_order_95,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_022/SRC_EXAM_2026_FENGTAI_ERMO_Q20.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_019/SRC_EXAM_2026_FENGTAI_ERMO_Q20.txt
SRC_RUBRIC_2026_FENGTAI_ERMO_Q20_PPTX_MISMATCH,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx,10275a1dafa3a824edbd50b523b8ef31dca9b7d6c2f34964b4740f4f45cbf044,15327627,2026-05-18T21:22:20+08:00,rubric_mismatch_absence_evidence_for_doc_order_106_reused_from_doc_order_95,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_022/SRC_RUBRIC_2026_FENGTAI_ERMO_Q20_PPTX_MISMATCH.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_019/SRC_RUBRIC_2026_FENGTAI_ERMO_Q20_PPTX_MISMATCH.txt
SRC_EXAM_2024_CHAOYANG_QIZHONG_Q20_3,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf,0a50f76fd1e1c50fc92b340a7d9f874bab34cd33def4aae1c4bb4ad9681a405e,532797,2026-04-23T17:10:45+08:00,exam_prompt_for_doc_order_107_reused_from_doc_order_84,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_022/SRC_EXAM_2024_CHAOYANG_QIZHONG_Q20_3.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_017/SRC_EXAM_2024_CHAOYANG_QIZHONG_Q20_3.txt
SRC_RUBRIC_2024_CHAOYANG_QIZHONG_Q20_3,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx,0f8ea3bbe2629d2f6b750e3d95a3505f2d664078ff4b03f2ca7845c70fb057d3,29099,2026-04-23T17:10:49+08:00,formal_rubric_for_doc_order_107_reused_from_doc_order_84,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_022/SRC_RUBRIC_2024_CHAOYANG_QIZHONG_Q20_3.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_017/SRC_RUBRIC_2024_CHAOYANG_QIZHONG_Q20_3.txt
SRC_EXAM_2025_DONGCHENG_YIMO_Q20,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,46c444a91d491a4fc02f2497e24eb79f6639652c8b8f962b60a562f89c25a9d0,810417,2026-04-23T17:05:38+08:00,exam_prompt_for_doc_order_108_reused_from_doc_order_85,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_022/SRC_EXAM_2025_DONGCHENG_YIMO_Q20.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_017/SRC_EXAM_2025_DONGCHENG_YIMO_Q20.txt
SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,c254bbee61da4abda65388bd2bd144b0e7efc781e9890208535e7882fbf278da,370507,2026-04-23T17:05:42+08:00,formal_rubric_for_doc_order_108_reused_from_doc_order_85,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_022/SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_017/SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20.txt
SRC_EXAM_2025_YANQING_YIMO_Q20_2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,94785525e6452e6fd5e8d4ca2abd0f858cc1e7dfdf02bdd97a1a7b90bee3bdc5,870780,2026-04-23T17:05:51+08:00,exam_prompt_for_doc_order_109_reused_from_doc_order_65,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_022/SRC_EXAM_2025_YANQING_YIMO_Q20_2.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_013/SRC_EXAM_2025_YANQING_YIMO_Q20_2.txt
SRC_RUBRIC_2025_YANQING_YIMO_Q20_2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,c0a3990e95796ddd4cd3b26a92bc9b30a041d503605e53322d2f26528c51bb4c,21765,2026-04-23T17:05:49+08:00,formal_rubric_for_doc_order_109_reused_from_doc_order_65,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_022/SRC_RUBRIC_2025_YANQING_YIMO_Q20_2.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_013/SRC_RUBRIC_2025_YANQING_YIMO_Q20_2.txt
SRC_EXAM_2025_SHUNYI_YIMO_Q20,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,9dd43cae443f853c0799034210e45b3e1040c48facb2cdf3d42dbba195ee4b16,945155,2026-04-23T17:06:04+08:00,exam_prompt_and_reference_answer_for_doc_order_110_from_existing_text_cache_checked_against_desktop_original_path,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_022/SRC_EXAM_2025_SHUNYI_YIMO_Q20.txt,/Users/wanglifei/Desktop/北京高考政治/选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/02_extracted_text/SRC_54c5e688c0_试卷.txt
SRC_RUBRIC_2025_SHUNYI_YIMO_Q20,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,bef8332e23ce30ac4e04eef21ff030c777eb4088111eb581c4b5257ae37a8fcc,2827816,2026-04-23T17:06:15+08:00,formal_rubric_for_doc_order_110_from_desktop_docx_textutil_extract,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_022/SRC_RUBRIC_2025_SHUNYI_YIMO_Q20.txt,textutil -stdout -convert txt /Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx
