suite_id,year,district,stage,suite_name,question_no,question_type,source_question_file,question_source_role,source_rubric_file,evidence_type,rubric_match_method,answer,answer_source,question_excerpt,rubric_excerpt,notes,curation_status,curation_reason
2024_东城_一模_001,2024,东城,一模,2024东城一模,11,choice,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,A,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,11.陆某州等人为获取经济利益，通过盗割方式毁坏国家二级保护野生植物闽楠。檢 察院对陆某州等人提起刑事附带民事公益诉讼，法院依法判决，并在审理过程中发 出全国首份《古树救治令》，委托第三方对受损树干进行救治。案件审理后，法院向 相关单位发出司法建议，政府采取措施对古树进行实时监控。下列说法正确的是 ①司法与行政同频共振，发挥各自在古树保护中的职能优势 ②坚持能动司法，探索司法保护与生态保护修复相结合的新途径 ③毁坏古树适用无过错责任原则，人民检察院依法提起公诉 ④政府对法院负责，法院保护古树的司法建议对其有约束力 A. ①② B. ①③ C.②④ D.③④,,missing_exact_rubric_block,reject_weak_signal,选择题私法/程序法锚点不足。
2024_海淀_一模_005,2024,海淀,一模,2024海淀一模,8,choice,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,D,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,8．司法建议是具有中国特色的司法制度。人民法院聚焦反复发生、同时发生的类似案件，对其案 发原因深入开展调查研究，提出具有前瞻性的司法建议，及时向有关主管机关或其他有关单 位发送司法建议书，变定分止争、化解矛盾为提前预防、综合治理，努力做到“抓末端，治 已病；抓前端，治未病” 。可见，司法建议的提出 A．保障公民享有更多民主权利，激发其政治参与热情 B．有助于人民法院行使监察权，维护法制统一和权威 C．拓宽民主协商的渠道，推动各单位更好地履职尽责 D．积极回应社会关切，促进社会治理提升到更高水平,,missing_exact_rubric_block,reject_weak_signal,选择题私法/程序法锚点不足。
2024_海淀_一模_005,2024,海淀,一模,2024海淀一模,13,choice,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,A,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,13．小蘑菇种出“大产业” 。某县引进农业农村部主推的食用菌系列专利技术，新建食用菌大棚， 带动包棚农户增收致富；通过土地流转让村集体经济和村民收入“双增” ，为“弱劳动力” 提供公益岗位、临时用工等就业机会，不断拓宽群众增收渠道。该县 ①通过科技助农，促进农业和农村发展 ②实行多元要素参与分配，共享发展红利 ③通过土地流转，实现农村耕地非农化 ④调动包棚农户积极性，增加转移性收入 A．①② B．①③ C．②④ D．③④,,missing_exact_rubric_block,reject_weak_signal,选择题私法/程序法锚点不足。
2024_东城_二模_007,2024,东城,二模,东城二模,6,choice,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,C,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,6.某纺织印染企业超标排污被罚、资金链断裂、陷人半歇业状态。面对债权人的破产 清算请求，法院并未按照常规方法直接予以破产审理，而是致力于探究盘活企业的 方法，会同环保部门促其合规整改、更新环保设备、全面复工复产。最终，该企业的 债务基本清偿，重获新生。该法院 A. 运用司法救助亮明司法态度，传递司法温度 B. 贯彻绿色理念，为案件审理提供有效法律援助 C.秉承创新思维，助力企业纾困和环境改善 D. 以法治的确定性提振信心，完善企业治理结构,,missing_exact_rubric_block,reject_non_xuanbier,政治法治/经济哲学逻辑等噪声强，私法或程序法锚点不足。
2024_东城_二模_007,2024,东城,二模,东城二模,8,choice,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,C,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,8. 某纸业有限公司在一支流河道埋设暗管，排放生产废水。经鉴定，该公司偷排废水 期间，河道内水质指标远超基线水平，造成环境污染损害数额为1081余万元。该地 人民检察院对该公司提起公诉，并提起刑事附带民事公益诉讼。下列说法正确的是 A. 若对一审判决不服，双方当事人可于15日内上诉 B.该案提交的水质鉴定报告属于物证，影像资料属于电子数据 C.被告不在规定时间内提交答辩状，并不影响人民法院审理该案 D. 刑事诉讼中，被告人若掌握罪证相关证据，则有义务向法庭提交,,missing_exact_rubric_block,reject_weak_signal,选择题私法/程序法锚点不足。
2024_东城_二模_007,2024,东城,二模,东城二模,19,subjective,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,19.（9分） 甲公司从乙公司购入一批电视，约定2024年3月10日发货。乙公司如约发 货后，甲公司不便收货，双方约定货物由快递仓库代储存至3月20日，仓储费用 由己公司承担。3月19日，甲公司表示依然不便收货，需要延长仓储时间至3月 30日，乙公司回复“可以”。双方无其他磋商内容。 3 月30日，甲公司收货并垫付全部仓储费用后，向乙公司要求“尾款扣除仓储 费用后支付”，乙公司表示拒绝承担3月21日及以后的仓储费用，甲公司因此拒绝 支付尾款。双方协商未果，欲通过诉讼解决争议。 （1）请你选择其中一方进行代理，并撰写起诉状。（7分） 民事起诉状 原告： 被告： 诉讼请求： 事实与理由： 望法院判如所请。 （2）避免类似问题产生，我们应该 XXX X年X月×日 。（2分） 高三思想政治 第9页（共11页） [ocr page 10],,missing_exact_rubric_block,reject_weak_signal,主观题缺明确《法律与生活》或稳定私法/程序法任务。
2024_西城_二模_013,2024,西城,二模,西城二模,1,choice,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,paper,/Users/wanglifei/Desktop/2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pdf,support_lecture,exact_qno_block_priority_60,B,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,1． 人民至上的发展理念是对“现实的人”这一马克思主义唯物史观逻辑起点的继承和发展。以下认识正确的是 ①人民性是马克思主义的本质属性 ②与时俱进是哲学独特的理论品质 ③发展的观点是马克思主义哲学的核心观点 ④坚持人民至上体现了马克思主义历史观和价值观的统一 A．①② B．①④ C．②③ D．③④,1、社会主义社会基本矛盾的性质（非对抗性矛盾）？如何解决 （改革——社会主义制度的自我完善和发展）？这一解决方式的 地位作用（改革是社会主义社会发展的直接动力）和根本目的（两个相适应）？,,reject_non_xuanbier,政治法治/经济哲学逻辑等噪声强，私法或程序法锚点不足。
2024_西城_二模_013,2024,西城,二模,西城二模,4,choice,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,paper,,missing,no_exact_qno_block,D,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,4． 某校学生做市场调查，发现不少消费者对上述监测结论有疑虑，总觉得进口奶更安全可靠。同学们拟向相关主管部门提出建议，以下合理的是 ①贯彻落实绿色发展理念，科学宏观调控 ②优化政府治理流程和方式，提高政务服务效能 ③对相关企业持续监管，各个重点环节全覆盖抽检 ④采用科学统一的评价标准体系，对国产奶和进口奶评价 A．①② B．①③ C．②④ D．③④,,missing_exact_rubric_block,reject_weak_signal,选择题私法/程序法锚点不足。
2024_顺义_二模_014,2024,顺义,二模,顺义思政二模,7,choice,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,paper,,missing,no_exact_qno_block,C,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,7.随着科技进步和数字化转型的加速，数字经济成为了我国经济发展的重要动力。数字劳动是数字经济发展的重要因素，是依托于互联网、大数据、云计算、人工智能等新型技术载体，以智力、创造力为主导，创造数字化产品的非物质劳动。只有不断加深对于数字劳动的认识，把握数字劳动的基本特征，并以此为基础构建起相关法律法规，才能确保数字劳动受到监管和保护，保证我国数字经济稳定和快速发展。如果上述结论皆为真，下列逻辑分析正确的是 A.“数字劳动是数字经济发展的重要因素”是运用“种差加属概念”的方法下的定义 B.数字劳动和非物质劳动是交叉关系 C.构建起相关法律法规是保证我国数字经济稳定和快速发展的必要条件 D.材料中假言判断的真假取决于前后件本身的真假,,missing_exact_rubric_block,reject_weak_signal,选择题私法/程序法锚点不足。
2024_顺义_二模_014,2024,顺义,二模,顺义思政二模,8,choice,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,paper,,missing,no_exact_qno_block,B,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,8. 公益诉讼助力文物保护，百年米仓重焕生机。 注：行政公益诉讼是指人民检察院作为公共利益的代表，对违反法律规定，侵犯国家利益或社会公共利益的行为，督促行政机关依法履行监督管理职责，支持合格的当事人依法行使公益诉权的法律制度。 这表明 “禄米仓”保护是司法救助的体现，以法治思维解决文化保护难题 行政公益诉讼有利于推进法治政府建设和国家治理现代化 人民检察院对行政机关提起公诉保护了社会公共利益 通过诉讼调解，促进文物的活化利用和文化遗产的依法保护 新修订的《中华人民共和国保守国家秘密法》自2024年5月1日起施行。 据此，下列说法正确的是 ①坚持党的领导是保密工作的优良传统和必须坚持的政治原则 ②该法为科技安全提供法律保障，维护和塑造总体国家安全观 ③该法要求减少信息公开数量，进一步强化精准保护国家秘密 ④保守国家秘密是公民的权利，危害国家秘密安全必受到追究 A. ①② B. ①④ C. ②③ D. ③④,,missing_exact_rubric_block,reject_non_xuanbier,政治法治/经济哲学逻辑等噪声强，私法或程序法锚点不足。
