model,variable,coef,se_cluster_country,t_stat,p_value_normal,p_value_t_cluster_df,cluster_df,nobs,adj_r2,stars
M1_baseline_gdppc,L1_ln_broadband,0.06045832015248461,0.030106270394695142,2.0081637266879007,0.0446258961831614,0.046137886595403514,178,2067,0.9951280967956446,**
M1_baseline_gdppc,L1_internet_10pct,-0.003280391167168089,0.008751483630958313,-0.3748382909114665,0.7077807349971746,0.7082269529932921,178,2067,0.9951280967956446,
M1_baseline_gdppc,L1_gross_capital_formation_pct_gdp,0.003456565304979163,0.0018959755343962669,1.8231064917616844,0.06828726357240215,0.06996487449626167,178,2067,0.9951280967956446,*
M1_baseline_gdppc,L1_trade_pct_gdp,0.0007478239209880999,0.0005103388423101772,1.4653478414515477,0.14282604010875877,0.14459018381536903,178,2067,0.9951280967956446,
M1_baseline_gdppc,L1_urban_pop_pct,0.002963565996426344,0.005692326670601971,0.5206247230559843,0.6026282232242957,0.6032752215815751,178,2067,0.9951280967956446,
M2_mobile_alt,L1_ln_mobile,0.1054027793243001,0.04812702912802773,2.1900952798043525,0.028517327494683473,0.02981750127120193,178,2114,0.9952348973772065,**
M2_mobile_alt,L1_internet_10pct,0.0054380673353439605,0.0073046369309961974,0.7444678478499442,0.45659348562813895,0.4575752012671044,178,2114,0.9952348973772065,
M2_mobile_alt,L1_gross_capital_formation_pct_gdp,0.0035453537645083995,0.0016366498838445256,2.1662261425029326,0.03029391037152403,0.0316236472349573,178,2114,0.9952348973772065,**
M2_mobile_alt,L1_trade_pct_gdp,0.0008197159169454948,0.0005331187039619977,1.5375861151626873,0.1241498445321454,0.125925541362244,178,2114,0.9952348973772065,
M2_mobile_alt,L1_urban_pop_pct,0.0006436528056277171,0.005577771420830207,0.11539605284361303,0.9081312074382,0.9082612826188212,178,2114,0.9952348973772065,
M3_labor_productivity,L1_ln_broadband,0.0841860188642721,0.030445903699741556,2.7651016601286407,0.005690505839593285,0.006355220683331565,161,1950,0.9928509977779431,***
M3_labor_productivity,L1_internet_10pct,-0.007882242611905458,0.008425528265066078,-0.9355190990916035,0.3495208452559701,0.35092192490404706,161,1950,0.9928509977779431,
M3_labor_productivity,L1_gross_capital_formation_pct_gdp,0.0013914320411471876,0.0016029276753657567,0.8680566581581356,0.38536331649342886,0.3866553699169718,161,1950,0.9928509977779431,
M3_labor_productivity,L1_trade_pct_gdp,0.00023676692672517773,0.0005017459885293655,0.471886038230519,0.6370081341757095,0.6376470445497588,161,1950,0.9928509977779431,
M3_labor_productivity,L1_urban_pop_pct,0.0032519994317874116,0.0057120133729640235,0.56932629870576,0.5691347227808567,0.5699281630404447,161,1950,0.9928509977779431,
M4_add_education_control,L1_ln_broadband,0.07848298215584103,0.03430792295654866,2.287605176659646,0.022160524167695896,0.02353076774415525,153,1539,0.9966261664612805,**
M4_add_education_control,L1_internet_10pct,-0.008229959689474304,0.008571708355349,-0.960130623709166,0.3369894776211877,0.3385043292253802,153,1539,0.9966261664612805,
M4_add_education_control,L1_tertiary_enrollment_gross_pct,-0.00042414560111390796,0.0010757883583084142,-0.39426491078676557,0.693385466654842,0.6939344586660936,153,1539,0.9966261664612805,
M4_add_education_control,L1_gross_capital_formation_pct_gdp,0.0023332301768972797,0.001465377746217887,1.5922380307189077,0.11133123101438351,0.11339516953738304,153,1539,0.9966261664612805,
M4_add_education_control,L1_trade_pct_gdp,0.0007169556407301016,0.0005433551025089138,1.3194973920730593,0.18700288141854332,0.1889739854358069,153,1539,0.9966261664612805,
M4_add_education_control,L1_urban_pop_pct,0.008679364472307686,0.004626321487863245,1.876083297513424,0.060643842809704404,0.0625486556073385,153,1539,0.9966261664612805,*
M5_trade_openness_proxy,L1_ln_broadband,2.113731466208979,2.9840919861653785,0.7083332135900974,0.47873835607596427,0.4796701430460685,177,2069,0.9622492652516117,
M5_trade_openness_proxy,L1_internet_10pct,-0.8301455094751672,0.9959910157612745,-0.8334869455028717,0.40457015728128065,0.40569349743018635,177,2069,0.9622492652516117,
M5_trade_openness_proxy,L1_gross_capital_formation_pct_gdp,0.39645185033830005,0.1009335992670887,3.9278481419177,8.570929926437476e-05,0.00012269172472057706,177,2069,0.9622492652516117,***
M5_trade_openness_proxy,L1_urban_pop_pct,-0.13890655106838173,0.3905613151887626,-0.35565875489037274,0.7220961367248186,0.7225196430087042,177,2069,0.9622492652516117,
M6_income_heterogeneity,L1_ln_broadband,0.06689930046781732,0.03186912966969857,2.0991881849671508,0.03580031511414743,0.037210646575943356,178,2067,0.9951411598999839,**
M6_income_heterogeneity,L1_internet_10pct,-0.0042087354604683665,0.009262008368586986,-0.45440851411263106,0.6495348254472135,0.6500884641562004,178,2067,0.9951411598999839,
M6_income_heterogeneity,L1_ln_broadband_x_high_income,-0.05391304522929442,0.06946420590435165,-0.7761269927065702,0.43767400739448276,0.43870403874651653,178,2067,0.9951411598999839,
M6_income_heterogeneity,L1_internet_10pct_x_high_income,-0.00016698398574420317,0.02012565644600668,-0.008297070269096042,0.9933799716877876,0.9933892633311296,178,2067,0.9951411598999839,
M6_income_heterogeneity,L1_gross_capital_formation_pct_gdp,0.003382739588078711,0.0018399129545294023,1.8385324043462261,0.06598399145667644,0.0676504003741426,178,2067,0.9951411598999839,*
M6_income_heterogeneity,L1_trade_pct_gdp,0.0007935688717292211,0.0005137883967962027,1.5445441677500455,0.12245655997059217,0.12423256109221759,178,2067,0.9951411598999839,
M6_income_heterogeneity,L1_urban_pop_pct,0.002166110998749758,0.006014223278677529,0.3601647126120774,0.7187239616314565,0.7191509569142237,178,2067,0.9951411598999839,
M6_income_heterogeneity,L1_ln_broadband_high_income_marginal,0.012986255238522898,0.06500203905914147,0.1997822749330599,0.8416508644213605,0.841878914895496,178,2067,0.9951411598999839,
M6_income_heterogeneity,L1_internet_10pct_high_income_marginal,-0.00437571944621257,0.01988885444141496,-0.2200086213663931,0.825864440324979,0.8261165557982302,178,2067,0.9951411598999839,
M7_country_trends,L1_ln_broadband,-0.001163924460459806,0.015584747139798096,-0.07468356400133963,0.940466485174774,0.9405503502556928,178,2067,0.9990457397353185,
M7_country_trends,L1_internet_10pct,-0.006709785631143645,0.0053378584928040155,-1.2570182668178875,0.20874702111810345,0.210393936721475,178,2067,0.9990457397353185,
M7_country_trends,L1_gross_capital_formation_pct_gdp,0.0009980866246293517,0.0005301042433341049,1.882811988736138,0.059725851763063914,0.061357244172323896,178,2067,0.9990457397353185,*
M7_country_trends,L1_trade_pct_gdp,-0.0002149590199905294,0.000262534020768001,-0.8187853877440393,0.4129088692421886,0.41400371043867235,178,2067,0.9990457397353185,
M7_country_trends,L1_urban_pop_pct,-0.003940189303203619,0.002942678147604729,-1.338980719454773,0.1805769496894422,0.1822843758215239,178,2067,0.9990457397353185,
M8_exclude_small_resource,L1_ln_broadband,0.07853568887791407,0.02938872243480425,2.6723070066123875,0.007533169297713368,0.00849793167969758,130,1596,0.9965500899276205,***
