suite_id,year,district,stage,file_path,root_path,relative_path,file_type,source_type,question_range,status,sha256,duplicate_of,size_bytes,modified_at,notes
2024_unknown_district_unknown_stage,2024,,,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,/Users/wanglifei/Desktop/2024模拟题,北京2024各区《经济与社会》考题-wlfwlf.docx,docx,paper,,inventory-only,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,,3158520,2026-04-23T18:18:39,metadata_needs_review
2024_unknown_district_unknown_stage,2024,,,/Users/wanglifei/Desktop/2024模拟题/北京及2024各区《经济与社会》考题-wlf.pdf,/Users/wanglifei/Desktop/2024模拟题,北京及2024各区《经济与社会》考题-wlf.pdf,pdf,paper,,inventory-only,9a3f865ff2f0fabe473781a26ada28a934a996b2268a5fb30a8f44803e6926a5,,2437451,2026-04-23T18:18:45,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx,/Users/wanglifei/Desktop/2024模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx,docx,module-classification,,inventory-only,14501f7fbb96e038af1fe21b95440a26ed02eb944856cc9815ca1e5b867d6a90,,568828,2026-04-23T17:09:35,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx,/Users/wanglifei/Desktop/2024模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx,docx,module-classification,,inventory-only,3965bc306d35c89f6ed5fb4cecb7b71379c7f669fd63ab423ed0cfe9f9174b3b,,1633889,2026-04-23T17:09:30,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx,/Users/wanglifei/Desktop/2024模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx,docx,module-classification,,inventory-only,b2adb9acbea551522631e403a779ff7ac1afdd1e47127b987f5e13f4a6e2ae9d,,366309,2026-04-23T17:09:18,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,/Users/wanglifei/Desktop/2024模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,docx,module-classification,,inventory-only,3423b62eb032b5df1dd18b865bb05d7b34056cae623407b593e36d437bf4b510,,1517404,2026-04-23T17:09:44,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,/Users/wanglifei/Desktop/2024模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,docx,module-classification,,inventory-only,0f4414a153ba94c0b74d4eb708a13665083b340508ddbc103ff4d9f775620f1d,,1940457,2026-04-23T17:09:31,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,/Users/wanglifei/Desktop/2024模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,docx,module-classification,,inventory-only,c22ac0d594c5a7bb0cbb23196f15e2e7fbcfdbbf89dcc221ce9cc83c235269e1,,779706,2026-04-23T17:09:37,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,/Users/wanglifei/Desktop/2024模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,doc,module-classification,,inventory-only,4b25cddd4dc2992de1001f813db329ed483a2c3c3c8d5197bb13f59e61b5218f,,674304,2026-04-23T17:09:34,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx,docx,module-classification,,duplicate-or-drift,14501f7fbb96e038af1fe21b95440a26ed02eb944856cc9815ca1e5b867d6a90,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx,568828,2026-04-23T17:09:35,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx; metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx,docx,module-classification,,duplicate-or-drift,3965bc306d35c89f6ed5fb4cecb7b71379c7f669fd63ab423ed0cfe9f9174b3b,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx,1633889,2026-04-23T17:09:30,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx; metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx,/Users/wanglifei/GaokaoPolitics/2024各区模拟题,202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx,docx,module-classification,,duplicate-or-drift,b2adb9acbea551522631e403a779ff7ac1afdd1e47127b987f5e13f4a6e2ae9d,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx,366309,2026-04-23T17:09:18,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx; metadata_needs_review
