file_id,path,year,district,exam_type,kind,suffix,pages,text_len,status,error,text_path
e61b8f13001aff78,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx,2024,,一模,其他,.docx,,3782,OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/e61b8f13001aff78.txt
98d21522da5e7721,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx,2024,,一模,其他,.docx,,10311,OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/98d21522da5e7721.txt
dc86b569e8e22588,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx,2024,,一模,其他,.docx,,11436,OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/dc86b569e8e22588.txt
f3d24ca7308c6cf6,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,2024,,一模,其他,.docx,,10529,OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/f3d24ca7308c6cf6.txt
2cc62698b97ca0f8,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,2024,,一模,其他,.docx,,9966,OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/2cc62698b97ca0f8.txt
022512b3acc6181e,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,2024,,一模,其他,.docx,,11680,OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/022512b3acc6181e.txt
7e91ca9d6ed44b20,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,2024,,一模,其他,.doc,,8946,OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/7e91ca9d6ed44b20.txt
1f17f2c91d92f2a8,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,2024,东城,一模,细则,.pptx,,10864,OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/1f17f2c91d92f2a8.txt
fa4ea186dba9de7e,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,2024,东城,一模,细则,.pdf,1,1700,OCR_OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/fa4ea186dba9de7e.txt
a1c55f582bad52e5,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,2024,东城,一模,试卷,.pdf,12,6897,OCR_OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/a1c55f582bad52e5.txt
d991feeaa63e330a,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,2024,朝阳,一模,其他,.pptx,,12484,OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/d991feeaa63e330a.txt
4fc81e818683fc6e,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx,2024,朝阳,一模,细则,.pptx,,12484,OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/4fc81e818683fc6e.txt
8a924a24531656fc,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,2024,朝阳,一模,细则,.docx,,1918,OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/8a924a24531656fc.txt
d3b447f0ea3a3483,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,2024,朝阳,一模,试卷,.pdf,8,6895,OK,,/Users/wanglifei/GaokaoPolitics/beijing-politics-sync/reports/选必一_哲学宝典式重建_2026-05-16/25_claude_philosophy_aligned_source_audit_20260531/01_source_inventory/texts/d3b447f0ea3a3483.txt
