source_path,relative_path,suite_key,text_path,year,district,stage,kind,term,hit_count,snippet,error
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,三段论,3,B.①③ C.②④ D.③④ 4.（东城一模，7）“所有鸟都是会飞的，鸵鸟是鸟，所以，鸵鸟是会飞的。”对此推理分析正确的是（ ） ①符合三段论推理规则，其推理形式有效 ②大前提是假的，其推理的结论不正确 ③该三段论推理属于必然性推理，其推理的结论是正确的 ④违背三段论只能有三个不同项的规则，犯了“四概念”的错误 A.①② B.①③ C.②④ D.③④ 5.（东城一模，8）某班主任欲了解,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,假言推理,1,_____________ ②____________________________________ 结论：A区域古代气候较为温暖 （1）以上推理属于充分条件假言推理。 充分条件假言判断，前件真，后件一定真，后件假，前件一定假。 考古发掘中已发掘出地底下有大量炭化竹节，故后件假，则前件假，即该区域当时广泛生长着竹子，以上推理成立。 ①只有A区域古代气候较为温暖，A区域古代才能广泛生长着竹子， ②古代A区域广泛生长着竹子。 10.（西城一模，19）我国新型举国体制不断完善，,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,充分条件,2,_________________ ②____________________________________ 结论：A区域古代气候较为温暖 （1）以上推理属于充分条件假言推理。 充分条件假言判断，前件真，后件一定真，后件假，前件一定假。 考古发掘中已发掘出地底下有大量炭化竹节，故后件假，则前件假，即该区域当时广泛生长着竹子，以上推理成立。 ①只有A区域古代气候较为温暖，A区域古代才能广泛生长着竹子， ②古代A区域广泛生长着竹子。 10.（西城一模，19）我国新型举国体制不,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,分析与综合,3,新高地和创业热土，加强基础设施互联互通，深化生态环境联建联防联治，引进京津创新资源要素，强化协同创新和产业协作，打造联通京津的经济廊道。 （2）结合材料二，运用分析与综合的思维方法，说明京津冀协同发展是如何书写新篇章的。（6分） 京津冀三省市从协同发展的战略大局出发，抓住主要矛盾，科学精准地分析各自的功能定位和特色优势。在此基础上，整体把握区域差异，共商合作大计，着力推动优势互补，携手绘就中国式现代化先行区、示范区的新图景。在分析与综合的对立统一中，把握各自发展特质，服务协同,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,创新思维,4,维的。 科学思维追求认识的客观性，从实际出发，如实反映认识事物。模拟政协社团的学生从发现现实垃圾分类的问题出发，查找解决问题合理的方法。 模拟政协社团的学生运用创新思维。通过头脑风暴理清思路，从繁杂的数据中找到关键信息，运用发散思维和聚合思维完成《关于在商品包装上印制垃圾分类标识》的提案。 辩证思维用联系、发展、全面的观点看待问题和思考问题。分析是综合的基础，学生在分析查找了大量相关样本数据的基础上，在相关数据的分析中找到内在的联系，进行了综合分析，思考解决方案，最终完成了模,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,发散,3,模拟政协社团的学生从发现现实垃圾分类的问题出发，查找解决问题合理的方法。 模拟政协社团的学生运用创新思维。通过头脑风暴理清思路，从繁杂的数据中找到关键信息，运用发散思维和聚合思维完成《关于在商品包装上印制垃圾分类标识》的提案。 辩证思维用联系、发展、全面的观点看待问题和思考问题。分析是综合的基础，学生在分析查找了大量相关样本数据的基础上，在相关数据的分析中找到内在的联系，进行了综合分析，思考解决方案，最终完成了模拟提案。 第二单元 遵循逻辑思维规则 1.（石景山一模，,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,必要条件,1,算，通常都表现为各种形式的判断推理。围棋实战中（ ） ①一步棋有多种走法，运用选言推理可以从中选择最优的解决方案 ②断定不同走法与结果之间的必然联系，应运用必要条件假言判断 ③选点落子犹豫不决时，运用完全归纳推理方法才能取得最终胜利 ④一步棋与双方都有关联，采用逆向思维有助于作出正确判断推理 A. ①② B. ①④ C.②③ D.③④ 7.（西城一模，11）“问天”“梦天”“天和”不仅是中国空间站的三个舱段，也是中国 航天人走过的路，它们连,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\3423b62eb032b5df_2024届各区一模试题分类汇编必修4.txt,2024,,一模,classification_compilation,思维具体,1,患者实现意念控制电脑光标移动、控制气动手套完成自主喝水等活动。这说明 A.正确发挥主观能动性，从事物固有联系中把握事物造福人类 B.人们对事物的认识要经历一个从思维具体到思维抽象的过程 C.科学实验是基本的实践活动，获得正确认识是其发展的目的 D.人脑与万物互联将是实现人类自由而全面发展的决定性因素 4. (2024丰台一模)30多年前，《福州市20年经济社会发展战略设想》系统谋划了福州3年 、8年 、20 年经济社会发展的目标 、步骤、布局 、重点等，明确了 “建设现代化国,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\3423b62eb032b5df_2024届各区一模试题分类汇编必修4.txt,2024,,一模,classification_compilation,思维抽象,1,念控制电脑光标移动、控制气动手套完成自主喝水等活动。这说明 A.正确发挥主观能动性，从事物固有联系中把握事物造福人类 B.人们对事物的认识要经历一个从思维具体到思维抽象的过程 C.科学实验是基本的实践活动，获得正确认识是其发展的目的 D.人脑与万物互联将是实现人类自由而全面发展的决定性因素 4. (2024丰台一模)30多年前，《福州市20年经济社会发展战略设想》系统谋划了福州3年 、8年 、20 年经济社会发展的目标 、步骤、布局 、重点等，明确了 “建设现代化国际城市 ”,
C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,2024各区模拟题__其他材料__202404各区一模试题分类（按模块）,C:\Users\Administrator\Desktop\beijing_politics_research\data\preprocessed_corpus\texts\4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt,2024,,一模,classification_compilation,想象,7,灵之桥。该吉祥物的形象设计（ ） ①把概念作为思维的基本单元 ②运用形象思维传递体育精神 宸宸③具有思维表达的情感性、严谨性特征 ④运用了联想思维的迁移和想象的方法 A.① ② B.① ③ C.② ④ D.③④ 4.（丰台一模，19）北京市某校学生在参加模拟政协活动时，围绕垃圾分类问题进行如下探讨。 (1)根据上下文，将划线①处补充完整，使其成为一个符合逻辑规则的真判断。(2分) 如果能够在商品外包装上印,
