rubric_atom_id,question_id,rubric_or_answer_phrase,evidence_type,evidence_level,plain_reward_description,related_material_atom_ids,what_expression_is_rewarded,what_judgment_student_must_make_before_writing,legal_knowledge_or_rule_if_explicit,value_expression_if_explicit,knowledge_material_value_type,can_be_written_without_material,source_locator,uncertainty
R_CC0001_2024_丰台_一模_16_01,CC0001_2024_丰台_一模_16,16.结合材料，运用《政治与法治》知识，谈谈新时代“四下基层”如何为社会主义现代化建设注入强劲动力。,evaluation_standard,formal,16.结合材料，运用《政治与法治》知识，谈谈新时代“四下基层”如何为社会主义现代化建设注入强劲动力。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,16.结合材料，运用《政治与法治》知识，谈谈新时代“四下基层”如何为社会主义现代化建设注入强劲动力。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material+value,no,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_02,CC0001_2024_丰台_一模_16,参考答案： 中国共产党是中国特色社会主义事业的领导核心，“四下基层”是党坚持群众路线、密切联系群众的重要抓手，能为社会主义现代化建设注入强进动力。,evaluation_standard,formal,参考答案： 中国共产党是中国特色社会主义事业的领导核心，“四下基层”是党坚持群众路线、密切联系群众的重要抓手，能为社会主义现代化建设注入强进动力。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,参考答案： 中国共产党是中国特色社会主义事业的领导核心，“四下基层”是党坚持群众路线、密切联系群众的重要抓手，能为社会主义现代化建设注入强进动力。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,value,uncertain,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_03,CC0001_2024_丰台_一模_16,通过宣传，使党的路线、方针、政策直达基层，落地生根；,evaluation_standard,formal,通过宣传，使党的路线、方针、政策直达基层，落地生根；,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,通过宣传，使党的路线、方针、政策直达基层，落地生根；,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_04,CC0001_2024_丰台_一模_16,党员和干部坚持人民至上，坚持实事求是、求真务实，定人基层，融入百姓，为群众办实事解难题。,evaluation_standard,formal,党员和干部坚持人民至上，坚持实事求是、求真务实，定人基层，融入百姓，为群众办实事解难题。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,党员和干部坚持人民至上，坚持实事求是、求真务实，定人基层，融入百姓，为群众办实事解难题。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_05,CC0001_2024_丰台_一模_16,“四下基层”创新工作机制方法，起干部与群众之间的“连心桥”，既能有效促进党的路线、方针、政策贯彻落实，提高决策质量水平，又能畅通民意诉求通道，直抵民心，推动干部作风转变。,evaluation_standard,formal,“四下基层”创新工作机制方法，起干部与群众之间的“连心桥”，既能有效促进党的路线、方针、政策贯彻落实，提高决策质量水平，又能畅通民意诉求通道，直抵民心，推动干部作风转变。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,“四下基层”创新工作机制方法，起干部与群众之间的“连心桥”，既能有效促进党的路线、方针、政策贯彻落实，提高决策质量水平，又能畅通民意诉求通道，直抵民心，推动干部作风转变。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,促进,value,uncertain,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_06,CC0001_2024_丰台_一模_16,拓展答案： 促进治理能力、治理体系现代化，更好地履行政府职能，建设服务型政府，更好地维护人民群众的权利或利益，提高政府工作的效率，化解社会矛盾、促进社会和谐稳定。,evaluation_standard,formal,拓展答案： 促进治理能力、治理体系现代化，更好地履行政府职能，建设服务型政府，更好地维护人民群众的权利或利益，提高政府工作的效率，化解社会矛盾、促进社会和谐稳定。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,拓展答案： 促进治理能力、治理体系现代化，更好地履行政府职能，建设服务型政府，更好地维护人民群众的权利或利益，提高政府工作的效率，化解社会矛盾、促进社会和谐稳定。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护；促进,value,uncertain,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_07,CC0001_2024_丰台_一模_16,评分标准说明： 共性角度：3分 “四下基层”创新工作机制方法（替代促进治理能力、治理体系现代化）（1分），发挥党的领导核心作用（1分），是党坚持群众路线、密切联系群众的重要抓手（替代贯彻群众观点、群众路线或以人民为中心）（1分），能为社会主义现代化建设注入强进动力。,evaluation_standard,formal,评分标准说明： 共性角度：3分 “四下基层”创新工作机制方法（替代促进治理能力、治理体系现代化）（1分），发挥党的领导核心作用（1分），是党坚持群众路线、密切联系群众的重要抓手（替代贯彻群众观点、群众路线或以人民为中心）（1分），能为社会主义现代化建设注入强进动力。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,评分标准说明： 共性角度：3分 “四下基层”创新工作机制方法（替代促进治理能力、治理体系现代化）（1分），发挥党的领导核心作用（1分），是党坚持群众路线、密切联系群众的重要抓手（替代贯彻群众观点、群众路线或以人民为中心）（1分），能为社会主义现代化建设注入强进动力。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,促进,value,uncertain,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_08,CC0001_2024_丰台_一模_16,个性角度：（3个角度，每个角度2分，最高5分） 宣传角度：通过宣传，使党的路线方针政策直达基层、促进贯彻落实。,evaluation_standard,formal,个性角度：（3个角度，每个角度2分，最高5分） 宣传角度：通过宣传，使党的路线方针政策直达基层、促进贯彻落实。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,个性角度：（3个角度，每个角度2分，最高5分） 宣传角度：通过宣传，使党的路线方针政策直达基层、促进贯彻落实。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,促进,value,uncertain,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_09,CC0001_2024_丰台_一模_16,从群众来角度：通过调查研究使党和政府更好地了解群众需求、提高决策质量水平。,evaluation_standard,formal,从群众来角度：通过调查研究使党和政府更好地了解群众需求、提高决策质量水平。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,从群众来角度：通过调查研究使党和政府更好地了解群众需求、提高决策质量水平。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_10,CC0001_2024_丰台_一模_16,到群众中去角度：通过信访接待、现场办公等为群众办实事解难题、维护群众权利，化解社会矛盾、促进社会和谐稳定。,evaluation_standard,formal,到群众中去角度：通过信访接待、现场办公等为群众办实事解难题、维护群众权利，化解社会矛盾、促进社会和谐稳定。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,到群众中去角度：通过信访接待、现场办公等为群众办实事解难题、维护群众权利，化解社会矛盾、促进社会和谐稳定。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,维护；促进,value,uncertain,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_11,CC0001_2024_丰台_一模_16,说明：共性角度中，创新工作机制方法这一分最难，是必采点，学生其他角度都答得很好，缺少这个角度最多给7分。,evaluation_standard,formal,说明：共性角度中，创新工作机制方法这一分最难，是必采点，学生其他角度都答得很好，缺少这个角度最多给7分。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,说明：共性角度中，创新工作机制方法这一分最难，是必采点，学生其他角度都答得很好，缺少这个角度最多给7分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_12,CC0001_2024_丰台_一模_16,在个性角度中，学生要强调出相关措施是如何为社会主义现代化建设注入强劲活力的，才能给5分。,evaluation_standard,formal,在个性角度中，学生要强调出相关措施是如何为社会主义现代化建设注入强劲活力的，才能给5分。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,在个性角度中，学生要强调出相关措施是如何为社会主义现代化建设注入强劲活力的，才能给5分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,value,uncertain,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_13,CC0001_2024_丰台_一模_16,只分析具体的作用的，最多给4分。,evaluation_standard,formal,只分析具体的作用的，最多给4分。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,只分析具体的作用的，最多给4分。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,uncertain,uncertain,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_14,CC0001_2024_丰台_一模_16,结合材料，运用《法律与生活》知识，谈谈法院酌情减轻被告赔偿责任的法理依据和现实意义。,evaluation_standard,formal,结合材料，运用《法律与生活》知识，谈谈法院酌情减轻被告赔偿责任的法理依据和现实意义。,M_CC0001_2024_丰台_一模_16_16|M_CC0001_2024_丰台_一模_16_17,结合材料，运用《法律与生活》知识，谈谈法院酌情减轻被告赔偿责任的法理依据和现实意义。,判断法律关系/行为性质/责任承担或程序路径(回源细化),被告；法律与生活,,knowledge+material,no,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_15,CC0001_2024_丰台_一模_16,参考答案：法院判决应以事实为依据，以法律为准绳。,evaluation_standard,formal,参考答案：法院判决应以事实为依据，以法律为准绳。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,参考答案：法院判决应以事实为依据，以法律为准绳。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_16,CC0001_2024_丰台_一模_16,本案中，驾驶人乙某和搭乘人甲某之间形成好意同乘关系。,evaluation_standard,formal,本案中，驾驶人乙某和搭乘人甲某之间形成好意同乘关系。,M_CC0001_2024_丰台_一模_16_01|M_CC0001_2024_丰台_一模_16_02,本案中，驾驶人乙某和搭乘人甲某之间形成好意同乘关系。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0001_2024_丰台_一模_16_17,CC0001_2024_丰台_一模_16,驾驶人对搭乘人的生命财产安全负有保障义务，被告乙某发生交通事故，造成原告甲某受伤，侵犯了其生命权、健康权，需要承担相应责任。,evaluation_standard,formal,驾驶人对搭乘人的生命财产安全负有保障义务，被告乙某发生交通事故，造成原告甲某受伤，侵犯了其生命权、健康权，需要承担相应责任。,M_CC0001_2024_丰台_一模_16_16|M_CC0001_2024_丰台_一模_16_17,驾驶人对搭乘人的生命财产安全负有保障义务，被告乙某发生交通事故，造成原告甲某受伤，侵犯了其生命权、健康权，需要承担相应责任。,判断法律关系/行为性质/责任承担或程序路径(回源细化),生命权；健康权；原告；被告,,knowledge+material,no,F0044:text | F0045:page 4 | F0045:page 8 | F0267:page 4 | F0267:page 8 | F0268:text,heuristic_atom_split_from_text_layer; needs回源核细则原文
