suite_id,year,district,stage,suite_name,question_no,question_type,source_question_file,question_source_role,source_rubric_file,evidence_type,rubric_match_method,answer,answer_source,question_excerpt,rubric_excerpt,notes,curation_status,curation_reason
2024_东城_一模_001,2024,东城,一模,2024东城一模,19,subjective,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,formal_or_scoring_source,exact_qno_block_priority_100,,,19.（6分） 案件1 2018年，郭某为李某制作电表箱，李 某为郭某出具欠据，约定2019年2月1日前还 清。期间，郭某从未催要钱款。2024年3月，郭某 向李某催讨钱款，李某拒绝还款。郭某无奈将李 某告上法庭，最终因李某主张诉讼时效届满而 败诉。 案件2 冯某与其母程某约定，自2018年3 月起，冯某每月向程某支付赡养费。2019年1月 资料卡 诉讼时效是指权利主体 在法定期间内不行使权利， 义务人便享有抗辩权（权利 人行使其请求权时，义务人 享有的拒绝其请求的权利）， 从而导致权利人无法胜诉的 法律制度。 起，冯某再未支付上述费用，程某从未催讨。2024 年2月，程某将冯某诉至法庭，要求其支付5年来未支付的相关费用。冯某以诉讼 时效届满沟由进行抗辩。法院依据《中华人民共和国民法典》第一百九十六条，以 请求支付赡养费不适用诉讼时效汐由，对冯某的主张不予支持，判令冯某如数支付 相关费用。 针对上述案件，运用《法律与生活》知识，谈谈法律规定诉讼时效并对其不适用 的情形加以规定的原因。,19.（6分） 法律规定诉讼时效有助于督促当事人积极主张权利，推动纠纷解决，节约司法资源。赡 养问题事关老年人的基本生存权利，成年子女对父母有赡养的义务。请求支付赡养费不 适用诉讼时效的规定有助于保护老年人的合法权益，彰显公序良俗，体现人文关怀，构建 和谐家庭。,,accept_high,题面/设问明确《法律与生活》。
2024_朝阳_二模_003,2024,朝阳,二模,2024朝阳二模,17,subjective,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf,formal_or_scoring_source,exact_qno_block_priority_130,,,"17. (9 分) 人力资源社会保障部和最高人民法院联合发布了一批涉及平台经济的劳动人 事争议典型案例,供各地仲裁机构、人民法院在办案中予以参照。 【 基本案情】 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 􀪋 【 资料包】 中华人民共和国劳动和社会保障部 发布的《 关于确立劳动关系有关事项的 通知》 指出:劳动关系的核心特征为劳动 者与用人单位之间具有人格、经济、组织 的从属性。 认定新就业形态劳动者与平台企业 之间是否存在劳动关系,应做如下考量: 人格从属性: 体 现 为 平 台 企 业 的 劳 动纪律、奖惩办法等是否适用于劳动者; 劳动者是否须按照平台指令完成工作任 务等。 经济从属性: 体 现 为 平 台 企 业 是 否 掌握劳动者从业所必需的数据信息等重 要生产资料,是否允许劳动者商定服务 价格等。 组织从属性: 体 现 在 劳 动 者 是 否 被 纳入平台企业的组织体系当中, 并以平 台名义对外提供服务等。 王某于 2022 年 6 月 14 日与甲公司 订立为期 1 年的《 车辆管理协议》 约定: 王某与甲公司建立合作关系,王某自备 面包车 1 辆,通过公司平台接受派单提 供货物运输服务。 甲公司与客户结算 运输费, 每 月 向 王 某 支 付 包 月 服 务 费 6000 元及奖励金。 王某每日在公司平台签到并 接 受 派单,跑单时长均在 8 小时以上; 甲公 司通过平台对王某的订单完成情况进 行全程跟踪;王某每日接单量超过 4 单 时享有加单奖励, 出现接单量不足、 无 故拒单、货物损毁等情形时按照公司制 度扣减部分服务费。 2023 年 3 月 2 日, 甲公司因调整运营规划,提出提前终止 与王某的合作关系。 王某认为其与甲公司之间实 际 上 已构成劳动关系,甲公司应当支付解除 劳动合同经济补偿,甲公司以双方是合 作关系为由拒绝,王某遂向仲裁委员会 申请仲裁。 【 处理结果】 仲裁委员会裁决:甲公司向王某支付解除劳动合同经济补偿。 结合材料,说明仲裁委员会作出上述裁决的理由,并分析该典型案例的意义。 高三思想政治 第 7 页( 共 8 页)",17.结合材料， 说明仲裁委员会作出上述裁决的理由， 并分析该典型案例的意义。 原答案：甲公司通过平台向王某派单， 并依据制度对王某进行奖惩， 具有较强的人格从属性； 甲公司占有王某提供货物运输服务所需的数据信息，单方制定服务费用结算标准， 具有明显 的经济从属性； 王某从事的货物运输服务属于甲公司业务的组成部分， 具有较强的组织从属 性。所以，双方之间存在事实上的劳动关系，对王某的仲裁请求应当予以支持。 该案例有利于指导各地仲裁机构、人民法院适应平台经济发展带来的新情况、新问题， 提高以事实为依据、 以法律为准绳进行公正裁决的能力； 有利于保障新就业形态劳动者权益， 发展和谐稳定的劳动关系；有利于引导平台经济良性发展，促进经济社会的发展。 评分细则 理由4 分，意义 5分 辩一）理由：理例结合，采意给分，结合基本案情和资料包，说清三个从属性各1 分，归纳 二者具有劳动关系1 分 甲公司通过平台向王某派单，并依据制度对王某进行奖惩，具有较强的人格从属性辩1 分） ；或王某在接受平台派单的同时，还要遵守平台企业的纪律和奖惩制度，具有人格从属 性。 甲公司占有王某提供货物运输服务所需的数据信息，单方制定服务费用结算标准， 具有 明显的经济从属性；辩1 分）或甲公司通过平台对王某的订单完成情况进行全程跟踪，掌握 王某的重要数据信息，此外，甲公司与客户结算运输费，单方制定每月向王某支付包月服务 费6000元及奖励金的价格标准，具有经济从属性； 王某从事的货物运输服务属于甲公司业务的组成部分，具有较强的组织从属性辩1 分） 或王某每日在公司平台签到并通过公司平台接受派单， 以平台公司名义提供货物运输服务具 有组织从属性。 辩如果仅写出三个从属性，没有结合材料只给1 分） 所以，双方之间存在事实上的劳动关系，对王某的仲裁请求应当予以支持。辩1 分） 辩二）意义：从三个方面作答：法律意义、道德意义、经济意义 法律意义： 该案例有利于指导各地仲裁机构、人民法院适应平台经济发展带来的新情况、新问 题，辩或为各地仲裁机构、人民法院提供参照与借鉴）辩1 分） 提高以事实为依据、 以法律为准绳进行公正裁决的能力 辩或有利于实社社会公平正 义）辩1 分） ； 有利于保障新就业形态劳动者 辩合法）权益，辩1 分）发展和谐稳定的劳动关系；辩1 分）辩此三点答出两点给2分） 道德意义：符合民法的基本原则辩或践行社会主义核心价值观）辩1分） 3 经济意义：有利于引导平台经济良性发展，促进经济社会的发展。 辩1分）,,accept_high,正式细则支撑，且有稳定私法/程序法任务。
2024_海淀_一模_005,2024,海淀,一模,2024海淀一模,19,subjective,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/补充材料/一模政治-答案.docx,formal_or_scoring_source,exact_qno_block_priority_110,,,19． （8 分）首例涉“虚拟数字人”侵权案宣判。 甲公司系一家以计算机图形学和 AI 技术为核心的科 技公司，Ada 系甲公司在发展其产品业务过程中打造的超 写实虚拟数字人。甲公司自称于 2018 年 12 月创作完成了 虚拟数字人 Ada 的正面形象，为进一步宣传和推广旗下虚 拟数字人，又制作完成了虚拟数字人的两段相关视频，并 于 2019 年 10 月、11 月通过某平台发布。其中一段用以介 绍虚拟数字人 Ada 的场景应用，另一段记录真人演员与虚 拟数字人 Ada 的动作捕捉画面，对虚拟数字人 Ada 进行商业化使用。 2022 年 7 月，乙公司通过某社交软件发布上述两段视频，视频的居中位置使用甲公司发布的 相关视频内容，并在片头片尾替换有关标识，以及在整体视频上添加虚拟数字人课程的营销信息， 其中一段视频还添加乙公司的注册商标，并将其他虚拟数字人名称作为标题一部分。甲公司向法 院提起诉讼，法院判决乙公司消除影响并赔偿经济损失。 运用《法律与生活》知识，谈谈对本案判决的认识。 资料卡 虚拟数字人指具有数字化外形 的虚拟人物，与具备实体的机器人 不同，虚拟人依赖显示设备存在。 虚拟数字人拥有人的外观、行为和 思维方式，具有识别外界环境并能 与人交流互动的能力。 高三年级（思想政治） 第 8 页（共 8 页）,19.（8分） 民事主体的著作权受法律保护，甲公司创作虚拟数字人Ada，对其享有著作权。乙公司未经许可使用甲公司创作的相关视频，并在展示过程中故意替换有关标识、加注注册商标，构成著作权侵权。乙公司进行虚假和引人误解的商业宣传，属于不正当竞争。法院依法判决乙公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序。,,accept_high,题面/设问明确《法律与生活》。
2024_丰台_二模_009,2024,丰台,二模,丰台二模,17,subjective,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx,formal_or_scoring_source,exact_qno_block_priority_130,,,17.（8分）民法典守护碧水蓝天，保护生态环境。 《中华人民共和国民法典》规定：“民事主体从事民事活动，应当有利于节约资 源、保护生态环境。”“民事主体依法享有知识产权。”“因污染环境、破坏生态造成他 人损害的，侵权人应当承担侵权责任。” 案例一 某公司发明专利技术从源头上解决长期污水 污泥分离不彻底、处理工序复杂化等关键技 术问题，首次提出了通过操控屏控制移动杆， 实现过滤速度可控的农村污水分离技术重大 突破，方法简单、易于操作，降低污水净化 成本的同时，显著提高污水净化效率，延长 装置的使用寿命，已在多地村庄生活污水治 理项目中成功应用并推广。 案例二 甲公司在生产中，长期存在超标排放废 水、废气等污染物损害环境公共利益的 行为，周边居民的日常生活受到严重影 响。乙环境研究所以甲公司存在长期连 续超标排放污染物、构成环境民事侵权 为由，提起环境民事公益诉讼。法院审 理后判决甲公司立即停止侵权、消除危 险、赔偿环境损失等。 运用《法律与生活》知识，结合上述案例分析民法典的相关规定对保护生态环境 的作用。 高三政治 第5页（共8页） [ocr page 6],17.运用《法律与生活》知识，结合上述案例分析民法典的相关规定对保护生态环境的作用。（8分） 参考答案：民法典规定的绿色原则为生态环境保护提供了基本遵循。在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。 【拓展答案】： 增强环保意识、维护社会公平正义。 评分标准说明： 民法典规定的绿色原则为生态环境保护提供了基本遵循。（1分）在上述案例中，民法典强调对知识产权的保护，能够鼓励技术创新，为生态环境保护提供技术支撑。（2分）依据民法典规定，甲公司污染、破坏环境应承担相应的侵权责任。（1分）民法典上述条款合理地确定了民事主体的权利义务，既能保护合法权益，又能惩罚违法行为，有助于平衡个人利益和公共利益，合理预防损害，维护良好的生态环境。（4分）（权利义务、个人利益和公共利益、维护良好的生态环境三个点都写到就给4分。） 18(1)结合材料，同学们构建了一个符合逻辑规则的三段论，请你补充完整。（5分） 参考答案：大前提：搭建对外交流合作平台推动了冰雪经济高质量发展， 小前提：第七届雪博会是对外交流合作平台， 结论：第七届雪博会可以推动冰雪经济高质量发展。 【拓展答案】：符合题意和逻辑规则，言之有理，即可给分。 评分标准说明：符合三段论的形式要件和内容真实，言之有理，即可给分； 基本正确或准确，5分； 略有瑕疵，4分； 比较合理，3分 大小前提倒置，给1-2分； 不符合逻辑规则，0分 18(2)有同学认为，只要我们能够准确预测冰雪经济的发展前景，就能推动冰雪经济高质量发展。结合材料，运用科学思维对该观点进行评析。（6分） 参考答案：该观点强调要运用超前思维准确预测冰雪经济的发展前景，推动冰雪经济高质量发展。准确预测冰雪经济的发展前景是推动冰雪经济高质量发展的必要条件，但不是唯一条件。同时，还需要坚持辩证思维，既要看到冰雪经济发展的优势和机会，又要看到劣势和不足，具体问题具体分析，遵循冰雪产业发展规律，从当地实际情况出发推动冰雪经济高质量发展。因此，该观点是片面的。 【拓展答案】：科学思维具有预见性； 从充分条件假言判断的角度反向论证该观点的不合理之处； 辩证思维的具体内容（联系、发展、矛盾；综合与分析；质量互变） 创新思维的具体内容（除超前思维以外的发散与聚合、逆向等） 评分标准说明：基本按照参考的思维逻辑给分，略有变通。 亮明观点片面，1分；替代：不合理、不科学、不准确、错误等，根据后面论述适当给分； 合理性1分，包括：超前思维、科学思维的预测性等 不足之处1-2分，包括：看出了观点实际上为必要条件假言判断，给2分；只从口头语言或……,,accept_high,题面/设问明确《法律与生活》。
2024_海淀_二模_010,2024,海淀,二模,海淀二模,19,subjective,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,formal_or_scoring_source,exact_qno_block_priority_130,,,19． （6 分）遗赠扶养协议纠纷案宣判。 【案情简介】某社区居委会与曹某签订协议，约定由某居委会定时定员结对子照看关心曹某， 每月给予曹某基本生活费，免费看病诊治，逢年过节给予曹某各类生活补助及慰问生活用品等， 养老至寿终；曹某现有的动产和不动产在曹某寿终后，产权移交某居委会。此后，某居委会按照 约定履行扶养义务。曹某去世后，曹某的四个子女要求继承遗产，与该居委会产生争议。该居委 会遂将曹某的四个子女等人诉至法院，请求判令： （1）确认某居委会与曹某签订的协议有效； （2） 曹某名下的房屋、股权、现金、存款归某居委会所有。 【裁判结果】法院认为，案涉协议符合法律有关遗赠扶养协议的规定，属于有效的遗赠扶养 协议；原告某居委会对被扶养人曹某已尽到扶养义务，判决被继承人曹某安置所得的房屋以及其 生前遗留的股权、现金、银行存款本息归某居委会所有。 结合材料，运用《法律与生活》知识，分析本案判决的社会价值。,19.（6分） 【答案】 在本案判决中，人民法院确认居委会提供的遗赠扶养协议，认定居委会的赡养行为，充分肯定居委会对老人养老送终所起的作用。本案判决不仅实现了个案上的公平正义，更倡导全社会积极助力养老，促进“不尽孝者少分或者不分遗产”的司法理念深入人心。判决有利于弘扬尊老、敬老、爱老、助老的中华传统美德，让崇尚和践行社会主义核心价值观成为人们的自觉行动和全体社会的良好风尚。 【细则】,,accept_high,题面/设问明确《法律与生活》。
2024_西城_二模_013,2024,西城,二模,西城二模,16,subjective,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,paper,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,formal_or_scoring_source,exact_qno_block_priority_110,,,16．（8分） 市民甲在某食品科技有限公司开设的网店中购买了30盒“黄芪薏米饼干”，付款516元。签收后，甲发现这些饼干不符合食品安全标准，随后又在两个月内三次购买同样的饼干，总数达200盒。四次总计付款4176元。甲以产品中添加有黄芪粉，违反了有关规定为由，起诉请求经营者退还价款4176元，支付相当于价款十倍的赔偿金41760元。 审理法院认为，某食品科技有限公司违反我国关于食品安全的相关规定，属于生产经营不符合食品安全标准食品的行为，应依法承担责任。市民甲首单购买的30盒“黄芪薏米饼干”未超出合理生活消费需要，对其就该部分饼干提出的惩罚性赔偿请求应予支持。但是，甲在收到首单饼干并确认饼干不符合食品安全标准后，又在两个多月时间内多次向同一商家大量加购同款饼干，加购数量共计200盒，总重量高达18.4千克。综合考量案涉饼干的保质期、普通消费者通常的生活消费习惯等因素，甲的加购行为超出正常的生活消费所需，对其就加购饼干提出的惩罚性赔偿请求不应支持，故判决支持甲就首单购买饼干提出的惩罚性赔偿请求。 结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。,16．（8分） 经营者应依法、诚信经营，保护消费者的合法权益。（2分，多选一）人民法院支持市民甲就首单购买行为适用食品安全法中的惩罚性赔偿请求，以此打击违法生产经营行为，维护了消费者的合法权益。（1分，材料分析） 民事主体行使民事权利时不能超过正当的界限，并且不得滥用民事权利损害国家利益、社会公共利益或者他人合法权益。（2分，二选一）市民甲的加购行为超出了正常的生活消费需要，人民法院对甲就加购行为提出的惩罚性赔偿请求不予支持，有利于引导消费者诚信、理性维权。（1分，材料分析） 人民法院的判决，体现了保证食品安全和维护生产经营秩序两种价值取向的平衡，有利于服务和保障经济社会高质量发展。（2分，多选一） 细则： 依法经营，替换：守法经营、不侵害消费者权益（利益）、侵害消费者权益是错误的 “民事主体行使民事权利时不能超过正当的界限，并且不得滥用民事权利损害国家利益、社会公共利益或者他人合法权益”，变通：坚持权利和义务的统一 理性维权，变通：依法维权 保护消费者的合法权益，变通：消费者享有安全消费的权利、消费者享有知情权 生产经营秩序，变通：市场秩序 最后一段，变通：体现了民法公平、诚信、守法和公序良俗的基本原则（明确写出诚信是原则，区别于“经营者诚信”）、弘扬了社会主义核心价值观,,accept_high,题面/设问明确《法律与生活》。
2025_东城_一模_015,2025,东城,一模,2025东城一模,19,subjective,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,formal_or_scoring_source,exact_qno_block_priority_110,,,19.(8 分) 法治以“固根本、稳预期、利长远”的治理效能，夯实人民群众可感可及的公平正义。以下三个案例生 动展现了法治的实践与成效。 案件一 张某与某公司签订《家庭装修合同》 ，因公司未按工期完工，张某诉至法院，要求赔偿损失并 支付违约金。在诉讼程序启动后，法官了解双方需求、耐心释法析理，最终该公司主动赔偿工期延误损失， 既解“法结”又解“心结”。 案件二 柳某入职某医院时，双方在合同中约定 “若柳某提出解约，培训费补偿见《培训协议》 ”，并 另行签订《培训协议》 。 医院依约出资提供培训后，柳某在服务期未满时提出辞职并自愿支付违约金，但 第6页/共9页 离职后又申请仲裁要求返还，仲裁委员会驳回其请求。 案件三 顾氏三兄弟长期尽心照料孤寡老人杨某，在其住院期间陪护并承担费用，杨某去世后又为其 操办丧葬事宜。 因杨某财产无人管理，三兄弟申请指定民政局作为遗产管理人，获得法院支持。判决生效 后，民政局出具《分割决定书》 ，将杨某部分遗产分配给了顾氏三兄弟。 阅读材料，完成下表。 解决机制 以案说法 典型意义 案件一 ① 某公司未能按时完工，应承担违约 责任。该案争议点不大，诉讼标的 额较小，承办法官本着以和为贵的 理念，经征求双方同意后，以该方 式圆满解决纠纷。 有效化解矛盾，避免双方损 失进一步扩大，有利于规范 市场秩序，促进社会 和谐。 案件二 仲裁 医院与柳某签订的合同与协议被依 法认定有效，柳某签订协议并支付 违约金是真实意思表示，其要求返 还违约金有违诚信原则，故驳回。 ② 案件三 诉讼 顾氏三兄弟无法定赡养义务，但对 杨某进行生活照顾、精神慰藉等构 成事实上的扶养，符合民法典规定 的“可以分给适当遗产”情形，有权作 为利害关系人申请人民法院指定遗 产管理人。 ③,19. 阅读材料，完成表格。（8 分） （一）本题标准和变通 ①解决机制（1 分） ：调解/诉讼调解/诉讼 1 分 （对写“诉讼”得分的原因给予解释：该案已进入诉讼程序，虽然没有“审判”但也是通过 诉讼程序的某个环节，以出具调解书的方式解决，也属于诉讼解决机制） ②柳某与医院的案例（3 分） 第一层：对劳动者的意义 2 分 树立劳动者权利和义务相统一的法治意识 2 分 可替换：督促劳动者履行义务 2 分 酌情替换：规范劳动者行为 1 分 第二层：对医院的意义/对双方劳动关系的意义 1 分 维护用人单位的合法权益 1 分 可替换：构建和谐劳动关系 1 分 本案例其他酌情替代：体现了公平原则、公平正义 1 分 （柳某案例总分不超过3 分） ③顾氏三兄弟照顾老人案例（4 分） 第一层：遗产管理制度 1 分 落实遗产管理制度 1 分 可替换： 合理处置老人遗产，规范遗产分配问题 1 分 有利于对公民合法财产的保护和继承 1 分 为遗产继承、财产分割提供案例支持 1 分 第二层：社会主义核心价值观/中华优秀传统美德/社会角度 3 分（1 个2 分，2 个3 分） 友善的社会主义核心价值观； 守望相助、尊老敬老的中华优秀传统美德； 社会层面：社会和谐、良好的社会氛围、对社会的引领和示范作用 （注意：2 个点至少要出现1 次具体内容，如友善、守望相助、孝老爱亲等，如果没有任何 具体内容，该层最高2 分） （二）学生表现和问题 ①解决机制（1 分） ： 学生问题：写“协商” 、或写了多种方式且其中有错误，如“仲裁、诉讼”0 分 ②柳某与医院的案例（3 分） 学生问题：,,accept_high,正式细则支撑，且有稳定私法/程序法任务。
2025_丰台_一模_016,2025,丰台,一模,2025丰台一模,19,subjective,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,formal_or_scoring_source,exact_qno_block_priority_130,,,19. 2024 年 6 月，最高人民法院知识产权法庭对一起因技术秘密侵权纠纷上诉案作出判决。原告方下 属公司的近 40 名高级管理人员及技术人员离职后加入被告方，并利用在原单位接触的技术信息申请了 12 件实用新型专利。 根据《中华人民共和国反不正当竞争法》 ，最高人民法院知识产权法庭依法适用2 倍惩罚性赔偿，判 决被告方赔偿原告方经济损失及维权合理开支合计 6.4 亿余元，创下我国知识产权侵权诉讼判赔数额新 高。 该案在停止侵害民事责任承担的具体方式、内容、范围，以及拒绝履行、停止侵害等非金钱给付义务 的迟延履行金及其计付标准等方面，作出了开创性探索，入选人民法院保护科技创新典型案例。 结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。,19.（6分）参考答案： 本案判决维护当事人合法权益，严惩侵权行为，保护知识产权。规范市场竞争秩序，营造公平市场环境，以法治力量鼓励创新。作为典型案例为同类案件提供范例，有利于提升审判质量和效率，增强司法公信力。引导公民依法办事，增强民众法治信仰，推动法治中国建设。 19题 评分标准说明： 企业层面（从权利与义务角度）：维护当事人合法权益或者平衡（明确）双方的权利和义务，或者保护原告方（当事人）的知识产权， 1分；严惩或者严厉打击侵权行为 1分 出现的问题：维护公民的合法权益、维护双方的合法权益、维护被告方的权益都是错误表达。 对科技创新的意义：规范市场竞争秩序、营造公平的市场环境、鼓励创新，2分 出现的问题：优化营商环境是错误表达。 对司法领域的价值：对同类案件提供范例、借鉴、参考，提高效率，增强公信力2分。 变通的地方：彰显法律权威或者司法权威作为1分的替换答案 对法治国家、法治社会而言，法治信仰（意识方面面），依法层面（行动方面）1点1分 出现的问题：维护社会公平正义不得分；没有铺垫，直接表达法治中国建设的不得分。,,accept_high,正式细则支撑，且有稳定私法/程序法任务。
2025_房山_一模_018,2025,房山,一模,2025房山一模,19,subjective,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,formal_or_scoring_source,exact_qno_block_priority_110,,,19. 阅读材料，回答问题。 “真创新”受到“真保护”，我国知识产权侵权诉讼判赔数额创历史新高。 案情回放 A 集团近 40 名高级管理人员及技术人员，先后离职赴 B 集团工作，其中 30 人于当年离职 后即入职。两年后，A 集团发现B 集团以上述部分离职人员作为发明人或共同发明人，利用在原单位接触、 掌握的有关新能源汽车底盘应用技术以及其中的12 套底盘零部件图纸及数模承载的技术信息（下称技术秘 密）申请了12 件实用新型专利，且B 集团在没有任何技术积累或合法技术来源的情况下，在短期内即推出 某系列型号电动汽车，涉嫌侵害 A 集团技术秘密。A 集团决定向法院提起诉讼。 判决结果 法院经审理认为，B 集团以不正当手段侵害 A 集团技术秘密，适用 2 倍惩罚性赔偿，判决 赔偿共计 6.4 亿余元。 结合材料，谈谈“真创新”受到“真保护”的法治价值。,19.（8 分） ①B 集团通过挖走A 集团核心技术人员并窃取技术秘密属于典型的不正当竞争行为，法院的判决打击 了违法行为，促使企业依法诚信经营，维护了公平的竞争环境，促进市场经济健康发展。 ②法院对B 集团适用的高额赔偿提高了侵权成本，强化知识产权保护，使企业更愿意投入研发，激发 创新活力和科技进步。 ③法院公正司法，维护了社会公平正义，弘扬了社会主义核心价值观。 细则：,,accept_high,正式细则支撑，且有稳定私法/程序法任务。
2025_朝阳_一模_019,2025,朝阳,一模,2025朝阳一模,19,subjective,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,formal_or_scoring_source,exact_qno_block_priority_130,,,19. （8 分） 司法护航，营造在线文旅消费法治环境。 某市互联网法院召开涉在线文化旅游消费案件审理情况新闻发布会，介绍涉在线文化旅游消费案件的 审理情况，发布典型案例。以下为其中一例： 王某通过 A 机票代销平台公司（以下简称“A 公司” ）购买青岛至宁波的机票，页面显示总价350 元 （含基建燃油费70 元） ，优惠40 元后实付310 元。事后，王某在航空公司官网查验发现，机票实际总价为 300 元。经查，A 公司在向王某销售机票的过程中通过技术手段擅自搭售了 10 元的外卖红包，王某在购买 界面并不能清楚地知悉费用的支出细节，也无法拒绝支付 10 元的额外费用。 王某遂向该市互联网法院提起诉讼，要求 A 公司退还其支付的票款 310 元，并予以三倍赔偿。该法院 的判决支持了王某的诉讼请求。 《中华人民共和国消费者权益保护法》 （节选） 第五十五条 经营者提供商品或者服务有欺诈行为的，应当按照消费者的要求增加赔偿其 受到的损失，增加赔偿的金额为消费者购买商品的价款或者接受服务的费用的三倍；增加赔偿 的金额不足五百元的，为五百元。法律另有规定的，依照其规定。 结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。 第7页/共10页,19.评分细则、答案变通说明： ①原告通过A公司平台购买机票，双方有要约、承诺/合同成立。 （1分） ②A 公司揽自搭售10元外卖红包， 工某在购买界面不能消楚地知悉费用支出细节， 也无法拒绝支付10元额外费用。（1分） 材料3个条件必须写全才得分 A 公司的合同欺诈导致工某在违背真实意思表示的情况下订立合同。（1分） 合同无效/可撤销。 （1分） ③根据消费者权益保护法， （1分） 必须有消费者法律字样，“保护法”等不给分 A公司提供服务时有欺诈行为/侵犯了消费者知情权、公平交易权、自主选择权（1分） 法院应支持退还票款310元和三倍赔偿的诉讼请求。 ④支持王某的诉讼请求，有助于 维护消费者的合法权益， 引导电商企业规范经营/有利丁规范企业诚信经营， 规范网络消费市场秩序， 持续优化网络消费环境， 促进数字经济持续健康发展/维护司法权威/维护社会公平正义/弘扬社会主义核心价值观。 （2分） 20（8分）答案变通说明 从四段材料四个特点分别加以回答，最后进行总结。,,accept_high,题面/设问明确《法律与生活》。
