suite_id,year,district,stage,suite_name,question_no,question_type,source_question_file,question_source_role,source_rubric_file,evidence_type,rubric_match_method,answer,answer_source,question_excerpt,rubric_excerpt,notes,curation_status,curation_reason
2024_东城_一模_001,2024,东城,一模,2024东城一模,9,choice,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,9.张某因房屋产权纠纷，向人民法院提起物权确认之诉，人民法院依法判决涉案房屋 归张某所有。下列说法正确的是 A. 张某应尽快办理房产登记，以免影响物权变动 B.该案所涉的他物权对应着物的使用价值 C.涉案房产与占地，二者法律关系的内容一致 D.张某对于房屋的物权自一审判决宣告时生效 高三思想政治 第3页（共10页） [ocr page 4],,missing_exact_rubric_block,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2024_朝阳_二模_003,2024,朝阳,二模,2024朝阳二模,11,choice,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,"11. 小李父母名下有一套房产,其母 2018 年去世,未立遗嘱。 小李的外祖父母 2020 年去 世,舅舅在世。 小李父亲 2022 年去世,去世前立下遗嘱,将名下房产由小李继承。 此 后,小李携父亲遗嘱到公证处,欲办理该套房产的继承手续。 对此,下列说法正确的是 ①小李父亲拥有的房产份额按照遗嘱全部由小李继承 ②小李无需取得其舅舅的同意,就可以取得该房产的全部产权 ③小李母亲去世后,其名下房产份额依法定继承规定,一般应当均等分配 ④小李外祖父母去世后,小李以第二顺序继承人身份可继承相应房产份额 A. ①② B. ①③ C. ②④ D. ③④",,missing_exact_rubric_block,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2024_朝阳_二模_003,2024,朝阳,二模,2024朝阳二模,12,choice,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,"12. 刘某和张某在某场地进行羽毛球比赛。 比赛中刘某举拍防守未果,被羽毛球击中右 眼,右眼视力受损严重。 刘某遂诉至法院,要求张某赔偿多项费用。 一审法院判决驳 回刘某诉讼请求,二审法院维持原判。 关于本案,下列说法正确的是 A. 本次诉讼中,刘某和张某都有委托辩护人、申请回避和上诉的权利 B. 自诉人刘某可就张某的行为向法院提起诉讼,追究张某的刑事责任 C. 刘某提起的诉讼属于解决平等主体之间的民事权利和义务纠纷的民事诉讼 D. 刘某不服二审裁判,可以请求启动审判监督程序或向上一级法院提出上诉",,missing_exact_rubric_block,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2024_丰台_二模_009,2024,丰台,二模,丰台二模,5,choice,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,5.《中华人民共和国消费者权益保护法实施条例》将于2024年7月1日起施行。部分内容 如下： 《中华人民共和国消费者权益保护法实施条例》 第一条 根据《中华人民共和国消费者权益保护法》等法律，制定本条例。 第三条 国家加大消费者合法权益保护力度，建立和完善经营者守法、行业自律、消费者参与、 政府监管和社会监督相结合的消费者权益保护共同治理体系。 第四条 国家统筹推进消费环境建设，营造安全放心的消费环境，增强消费对经济发展的基础 性作用。 以上规定能够 ①促使经营者依法、诚信经营，切实维护消费者合法权益 ②强化政府保护消费者权益的工作职责，加大监督检查和执法力度 ③及时查处侵害消费者合法权益的行为，避免消费投诉、举报 ④营造更加安全、公平的消费环境，确保消费规模的扩大 A. ①② B.①④ C. ②③ D.③④,,missing_exact_rubric_block,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2024_丰台_二模_009,2024,丰台,二模,丰台二模,6,choice,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,paper,,missing,no_exact_qno_block,,,6.“一函两书”制度是由最高人民检察院和中华全国总工会联合提出的一种制度，旨在通 过工会及相关单位提醒用人单位落实好劳动法律法规或纠正其违法劳动用工行为。“一 函”即工会劳动法律监督提示函，“两书”即工会劳动法律监督意见书和工会劳动法律 监督建议书。“一函两书”制度有利于 ①提高协作配合质效，推动构建和谐劳动关系 ②构建起全链条的保障体系，促进用人单位规范健康发展 ③加强源头预防，通过多种方式保障劳动者合法权益 ④强化检察机关和工会组织的检察监督职能，促进化解劳动纠纷 A. ①② B. ①③ C.②④ D.③④,,missing_exact_rubric_block,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2024_石景山_一模_011,2024,石景山,一模,石景山一模,11,choice,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,paper,,missing,no_exact_qno_block,,,11．买家赵某连续多年在某牙膏旗舰店购买了多支“专业蛀牙修复”牙膏，因最终未达到商家宣传疗效反而导致自己错失口腔疾病最佳治疗时间而将商家诉至法院，请求 判决商家承担价款的三倍赔偿责任，以及自己看牙的医疗费损失。法院最终判决商 家赔偿其三倍价款，驳回了赵某要求商家赔偿医疗费用的诉讼请求。以下理解正确的是 ①商家虚假宣传行为侵犯了赵某作为消费者的知情权、自主选择权及安全消费权利 ②由于涉案双方之间存在买卖合同关系，商家应当承担三倍惩罚性赔偿的违约责任 ③牙膏不属于医疗器械、药品的范围，商家构成欺诈行为，应承担惩罚性赔偿责任 ④赵某如不能证明其牙病的发生与涉案产品间存在因果关系需承担举证不能的责任 A．①② B．①④ C．②③ D．③④,,missing_exact_rubric_block,defer_answer_missing,选择题像选必二，但答案未锁定，暂不生成正式错项。
2024_石景山_一模_011,2024,石景山,一模,石景山一模,17,subjective,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,paper,,missing,no_exact_qno_block,,,17．（8 分） 2023 年 12 月 28 日，北京市第三中级人民法院终审公开宣判北京甲环保公司与四川乙发电公司合同纠纷一案，该案系北京市首例碳排放权交易纠纷案件。 【基本案情】 2021 年12 月，乙公司就采购碳排放配额发布比选公告，甲公司向其进行报价，内容具体明确，并承诺：如未依约履行，乙公司可另行购买等量的碳排放配额；如有差价， 由甲公司补足。乙公司经过比选确认甲公司中标，并向其送达了中标通知。此后，甲公 司明确表示不再履行合同，在此情况下，乙公司另行与第三方公司签订合同，以高于甲 公司所报交易单价的价格购买了相应碳排放配额，由此产生差价，故乙公司诉至法院， 要求甲公司向其支付差价款 289 万余元及相应利息。 【法院判决】 一审法院经审理，认为甲乙两公司就涉案碳排放配额采购事项成立合同关系，且该合同合法有效。判决甲公司向乙公司支付碳排放配额采购差价款289 万余元及相应利息。一审后，甲公司不服判决，向北京三中院提起上诉。北京三中院经审理后作出终审判决： 驳回上诉，维持原判。 运用法律知识，结合案情，说明甲乙两公司合同成立的理由，并从民法基本原则角 度阐述该司法判决的意义。,,missing_exact_rubric_block,defer_needs_rubric,题面像选必二，但正式细则或题号块未锁定。
2024_石景山_一模_011,2024,石景山,一模,石景山一模,18,subjective,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,paper,,missing,no_exact_qno_block,,,18．（13 分） 为弘扬新时代“枫桥经验”，助力社会矛盾纠纷在法治轨道上得到解决，石景山法 院在巩固深化党建法治共建机制的基础上，推出“一米法庭”项目。“一米法庭”中“一米”音同“益民”，取“有益人民”之意，一米之距，代表法院与群众距离贴近，传递 “一套桌椅、一米见方，努力化解纠纷”的工作理念。要从三个方面把“一米法庭”打 造为坚持和践行新时代“枫桥经验”的“枫”景线。 （1）结合材料，运用《政治与法治》知识，分析“一米法庭”项目如何使群众真正 获益。（7 分） 在街道、社区及行业特设组织中设立的“一米法庭”项目，通过数字化技术，线上与线下相结合，提供调解指导、诉讼服务、基层治理、普法宣传功能，是一站式多元解纷的最小支点。 2023 年7 月特大暴雨灾害发生后，涉灾纠纷频发。 “我们社区的业主李先生家因房屋漏雨，与物业公司起了矛盾。这次暴雨前气象部门早有预警，经调查发现物业公司并没有提前加强巡检，也没有采取措施加固房顶以及做好防水处理，理应赔偿。但物业认为这次雨太大，是天灾，可以免责。业主说我们调解达成的协议也不算数，准备到法院起诉，认为走诉讼程序才是最优选择。现在该怎么办呢？”社区刚担任人民调解员的老刘通过“一米法庭”求助法官，希望能够提供 专业指导，将矛盾化解在基层。 （2）假如你是法官，请结合材料，运用法治知识，为老刘提供专业指导。（6 分）,,missing_exact_rubric_block,defer_mixed_module,含非选必二显性设问，同时有法律材料，需拆分小问后再决定。
2024_西城_一模_012,2024,西城,一模,西城一模,18,subjective,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,paper,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,formal_or_scoring_source,exact_qno_block_priority_110,,,18．（8分） 【基本案情】郭某与刘某是夫妻关系，刘某于2022年去世。二人育有子女四人，现郭某年已九十，由小女儿照顾，郭某起诉要求另外三子支付赡养费，其中郭某每月有退休金五千余元，大儿子居住在外地，二儿子肢体残疾，三儿子表示郭某现有收入并不需要子女支付赡养费。 一审法院认为郭某尚不存在生活困难的情形，故对于郭某的请求未予支持。郭某提起上诉。二审法院审理期间，三个儿子前往郭某住处探望老人，老人表达希望儿子多来陪伴的想法。二审法院虽未支持老人要求抚养费的主张，但基于老人渴望子女陪伴的意愿，向郭某的三个儿子发出了《督促履行义务告知书》，要求其常回家看看，多与老人沟通交流，让老人感受到家人的温暖，安享晚年。 【模拟庭审】某班学生参考此案二审，组织了一场模拟庭审活动。 镜头一 学生甲：上诉人申请书记员小袁回避，因为 。 镜头二 学生乙：“我是被上诉人郭某的三儿子的辩护人。《中华人民共和国民法典》第一千零六十七条规定，成年子女不履行赡养义务的，缺乏劳动能力或者生活困难的父母，有要求成年子女给付赡养费的权利。郭某现有收入并不需要子女支付赡养费……” （1）在镜头一的横线上填写申请回避的适当理由。（1分） （2）镜头二中有一处明显错误，将它找出来并改正。（1分） （3）运用法治知识，谈谈对二审法院向郭某的三个儿子发出《督促履行义务告知书》的认识。（6分）,18．（8分） （1）依据诉讼法规定的回避制度，当书记员有下列情形之一的，当事人有权申请其回避：是本案当事人或者当事人、诉讼代理人近亲属的；与本案有利害关系的；与本案当事人、诉讼代理人有其他关系（比如师生、同学、朋友等），可能影响对案件公正审理的。书记员接受当事人、诉讼代理人请客送礼，或者违反规定会见当事人、诉讼代理人的，当事人有权要求他们回避。考生可选择上述情形之一作答。（1分） 答案示例一：书记员小袁是被上诉人郭某三儿子的学生。 答案示例二：书记员小袁是被上诉人郭某二儿子的朋友。 （2）错误：辩护人。改为：诉讼代理人。（1分） （3）成年子女对父母有赡养的义务。（1分）赡养父母，要求子女经济上供养父母、生活上照料父母、精神上慰藉父母，照顾父母的特殊需要，使父母幸福安度晚年。（2分，五选二） 郭某的三个儿子都是成年人，应履行精神上慰藉父亲的义务。二审法院向郭某的三个儿子发出《督促履行义务告知书》是保护郭某的合法权益，引导郭某的儿子孝老敬亲，（1分，多选一）传承中华传统美德，践行社会主义核心价值观，发挥法律对道德建设的促进作用。（2分，多选一） 细则： 精神上慰藉父亲的义务，变通：敬老义务（责任） 保护郭某的合法权益，替换：满足老人的需求 中华传统美德，变通：中华优秀传统文化 发挥法律对道德建设的促进作用，替换：坚持法治与德治的统一；发挥法律的规范作用，道德的教化作用 如答出：维护社会公平正义；营造敬老爱老社会氛围；促进家庭和谐。也可给2分 本小题答一句以上的，至少给1分。半句的不算 【附中版补充】 义务：1（义务）+2 意义：1（权利）+2（弘扬社会主义核心价值观；守法和公序良俗原则；德治法治相结合等） 酌情赋分（1分）：以事实为根据，以法律为准绳。,,defer_mixed_module,法律材料与非选必二模块混在同一题段，需人工拆分或复核。
2024_西城_二模_013,2024,西城,二模,西城二模,11,choice,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,paper,,missing,no_exact_qno_block,B,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,11．H省第一公立小学旧址位于J县内，为该省文物保护单位。但J县文化和旅游局对该旧址一直未采取有效措施加强监督管理，致使其建筑面临损毁灭失的风险。J县人民检察院提起公益诉讼，请求判令J县文化和旅游局履行文物监管职责。J县人民法院查明事实后依法作出一审判决，责令被告J县文化和旅游局继续履行对H省第一公立小学旧址的监管职责。在这起案件中 ① J 县文化和旅游局应当提供证据证明其行为的合法性 ②法庭辩论和宣告判决是整个诉讼过程中最重要的环节 ③人民法院应当严格按照民事诉讼法规定的程序进行审理 ④ J 县文化和旅游局可以在一审判决书下达后15日内提起上诉 A．①② B．①④ C．②③ D．③④ 12．2018年王某因个人做生意的需要，向朋友借款3万元，一直未还。2020年王某和赵某登记结婚。2021年，赵某基于遗嘱继承了父亲指定给她的房子。现在，王某和赵某感情破裂，准备协议离婚。王某表示，他这两年炒股所用的本金10万元是他的工资奖金，因此炒股所得的5万元收益属于自己的“私房钱”，不是夫妻共同财产。下列观点正确的是 A．王某所欠的3万元是其个人债务，而非夫妻共同债务 B．炒股本金10万元属于王某个人财产，炒股所得的5万元收益属于夫妻共同财产 C．赵某继承其父房子的时间因在婚姻关系存续期间，房子属于夫妻共同财产 D．应将王某和赵某的所有财产加在一起，离婚时平均分配，一人一半,,missing_exact_rubric_block,defer_mixed_module,法律材料与非选必二模块混在同一题段，需人工拆分或复核。
