file_name,line_no,zone,pattern_label,severity,action,line_excerpt
02_full_baodian_v8.md,5,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,语料口径：boundary-patched 53 道主观题；37 PASS，11 PASS_RECOVERED，5 OPEN_OR_REFERENCE。  
02_full_baodian_v8.md,6,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,使用原则：学生先学动作，教师再看证据；OPEN_OR_REFERENCE 只作参考运行，不支撑核心节点。
02_full_baodian_v8.md,15,student_body,第.*页,P0,rewrite_or_move_to_teacher_evidence,2. 再背第四章学生版一页框架。
02_full_baodian_v8.md,72,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0137_2025_昌平_二模_20_02、R_CC0137_2025_昌平_二模_20_03、R_CC0137_2025_昌平_二模_20_05。  
02_full_baodian_v8.md,77,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0137_2025_昌平_二模_20_04、R_CC0137_2025_昌平_二模_20_07。  
02_full_baodian_v8.md,82,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0137_2025_昌平_二模_20_08 至 R_CC0137_2025_昌平_二模_20_12。  
02_full_baodian_v8.md,91,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0137_2025_昌平_二模_20_15、M_CC0137_2025_昌平_二模_20_17。  
02_full_baodian_v8.md,92,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0137_2025_昌平_二模_20_02、R_CC0137_2025_昌平_二模_20_03、R_CC0137_2025_昌平_二模_20_05。  
02_full_baodian_v8.md,97,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0137_2025_昌平_二模_20_16。  
02_full_baodian_v8.md,98,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0137_2025_昌平_二模_20_04、R_CC0137_2025_昌平_二模_20_07。  
02_full_baodian_v8.md,103,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0137_2025_昌平_二模_20_20 至 M_CC0137_2025_昌平_二模_20_24。  
02_full_baodian_v8.md,104,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0137_2025_昌平_二模_20_08 至 R_CC0137_2025_昌平_二模_20_12。  
02_full_baodian_v8.md,155,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0238_2026_东城_二模_19_M17_01。  
02_full_baodian_v8.md,160,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0238_2026_东城_二模_19_M17_02、R_CC0238_2026_东城_二模_19_M17_03。  
02_full_baodian_v8.md,165,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0238_2026_东城_二模_19_M17_04、R_CC0238_2026_东城_二模_19_M17_05。  
02_full_baodian_v8.md,174,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0238_2026_东城_二模_19_05。  
02_full_baodian_v8.md,175,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0238_2026_东城_二模_19_M17_01。  
02_full_baodian_v8.md,180,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0238_2026_东城_二模_19_07、M_CC0238_2026_东城_二模_19_08。  
02_full_baodian_v8.md,181,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0238_2026_东城_二模_19_M17_02、R_CC0238_2026_东城_二模_19_M17_03。  
02_full_baodian_v8.md,186,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0238_2026_东城_二模_19_06。  
02_full_baodian_v8.md,187,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0238_2026_东城_二模_19_M17_04、R_CC0238_2026_东城_二模_19_M17_05。  
02_full_baodian_v8.md,237,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0305_2026_海淀_一模_18_3_P02。  
02_full_baodian_v8.md,242,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0305_2026_海淀_一模_18_3_P02。  
02_full_baodian_v8.md,247,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0305_2026_海淀_一模_18_3_P03。  
02_full_baodian_v8.md,257,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0305_2026_海淀_一模_18_3_P01。  
02_full_baodian_v8.md,262,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0305_2026_海淀_一模_18_3_P01、M_CC0305_2026_海淀_一模_18_3_P02。  
02_full_baodian_v8.md,263,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0305_2026_海淀_一模_18_3_P02。  
02_full_baodian_v8.md,268,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0305_2026_海淀_一模_18_3_P03。  
02_full_baodian_v8.md,269,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0305_2026_海淀_一模_18_3_P03。  
02_full_baodian_v8.md,319,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0054_2024_石景山_一模_17_M17_01。  
02_full_baodian_v8.md,324,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0054_2024_石景山_一模_17_M17_02、R_CC0054_2024_石景山_一模_17_M17_03。  
02_full_baodian_v8.md,329,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0054_2024_石景山_一模_17_M17_04 至 R_CC0054_2024_石景山_一模_17_M17_06。  
02_full_baodian_v8.md,338,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0054_2024_石景山_一模_17_02、M_CC0054_2024_石景山_一模_17_03。  
02_full_baodian_v8.md,339,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0054_2024_石景山_一模_17_M17_01。  
02_full_baodian_v8.md,344,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0054_2024_石景山_一模_17_04。  
02_full_baodian_v8.md,345,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0054_2024_石景山_一模_17_M17_02、R_CC0054_2024_石景山_一模_17_M17_03。  
02_full_baodian_v8.md,350,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0054_2024_石景山_一模_17_05 至 M_CC0054_2024_石景山_一模_17_09。  
