source_id,path,sha256,size_bytes,mtime,role,status,notes
SRC_DOCX_001,/Users/wanglifei/Desktop/选必一宝典-飞哥正志讲堂.docx,876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,563322,2026-06-17T15:15:32+08:00,locked_desktop_original,ACTIVE,User explicitly requested returning to the desktop original file.
SRC_RUBRIC_2026_SHIJINGSHAN_ERMO_Q18,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/细则/石景山区高三政治第二次模拟考试答案评分细则(1).doc,404f493eede90c04cb04d90cdfa97d468d7df5885b1848699d3d24c53cd32173,44032,2026-05-18T21:19:23+08:00,formal_rubric_for_doc_order_11,ACTIVE,Used in slice 003 merge to qualify ClaudeCode Q0011 claim; extracted text: /Users/wanglifei/Desktop/北京高考政治/新题增补_哲学_选必一_2026-05-18/01_source_packets/texts/2026石景山二模__细则__石景山区高三政治第二次模拟考试答案评分细则(1).txt; Slice 007: extracted lines 49-50 confirm basis 4分 and meaning 4分 for doc_order 32.; Slice 011: lines 49-50 confirm basis 4分 plus significance 4分; no 国际竞争实质 fixed point.; Slice 013: reused for doc_order 63; lines 49-50 confirm 决定性因素/共同利益 basis layer plus meaning layer.; Slice 021: source evidence for doc_order 101-105 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_021/SRC_RUBRIC_2026_SHIJINGSHAN_ERMO_Q18.txt; Slice 023: source evidence for doc_order 111-115 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_023/SRC_RUBRIC_2026_SHIJINGSHAN_ERMO_Q18.txt; Slice 035: rubric lines 49-50 confirm Q18 basis4+meaning4 and two-market/economic-transition meaning branch for doc_order 174.
SRC_RUBRIC_2026_HAIDIAN_ERMO_Q20_COMMENTARY,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf,c2f6013f0e13fcbe848bf114d1df7e06c12b48542597cd6a357840137638daa3,90283098,2026-05-18T21:23:07+08:00,commentary_scoring_table_for_doc_order_16_and_36,ACTIVE,Slice 004: rendered page 81 shows Q20(2) prompt; rendered page 82 shows 7-point scoring table; text extraction cache in 05_source_backcheck.; Slice 008: rendered pages page-081/page-082 and visual lines 5-14 confirm doc_order 36 7分短评; common interests are one optional necessary-knowledge point.
SRC_RUBRIC_2025_FANGSHAN_YIMO_Q18,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,17cdecfbd774ee7902feb4494c59cdd2f944a217046b51205283bcf1c9ed0ca3,245221,2026-04-23T17:05:58+08:00,formal_rubric_for_doc_order_17,ACTIVE,"Slice 004: extracted lines 98-103 confirm 4+3+1 scoring chains.; Slice 011: lines 95-100 confirm Q18(2) 4+3+1 structure and first chain beginning with 国际竞争的实质.; Slice 030: rubric lines 95-100 confirm 4+3+1 structure, high-level opening/basic opening policy, non-replaceable open-world-economy and UN-frame points for doc_order 148."
SRC_RUBRIC_2026_SHUNYI_YIMO_Q21,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,de758e5e79500dd06e08fd5c9bb4ddc1a7dfcd46546912d0b3a0c989fda7e724,119656,2026-04-23T17:00:01+08:00,scoring_pptx_for_doc_order_18,ACTIVE,Slice 004: extracted lines 550-556 confirm 国政经角度 2分.
SRC_RUBRIC_2026_FENGTAI_QIMO_Q21,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,dbc93cbfd3a93eff18a74e571039c91200fc062aa0d4465449a94a8a469d09fa,10715348,2026-04-23T17:02:47+08:00,formal_level_rubric_for_doc_order_19,ACTIVE,Slice 004: extracted pages 53-62 confirm level grading and optional knowledge angles.
SRC_TEACHER_2026_HAIDIAN_QIZHONG_Q22,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,11cac42f979196cd879bb2d88efd7984e64cc0c19cdb57cbe1b0a6121ae13e3c,262700,2026-04-23T17:03:09+08:00,teacher_reference_answer_for_doc_order_20,ACTIVE,Slice 004: extracted prompt and reference answer for Q22(1); not a formal fixed scoring split.
SRC_RUBRIC_2026_TONGZHOU_YIMO_Q19,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/细则/26 通州一模评标.pdf,7100a8d418c6747d2d80d4cc83813f8622589640882ebd92f5e09fbb29fb3e5e,1769056,2026-05-18T21:24:14+08:00,formal_rubric_for_doc_order_66,ACTIVE,"Slice 014: lines 160-192 confirm Q19 4+4 structure and optional knowledge list for doc_order 66.; Slice 025: reused for doc_order 123; lines 160-192 confirm 4+4 structure, cap rules, and optional knowledge list."
SRC_RUBRIC_2026_XICHENG_QIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/细则/细则.pdf,54715a1e650d940e1470d8348f9c4cfaaa4a92cb983965a022b2fae5049ca1a4,2838973,2026-04-23T17:04:41+08:00,formal_scoring_reference_for_doc_order_22_and_42,ACTIVE,"Slice 005: rendered pages 4-5 confirm role/practice 2分, why 3分, effects 3分; Slice 009: same-source visual pages 4-5 confirm doc_order 42 2+3+3 and 共同利益 as one 1分 why item"
SRC_RUBRIC_2024_HAIDIAN_ERMO_Q18_DOCX,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,227192d22e10241b73c445e7ab168c6f7317999c99d908aa84621a38b0b544e7,535443,2026-04-23T17:09:44+08:00,formal_scoring_text_for_doc_order_23_and_41,ACTIVE,Slice 005: extracted Q18(1) broad available angles; no named point for 霸权主义/强权政治 found; Slice 009: lines 51-53 confirm broad Q18(1) essay angles for doc_order 41; common interests are not fixed scoring
SRC_RUBRIC_2025_DONGCHENG_ERMO_Q20,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,606dbae1d5ce3e59c8daef227c8b797cfbda2b7f90b8c9e07f47654af13e1cc2,327662,2026-04-23T17:07:10+08:00,formal_rubric_for_doc_order_24,ACTIVE,"Slice 005: extracted pages 4-5 confirm background 2分, spirit 4分, action 2分.; Slice 007: reused formal PDF; lines 165-177 confirm background/spirit/action 2+4+2 for doc_order 33."
