suite_id,year,district,stage,file_path,file_type,source_type,question_range,status,notes
202404各区一模试题分类（按模块）,2024,,一模,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修1.docx,docx,classification-archive,,inventory-only,cache_text=14501f7fbb96e038_2024届各区一模试题分类汇编必修1.txt;cache_render=;gpt_md=14501f7fbb96e038_2024届各区一模试题分类汇编必修1.md
202404各区一模试题分类（按模块）,2024,,一模,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修2 .docx,docx,classification-archive,,inventory-only,cache_text=3965bc306d35c89f_2024届各区一模试题分类汇编必修2.txt;cache_render=;gpt_md=3965bc306d35c89f_2024届各区一模试题分类汇编必修2.md
202404各区一模试题分类（按模块）,2024,,一模,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修3.docx,docx,classification-archive,,inventory-only,cache_text=b2adb9acbea55152_2024届各区一模试题分类汇编必修3.txt;cache_render=;gpt_md=b2adb9acbea55152_2024届各区一模试题分类汇编必修3.md
202404各区一模试题分类（按模块）,2024,,一模,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编必修4.docx,docx,classification-archive,,inventory-only,cache_text=3423b62eb032b5df_2024届各区一模试题分类汇编必修4.txt;cache_render=;gpt_md=3423b62eb032b5df_2024届各区一模试题分类汇编必修4.md
202404各区一模试题分类（按模块）,2024,,一模,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必1.docx,docx,classification-archive,,inventory-only,cache_text=0f4414a153ba94c0_2024届各区一模试题分类汇编选必1.txt;cache_render=;gpt_md=0f4414a153ba94c0_2024届各区一模试题分类汇编选必1.md
202404各区一模试题分类（按模块）,2024,,一模,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必2.docx,docx,classification-archive,,inventory-only,cache_text=c22ac0d594c5a7bb_2024届各区一模试题分类汇编选必2.txt;cache_render=;gpt_md=c22ac0d594c5a7bb_2024届各区一模试题分类汇编选必2.md
202404各区一模试题分类（按模块）,2024,,一模,C:\Users\Administrator\Desktop\2024各区模拟题\其他材料\202404各区一模试题分类（按模块）\2024届各区一模试题分类汇编选必3.doc,doc,classification-archive,,inventory-only,cache_text=4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.txt;cache_render=;gpt_md=4b25cddd4dc2992d_2024届各区一模试题分类汇编选必3.md
2024海淀期中,2024,海淀,期中,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\细则\2024海淀期中细则.pdf,pdf,rubric,,inventory-only,cache_text=fee5258a9b7359d5_2024海淀期中细则.txt;cache_render=;gpt_md=fee5258a9b7359d5_2024海淀期中细则.md
2024海淀期中,2024,海淀,期中,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024海淀期中\试卷\海淀区2024～2025学年第一学期期中练习政治试题.pdf,pdf,paper,,inventory-only,cache_text=16c75dff224a222c_海淀区2024_2025学年第一学期期中练习政治试题.txt;cache_render=;gpt_md=16c75dff224a222c_海淀区2024_2025学年第一学期期中练习政治试题.md
2024朝阳期中,2024,朝阳,期中,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标2.docx,docx,rubric,,inventory-only,cache_text=92a268ce852f6944_2024.11期中政治朝阳评标2.txt;cache_render=;gpt_md=92a268ce852f6944_2024.11期中政治朝阳评标2.md
2024朝阳期中,2024,朝阳,期中,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\其他材料\2024.11期中政治朝阳评标docx.docx,docx,rubric,,inventory-only,cache_text=0f8ea3bbe2629d2f_2024.11期中政治朝阳评标docx.txt;cache_render=;gpt_md=0f8ea3bbe2629d2f_2024.11期中政治朝阳评标docx.md
2024朝阳期中,2024,朝阳,期中,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\细则\2024朝阳期中细则.rtf,rtf,rubric,,inventory-only,cache_text=25b6e8c2207d9d9e_2024朝阳期中细则.txt;cache_render=;gpt_md=25b6e8c2207d9d9e_2024朝阳期中细则.md
2024朝阳期中,2024,朝阳,期中,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题(1).pdf,pdf,paper,,inventory-only,cache_text=0a50f76fd1e1c50f_202411朝阳高三政治_期中1试题_1.txt;cache_render=;gpt_md=0a50f76fd1e1c50f_202411朝阳高三政治_期中1试题_1.md
2024朝阳期中,2024,朝阳,期中,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区期中\2024朝阳期中\试卷\202411朝阳高三政治 期中1试题.pdf,pdf,paper,,inventory-only,cache_text=0a50f76fd1e1c50f_202411朝阳高三政治_期中1试题.txt;cache_render=;gpt_md=0a50f76fd1e1c50f_202411朝阳高三政治_期中1试题.md
2024顺义思政二模,2024,顺义,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx,docx,rubric,,inventory-only,cache_text=f986728ea555a6ed_2024顺义思政二模细则.txt;cache_render=;gpt_md=f986728ea555a6ed_2024顺义思政二模细则.md
2024顺义思政二模,2024,顺义,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\试卷\20240318顺义思政二模试题（定）.docx,docx,paper,,inventory-only,cache_text=33010f3bed39e275_20240318顺义思政二模试题_定.txt;cache_render=;gpt_md=33010f3bed39e275_20240318顺义思政二模试题_定.md
2024西城二模,2024,西城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pdf,pdf,marking-report,,inventory-only,cache_text=0699487fb8104837_西城东城二模选择题讲评.txt;cache_render=;gpt_md=0699487fb8104837_西城东城二模选择题讲评.md
2024西城二模,2024,西城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pptx,pptx,marking-report,,inventory-only,cache_text=5253381d5b61a9ec_西城东城二模选择题讲评.txt;cache_render=;gpt_md=5253381d5b61a9ec_西城东城二模选择题讲评.md
2024西城二模,2024,西城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\高三模拟测试思想政治答案.docx,docx,objective-answer-key,,inventory-only,cache_text=85ebe0578ce81b18_高三模拟测试思想政治答案.txt;cache_render=;gpt_md=85ebe0578ce81b18_高三模拟测试思想政治答案.md
2024西城二模,2024,西城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\细则\2024西城二模细则.docx,docx,rubric,,inventory-only,cache_text=f2e1772f20ed2085_2024西城二模细则.txt;cache_render=;gpt_md=f2e1772f20ed2085_2024西城二模细则.md
2024西城二模,2024,西城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\试卷\高三模拟测试思想政治试卷.docx,docx,paper,,inventory-only,cache_text=0dbd7271f7bf108d_高三模拟测试思想政治试卷.txt;cache_render=;gpt_md=0dbd7271f7bf108d_高三模拟测试思想政治试卷.md
2024海淀二模,2024,海淀,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\其他材料\高三二模：政治答案(2).docx,docx,objective-answer-key,,inventory-only,cache_text=8f109fb09efc0c6a_高三二模_政治答案_2.txt;cache_render=;gpt_md=8f109fb09efc0c6a_高三二模_政治答案_2.md
2024海淀二模,2024,海淀,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\细则\2024海淀二模细则.docx,docx,rubric,,inventory-only,cache_text=227192d22e10241b_2024海淀二模细则.txt;cache_render=;gpt_md=227192d22e10241b_2024海淀二模细则.md
2024海淀二模,2024,海淀,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三二模：政治试题（以PDF为准）(1).docx,docx,paper,,inventory-only,cache_text=13d454fdd813a039_高三二模_政治试题_以PDF为准_1.txt;cache_render=;gpt_md=13d454fdd813a039_高三二模_政治试题_以PDF为准_1.md
2024海淀二模,2024,海淀,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三政治：二模试题（海）(1).pdf,pdf,paper,,inventory-only,cache_text=5355283f436e3229_高三政治_二模试题_海_1.txt;cache_render=;gpt_md=5355283f436e3229_高三政治_二模试题_海_1.md
