suite_id,year,district,stage,file_path,file_type,source_type,question_range,status,notes
2024_unknown_district_unknown_stage,2024,,,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,docx,paper,,inventory-only,metadata_needs_review
2024_unknown_district_unknown_stage,2024,,,/Users/wanglifei/Desktop/2024模拟题/北京及2024各区《经济与社会》考题-wlf.pdf,pdf,paper,,inventory-only,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx,docx,module-classification,,inventory-only,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修2 .docx,docx,module-classification,,inventory-only,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx,docx,module-classification,,inventory-only,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修4.docx,docx,module-classification,,inventory-only,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必1.docx,docx,module-classification,,inventory-only,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必2.docx,docx,module-classification,,inventory-only,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编选必3.doc,doc,module-classification,,inventory-only,metadata_needs_review
2024_unknown_district_一模,2024,,一模,/Users/wanglifei/GaokaoPolitics/2024各区模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx,docx,module-classification,,duplicate-or-drift,exact_duplicate_of=/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修1.docx; metadata_needs_review
