source_id,path,sha256,size_bytes,mtime_epoch,type,status,text_extract
SRC_RUBRIC_2026_HAIDIAN_ERMO_Q20_COMMENTARY,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf,c2f6013f0e13fcbe848bf114d1df7e06c12b48542597cd6a357840137638daa3,90283098,1779110587.0,pdf,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/SRC_RUBRIC_2026_HAIDIAN_ERMO_Q20_COMMENTARY.txt
SRC_RUBRIC_2025_FANGSHAN_YIMO_Q18,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,17cdecfbd774ee7902feb4494c59cdd2f944a217046b51205283bcf1c9ed0ca3,245221,1776935158.0,pdf,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/SRC_RUBRIC_2025_FANGSHAN_YIMO_Q18.txt
SRC_RUBRIC_2026_SHUNYI_YIMO_Q21,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,de758e5e79500dd06e08fd5c9bb4ddc1a7dfcd46546912d0b3a0c989fda7e724,119656,1776934801.0,pptx,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/SRC_RUBRIC_2026_SHUNYI_YIMO_Q21.txt
SRC_RUBRIC_2026_FENGTAI_QIMO_Q21,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026丰台期末/细则/细则.pdf,dbc93cbfd3a93eff18a74e571039c91200fc062aa0d4465449a94a8a469d09fa,10715348,1776934967.0,pdf,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/SRC_RUBRIC_2026_FENGTAI_QIMO_Q21.txt
SRC_COMMENTARY_2026_HAIDIAN_QIZHONG_Q22,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/其他材料/期中讲评20251106.pdf,e65381bd22912637421c0d9922f3617428c82204555954e7b760cea9c7fe6cb9,83737967,1776935388.0,pdf,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/SRC_COMMENTARY_2026_HAIDIAN_QIZHONG_Q22.txt
SRC_TEACHER_2026_HAIDIAN_QIZHONG_Q22,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026海淀期中/试卷/试卷.docx,11cac42f979196cd879bb2d88efd7984e64cc0c19cdb57cbe1b0a6121ae13e3c,262700,1776934989.0,docx,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/SRC_TEACHER_2026_HAIDIAN_QIZHONG_Q22.txt
SRC_EXAM_2026_XICHENG_YIMO_Q20_2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,795b221243cdf7b62b7199bf41649f11c1e749c2c9199b3afbe13b6489e1dc61,4178588,1776935078.0,docx,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_EXAM_2026_XICHENG_YIMO_Q20_2.txt
SRC_RUBRIC_2026_XICHENG_YIMO_Q20_2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,22206a780a1503a6d8a61a86f8f18a8c5cfac2d7cb1851a84e668d8dd356eae0,21457,1776935079.0,docx,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2026_XICHENG_YIMO_Q20_2.txt
SRC_EXAM_2025_CHAOYANG_ERMO_Q21,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,6009b3f19a33a729602d7a5bc5b6c8ca2b59ed1392c6c753df7d14695ce84d5e,704674,1776935189.0,pdf,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_EXAM_2025_CHAOYANG_ERMO_Q21.txt
SRC_RUBRIC_2025_CHAOYANG_ERMO_Q21,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,73c36c3077dced724eb48b81aec7492e8e5ac59a7f72d7fb729d3581ea3fb5e8,29885,1776935190.0,docx,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2025_CHAOYANG_ERMO_Q21.txt
SRC_EXAM_2026_YANQING_YIMO_Q19_2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,cc91930411716013bd6f2388cdd62ec95ccd6409a6328abd732df10553726e41,694178,1776935043.0,pdf,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_EXAM_2026_YANQING_YIMO_Q19_2.txt
SRC_RUBRIC_2026_YANQING_YIMO_Q19_2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,2e0f67df1ab78a60dccde6bec64faee10f32e14f8feed1c53959d700e5c8afcb,24071,1776935044.0,docx,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2026_YANQING_YIMO_Q19_2.txt
SRC_EXAM_2026_MENTOUGOU_YIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,e84e6bbdd89889788d65b9e10336673c02fbe30f450617204af1a41d5136b711,1288180,1776935127.0,pdf,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_EXAM_2026_MENTOUGOU_YIMO_Q20.txt
SRC_RUBRIC_2026_MENTOUGOU_YIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,89313bd871502cf49c53f220152183ae2ba55a2dd906afe5e8553f1a91d1f155,23845,1776935080.0,docx,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2026_MENTOUGOU_YIMO_Q20.txt
SRC_EXAM_2024_DONGCHENG_YIMO_Q20,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,74cdfac9253763bf12c9443d036ebbeab12693ba7015a2f335d19ccfcab6d96b,12078779,1776935561.0,pdf,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_EXAM_2024_DONGCHENG_YIMO_Q20.txt
SRC_RUBRIC_2024_DONGCHENG_YIMO_Q20,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,4b2073bcc9e26f626b49b66dd6e0c64ec93650292d50719806830d7aea9fa3ce,18611296,1776935574.0,pptx,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2024_DONGCHENG_YIMO_Q20.txt
SRC_EXAM_2024_XICHENG_ERMO_Q17,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,0dbd7271f7bf108d41417b2ffdd3f36dcd86ac93c99fe18a42b1bfee5565c0fc,483636,1776935436.0,docx,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_021/SRC_EXAM_2024_XICHENG_ERMO_Q17.txt
SRC_RUBRIC_2024_XICHENG_ERMO_Q17,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,f2e1772f20ed20857c70e184b124244b55717f04354f46c8f6d2ec91206a2f50,50023,1776935429.0,docx,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_021/SRC_RUBRIC_2024_XICHENG_ERMO_Q17.txt
SRC_EXAM_2026_SHIJINGSHAN_ERMO_Q18,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/试卷/2026北京石景山高三二模政治（教师版）.docx,00b61bbb2c75b4bed90f34f4d93bcc91168d2b05a597a20a0fc3964bacbe5c6c,258696,1779110367.0,docx,EXTRACTED,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_021/SRC_EXAM_2026_SHIJINGSHAN_ERMO_Q18.txt
