source_id,path,sha256,size_bytes,mtime,role,extract_path,text_extract_source
SRC_EXAM_2026_XICHENG_YIMO_Q20_2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,795b221243cdf7b62b7199bf41649f11c1e749c2c9199b3afbe13b6489e1dc61,4178588,2026-04-23T17:04:38+08:00,exam_prompt_for_doc_order_96_reused_text_from_slice010,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_EXAM_2026_XICHENG_YIMO_Q20_2.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_010/SRC_EXAM_2026_XICHENG_YIMO_Q20_2.txt
SRC_RUBRIC_2026_XICHENG_YIMO_Q20_2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,22206a780a1503a6d8a61a86f8f18a8c5cfac2d7cb1851a84e668d8dd356eae0,21457,2026-04-23T17:04:39+08:00,formal_rubric_for_doc_order_96_reused_text_from_slice010,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2026_XICHENG_YIMO_Q20_2.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_010/SRC_RUBRIC_2026_XICHENG_YIMO_Q20_2.txt
SRC_EXAM_2025_CHAOYANG_ERMO_Q21,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,6009b3f19a33a729602d7a5bc5b6c8ca2b59ed1392c6c753df7d14695ce84d5e,704674,2026-04-23T17:06:29+08:00,exam_prompt_for_doc_order_97_reused_text_from_slice019,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_EXAM_2025_CHAOYANG_ERMO_Q21.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_019/SRC_EXAM_2025_CHAOYANG_ERMO_Q21.txt
SRC_RUBRIC_2025_CHAOYANG_ERMO_Q21,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,73c36c3077dced724eb48b81aec7492e8e5ac59a7f72d7fb729d3581ea3fb5e8,29885,2026-04-23T17:06:30+08:00,formal_rubric_for_doc_order_97_reused_text_from_slice019,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2025_CHAOYANG_ERMO_Q21.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_019/SRC_RUBRIC_2025_CHAOYANG_ERMO_Q21.txt
SRC_EXAM_2026_YANQING_YIMO_Q19_2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/试卷/试卷.pdf,cc91930411716013bd6f2388cdd62ec95ccd6409a6328abd732df10553726e41,694178,2026-04-23T17:04:03+08:00,exam_prompt_for_doc_order_98_reused_text_from_slice013,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_EXAM_2026_YANQING_YIMO_Q19_2.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_013/SRC_EXAM_2026_YANQING_YIMO_Q19_2.txt
SRC_RUBRIC_2026_YANQING_YIMO_Q19_2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,2e0f67df1ab78a60dccde6bec64faee10f32e14f8feed1c53959d700e5c8afcb,24071,2026-04-23T17:04:04+08:00,formal_rubric_for_doc_order_98_reused_text_from_slice013,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2026_YANQING_YIMO_Q19_2.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_013/SRC_RUBRIC_2026_YANQING_YIMO_Q19_2.txt
SRC_EXAM_2026_MENTOUGOU_YIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/试卷/试卷.pdf,e84e6bbdd89889788d65b9e10336673c02fbe30f450617204af1a41d5136b711,1288180,2026-04-23T17:05:27+08:00,exam_prompt_for_doc_order_99_reused_text_from_slice014,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_EXAM_2026_MENTOUGOU_YIMO_Q20.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_014/SRC_EXAM_2026_MENTOUGOU_YIMO_Q20.txt
SRC_RUBRIC_2026_MENTOUGOU_YIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026门头沟一模/细则/细则.docx,89313bd871502cf49c53f220152183ae2ba55a2dd906afe5e8553f1a91d1f155,23845,2026-04-23T17:04:40+08:00,formal_rubric_for_doc_order_99_reused_text_from_slice014,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2026_MENTOUGOU_YIMO_Q20.txt,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_014/SRC_RUBRIC_2026_MENTOUGOU_YIMO_Q20.txt
SRC_EXAM_2024_DONGCHENG_YIMO_Q20,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,74cdfac9253763bf12c9443d036ebbeab12693ba7015a2f335d19ccfcab6d96b,12078779,2026-04-23T17:12:41+08:00,exam_prompt_for_doc_order_100_vision_ocr_from_original_pdf,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_EXAM_2024_DONGCHENG_YIMO_Q20.txt,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/ocr_absorbed/2024_东城_一模.txt
SRC_RUBRIC_2024_DONGCHENG_YIMO_Q20,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,4b2073bcc9e26f626b49b66dd6e0c64ec93650292d50719806830d7aea9fa3ce,18611296,2026-04-23T17:12:54+08:00,formal_rubric_for_doc_order_100_from_pptx_text,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2024_DONGCHENG_YIMO_Q20.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/030_Users_wanglifei_Desktop_2024模拟题_2024东城一模_细则_细则.pptx.txt
