relative_path,bytes,sha256,recorded_at
00_最新交付/选必一6.1终极版_Claude美化最终版_学生版_带水印_20260603.docx,472474,4ea262aa1f45ee6e42feb7900811b0e990447c7fb6dac4f0dec1e1374e5c7f2e,2026-06-03T20:14:41
01_选必一_版本迭代/选必一6.1最终版.docx,303285,98d3a7d0de2b66cd5c41a3ab14753c1a489ff81b0a58c9eb7819ad47e32b74aa,2026-06-03T20:14:41
01_选必一_版本迭代/选必一6.1最终版_三维报告修订版_带水印.docx,271614,9520e6261e52e01ae09a7df55fa38f80276a1366ee50db3431cdc5179c5f8b2b,2026-06-03T20:14:41
01_选必一_版本迭代/选必一6.1最终版_三维报告修订版_带水印.pdf,5387968,2fa781a9d32c88714df1c400582e3863a78c3ae4be6d2e6489572da1e3895cec,2026-06-03T20:14:41
01_选必一_版本迭代/选必一6.1最终版_三维报告修订版_正文融合_带水印.docx,271614,9520e6261e52e01ae09a7df55fa38f80276a1366ee50db3431cdc5179c5f8b2b,2026-06-03T20:14:41
01_选必一_版本迭代/选必一6.1最终版_三维报告修订版_正文融合_带水印.pdf,5387968,2fa781a9d32c88714df1c400582e3863a78c3ae4be6d2e6489572da1e3895cec,2026-06-03T20:14:41
01_选必一_版本迭代/选必一6.1最终版_复审修订版_带水印.docx,269722,e170384c3ceac5ccad5e2750c1fc1134a967a1b28f6bf5957dd9de79742be708,2026-06-03T20:14:41
01_选必一_版本迭代/选必一6.1最终版_复审修订版_带水印.pdf,5361286,9a87c44afaa5c784b04e337a8bc528d1f3d89858271887c4833f34c806c005b8,2026-06-03T20:14:41
01_选必一_版本迭代/选必一6.1最终版_带水印.docx,230671,b1cf99c36f8576734b63fec208975601d13202b3c095e955cff9eade37653bc4,2026-06-03T20:14:41
01_选必一_版本迭代/选必一6.1最终版_带水印.pdf,4693577,fffbe6f403b17e8a0131de4435ef26bcd22e4af6051ce38883d5919881515553,2026-06-03T20:14:41
01_选必一_版本迭代/选必一6.1最终版_第17轮终审通过_带水印_20260603.docx,267526,5e2452a2af4c3613933909d9a64c3d19ed247742106d826a5cb931eea7b25029,2026-06-03T20:14:41
01_选必一_版本迭代/选必一6.1最终版_第17轮终审通过_带水印_20260603.pdf,9122685,205953bd10211fc46c8fc882c6c106973b0f39e75738bc2c24ea3cead4098e55,2026-06-03T20:14:41
