source_id,path,sha256,size_bytes,mtime,role,extract_path,text_extract_source
SRC_EXAM_2025_XICHENG_ERMO_Q19_2,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,06c08602a2f5c20b87d80e19d16f44954ffac7f4c0442ae03fcb35d5153064f3,971063,2026-04-23T17:07:08+08:00,exam_prompt_for_doc_order_136_reused_from_slice027,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_028/SRC_EXAM_2025_XICHENG_ERMO_Q19_2.txt,reused slice_027
SRC_RUBRIC_2025_XICHENG_ERMO_Q19_2,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,cfb0f19ef38aafd7b6376a003734f11398ff25ed6be60e6a22ffc145d4aad78e,43967,2026-04-23T17:07:02+08:00,formal_rubric_for_doc_order_136_reused_from_slice027,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_028/SRC_RUBRIC_2025_XICHENG_ERMO_Q19_2.txt,reused slice_027
SRC_EXAM_2026_SHIJINGSHAN_YIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/试卷/试卷.pdf,0d4a5cd29c2e69615b523f3c9a7d0170dcc7a1e3362e8e1e1f68ab6c2cd7a2de,701385,2026-04-23T17:04:14+08:00,exam_prompt_for_doc_order_137_reused_from_slice027,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_028/SRC_EXAM_2026_SHIJINGSHAN_YIMO_Q20.txt,reused slice_027
SRC_RUBRIC_2026_SHIJINGSHAN_YIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,78d97b669465d8a5bf5290a80e0c500f202c2ee8aa2e7bf6ed082a1be6a57ef3,61440,2026-04-23T17:04:08+08:00,formal_rubric_for_doc_order_137_reused_from_slice027,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_028/SRC_RUBRIC_2026_SHIJINGSHAN_YIMO_Q20.txt,reused slice_027
SRC_EXAM_2026_CHAOYANG_QIMO_Q20_OCR,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/试卷/试卷.pdf,e1a49527cb4c175f3de69c5cb429216b35938f336f1417fd9df9d955c3e98399,11974231,2026-04-23T17:03:39+08:00,exam_prompt_and_material_for_doc_order_138_from_existing_ocr_cache,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_028/SRC_EXAM_2026_CHAOYANG_QIMO_Q20_OCR.txt,existing OCR cache from claudecode_lane_B
SRC_RUBRIC_2026_CHAOYANG_QIMO_Q20_VISUAL,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,487b2d15b3a3ac2b14567989edfb4195dd3f776437ec0853a7bd39a5a700859a,1423094,2026-04-23T17:03:00+08:00,formal_rubric_visual_for_doc_order_138_reused_from_slice014,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_028/SRC_RUBRIC_2026_CHAOYANG_QIMO_Q20_VISUAL.txt,reused slice_014 visual transcription
SRC_RUBRIC_2026_CHAOYANG_QIMO_Q20_CACHE_FROM_SAME_SOURCE,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,487b2d15b3a3ac2b14567989edfb4195dd3f776437ec0853a7bd39a5a700859a,1423094,2026-04-23T17:03:00+08:00,formal_rubric_ocr_cache_for_doc_order_138_reused_from_slice014,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_028/SRC_RUBRIC_2026_CHAOYANG_QIMO_Q20_CACHE_FROM_SAME_SOURCE.txt,existing OCR cache same source
SRC_EXAM_2026_DONGCHENG_YIMO_Q19_3,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,0dafc181e82eb031dae6bc668d9e0f91cb614dfbc09cb48711d5c97a93b7a195,945774,2026-04-23T17:00:39+08:00,exam_prompt_for_doc_order_139_reused_from_slice015,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_028/SRC_EXAM_2026_DONGCHENG_YIMO_Q19_3.txt,reused slice_015
SRC_RUBRIC_2026_DONGCHENG_YIMO_Q19_3,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,aa63045ae37602583ef2bf7afc1560f16cef636850303c9db9d8b92e35a7c4f6,6794799,2026-04-23T17:01:09+08:00,formal_rubric_for_doc_order_139_reused_from_slice015,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_028/SRC_RUBRIC_2026_DONGCHENG_YIMO_Q19_3.txt,reused slice_015
SRC_EXAM_2026_XICHENG_ERMO_Q19_2,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,21ae4c2f7aee5465aaab52ff719c252f035ce39bbf34927bcacb1d15e0e695d5,317572,2026-05-18T21:19:32+08:00,exam_prompt_and_reference_answer_for_doc_order_140_from_existing_text_cache,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_028/SRC_EXAM_2026_XICHENG_ERMO_Q19_2.txt,existing text cache from 新题增补
