suite_id,suite_name,checked_file,status,reason,next_action
S001,2024海淀一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S002,2024西城一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S003,2024东城一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S004,2024朝阳一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S005,2024丰台一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S006,2024石景山一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S007,2024门头沟一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S008,2024海淀二模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S009,2024西城二模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S010,2024东城二模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S011,2024朝阳二模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S012,2024丰台二模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S013,2024顺义思政二模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S014,2024海淀期中,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
S015,2024朝阳期中,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2024 report; then verify evidence level and row-level excerpts.
