row_id,doc_order,entry_id,bucket,sub_bucket,core_point,question_ref,question_title,start_block_id,end_block_id,field_checked,audit_status,codex_finding,claudecode_finding,evidence_pointer,next_action
A00001,1,Q0001,时代背景,机遇,和平与发展仍是时代主题,2026通州期末Q20,2026通州期末Q20,61,73,术语/核心采分点,NEEDS_FIX,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,blocks:61-73; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00002,1,Q0001,时代背景,机遇,和平与发展仍是时代主题,2026通州期末Q20,2026通州期末Q20,61,73,完整设问,PASS,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,blocks:61-73; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00003,1,Q0001,时代背景,机遇,和平与发展仍是时代主题,2026通州期末Q20,2026通州期末Q20,61,73,细则位置,NEEDS_FIX,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,blocks:61-73; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00004,1,Q0001,时代背景,机遇,和平与发展仍是时代主题,2026通州期末Q20,2026通州期末Q20,61,73,来源,NEEDS_FIX,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,blocks:61-73; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00005,1,Q0001,时代背景,机遇,和平与发展仍是时代主题,2026通州期末Q20,2026通州期末Q20,61,73,材料触发,PASS,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,blocks:61-73; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00006,1,Q0001,时代背景,机遇,和平与发展仍是时代主题,2026通州期末Q20,2026通州期末Q20,61,73,答案句,PASS,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,blocks:61-73; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00007,1,Q0001,时代背景,机遇,和平与发展仍是时代主题,2026通州期末Q20,2026通州期末Q20,61,73,同类项合并,PENDING_BOOK_LEVEL,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,blocks:61-73; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00008,1,Q0001,时代背景,机遇,和平与发展仍是时代主题,2026通州期末Q20,2026通州期末Q20,61,73,模块边界,PASS,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,ClaudeCode: NEEDS_FIX; 缺独立术语和细则位置；同题组六点与用户确认方向一致，但来源类型/证据层级和逐点分值不可完全回溯。Codex agrees.,blocks:61-73; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00009,2,Q0002,时代背景,机遇,和平与发展仍是时代主题,2025海淀期中Q21,2025海淀期中Q21(2),74,82,术语/核心采分点,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,blocks:74-82; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00010,2,Q0002,时代背景,机遇,和平与发展仍是时代主题,2025海淀期中Q21,2025海淀期中Q21(2),74,82,完整设问,PASS,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,blocks:74-82; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00011,2,Q0002,时代背景,机遇,和平与发展仍是时代主题,2025海淀期中Q21,2025海淀期中Q21(2),74,82,细则位置,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,blocks:74-82; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00012,2,Q0002,时代背景,机遇,和平与发展仍是时代主题,2025海淀期中Q21,2025海淀期中Q21(2),74,82,来源,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,blocks:74-82; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00013,2,Q0002,时代背景,机遇,和平与发展仍是时代主题,2025海淀期中Q21,2025海淀期中Q21(2),74,82,材料触发,PASS,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,blocks:74-82; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00014,2,Q0002,时代背景,机遇,和平与发展仍是时代主题,2025海淀期中Q21,2025海淀期中Q21(2),74,82,答案句,PASS,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,blocks:74-82; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00015,2,Q0002,时代背景,机遇,和平与发展仍是时代主题,2025海淀期中Q21,2025海淀期中Q21(2),74,82,同类项合并,PENDING_BOOK_LEVEL,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,blocks:74-82; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00016,2,Q0002,时代背景,机遇,和平与发展仍是时代主题,2025海淀期中Q21,2025海淀期中Q21(2),74,82,模块边界,PASS,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 用户确认图片表格细则未转写，同题组以答案链训练呈现，不可替代正式细则。Codex agrees.,blocks:74-82; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00017,3,Q0003,时代背景,机遇,和平与发展仍是时代主题,2024海淀二模Q18,2024海淀二模Q18(1)多极化世界中的民主与全球治理,83,92,术语/核心采分点,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,blocks:83-92; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00018,3,Q0003,时代背景,机遇,和平与发展仍是时代主题,2024海淀二模Q18,2024海淀二模Q18(1)多极化世界中的民主与全球治理,83,92,完整设问,PASS,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,blocks:83-92; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00019,3,Q0003,时代背景,机遇,和平与发展仍是时代主题,2024海淀二模Q18,2024海淀二模Q18(1)多极化世界中的民主与全球治理,83,92,细则位置,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,blocks:83-92; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00020,3,Q0003,时代背景,机遇,和平与发展仍是时代主题,2024海淀二模Q18,2024海淀二模Q18(1)多极化世界中的民主与全球治理,83,92,来源,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,blocks:83-92; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00021,3,Q0003,时代背景,机遇,和平与发展仍是时代主题,2024海淀二模Q18,2024海淀二模Q18(1)多极化世界中的民主与全球治理,83,92,材料触发,PASS,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,blocks:83-92; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00022,3,Q0003,时代背景,机遇,和平与发展仍是时代主题,2024海淀二模Q18,2024海淀二模Q18(1)多极化世界中的民主与全球治理,83,92,答案句,PASS,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,blocks:83-92; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00023,3,Q0003,时代背景,机遇,和平与发展仍是时代主题,2024海淀二模Q18,2024海淀二模Q18(1)多极化世界中的民主与全球治理,83,92,同类项合并,PENDING_BOOK_LEVEL,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,blocks:83-92; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00024,3,Q0003,时代背景,机遇,和平与发展仍是时代主题,2024海淀二模Q18,2024海淀二模Q18(1)多极化世界中的民主与全球治理,83,92,模块边界,PASS,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 等级题角度/可用角度未标正式来源和证据层级，和平与发展非固定赋分项。Codex agrees.,blocks:83-92; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00025,4,Q0004,时代背景,机遇,和平与发展仍是时代主题,2025延庆一模Q20,"2025延庆一模Q20(2)外交部发言人回应""脱钩断链""",93,104,术语/核心采分点,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,blocks:93-104; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00026,4,Q0004,时代背景,机遇,和平与发展仍是时代主题,2025延庆一模Q20,"2025延庆一模Q20(2)外交部发言人回应""脱钩断链""",93,104,完整设问,PASS,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,blocks:93-104; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00027,4,Q0004,时代背景,机遇,和平与发展仍是时代主题,2025延庆一模Q20,"2025延庆一模Q20(2)外交部发言人回应""脱钩断链""",93,104,细则位置,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,blocks:93-104; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00028,4,Q0004,时代背景,机遇,和平与发展仍是时代主题,2025延庆一模Q20,"2025延庆一模Q20(2)外交部发言人回应""脱钩断链""",93,104,来源,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,blocks:93-104; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00029,4,Q0004,时代背景,机遇,和平与发展仍是时代主题,2025延庆一模Q20,"2025延庆一模Q20(2)外交部发言人回应""脱钩断链""",93,104,材料触发,PASS,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,blocks:93-104; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00030,4,Q0004,时代背景,机遇,和平与发展仍是时代主题,2025延庆一模Q20,"2025延庆一模Q20(2)外交部发言人回应""脱钩断链""",93,104,答案句,PASS,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,blocks:93-104; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00031,4,Q0004,时代背景,机遇,和平与发展仍是时代主题,2025延庆一模Q20,"2025延庆一模Q20(2)外交部发言人回应""脱钩断链""",93,104,同类项合并,PENDING_BOOK_LEVEL,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,blocks:93-104; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00032,4,Q0004,时代背景,机遇,和平与发展仍是时代主题,2025延庆一模Q20,"2025延庆一模Q20(2)外交部发言人回应""脱钩断链""",93,104,模块边界,NEEDS_FIX,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 四角度×2分未标正式来源，且高质量发展/高水平对外开放需标必修二边界。Codex agrees.,blocks:93-104; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00033,5,Q0005,时代背景,机遇,和平与发展仍是时代主题,2024西城二模Q19,2024西城二模Q19中国答案的国际关系新思路,105,113,术语/核心采分点,NEEDS_FIX,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,blocks:105-113; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00034,5,Q0005,时代背景,机遇,和平与发展仍是时代主题,2024西城二模Q19,2024西城二模Q19中国答案的国际关系新思路,105,113,完整设问,PASS,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,blocks:105-113; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00035,5,Q0005,时代背景,机遇,和平与发展仍是时代主题,2024西城二模Q19,2024西城二模Q19中国答案的国际关系新思路,105,113,细则位置,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,blocks:105-113; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00036,5,Q0005,时代背景,机遇,和平与发展仍是时代主题,2024西城二模Q19,2024西城二模Q19中国答案的国际关系新思路,105,113,来源,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,blocks:105-113; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00037,5,Q0005,时代背景,机遇,和平与发展仍是时代主题,2024西城二模Q19,2024西城二模Q19中国答案的国际关系新思路,105,113,材料触发,PASS,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,blocks:105-113; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00038,5,Q0005,时代背景,机遇,和平与发展仍是时代主题,2024西城二模Q19,2024西城二模Q19中国答案的国际关系新思路,105,113,答案句,NEEDS_FIX,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,blocks:105-113; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00039,5,Q0005,时代背景,机遇,和平与发展仍是时代主题,2024西城二模Q19,2024西城二模Q19中国答案的国际关系新思路,105,113,同类项合并,PENDING_BOOK_LEVEL,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,blocks:105-113; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00040,5,Q0005,时代背景,机遇,和平与发展仍是时代主题,2024西城二模Q19,2024西城二模Q19中国答案的国际关系新思路,105,113,模块边界,PASS,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,ClaudeCode: LOW_EVIDENCE/NEEDS_FIX; 和平与发展是总判断替代项却作主条目，证据层级未标，答案落点偏角度说明。Codex agrees.,blocks:105-113; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Use formal rubric/source evidence to repair or keep low-evidence; do not treat current text as final.
A00041,6,Q0006,时代背景,机遇,和平与发展仍是时代主题,2025丰台期末Q20,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,114,123,术语/核心采分点,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE; 同题组形态接近正式评标且分值自洽，但缺来源类型/正式细则登记；缺独立术语和细则位置。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 同题组形态接近正式评标且分值自洽，但缺来源类型/正式细则登记；缺独立术语和细则位置。Codex agrees.,blocks:114-123; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Return to formal rubric/source evidence; repair fields or preserve low-evidence/blocker status. Do not treat current same-question group as final rubric.
A00042,6,Q0006,时代背景,机遇,和平与发展仍是时代主题,2025丰台期末Q20,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,114,123,完整设问,PASS,ClaudeCode: LOW_EVIDENCE; 同题组形态接近正式评标且分值自洽，但缺来源类型/正式细则登记；缺独立术语和细则位置。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 同题组形态接近正式评标且分值自洽，但缺来源类型/正式细则登记；缺独立术语和细则位置。Codex agrees.,blocks:114-123; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Return to formal rubric/source evidence; repair fields or preserve low-evidence/blocker status. Do not treat current same-question group as final rubric.
A00043,6,Q0006,时代背景,机遇,和平与发展仍是时代主题,2025丰台期末Q20,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,114,123,细则位置,LOW_EVIDENCE,ClaudeCode: LOW_EVIDENCE; 同题组形态接近正式评标且分值自洽，但缺来源类型/正式细则登记；缺独立术语和细则位置。Codex agrees.,ClaudeCode: LOW_EVIDENCE; 同题组形态接近正式评标且分值自洽，但缺来源类型/正式细则登记；缺独立术语和细则位置。Codex agrees.,blocks:114-123; source_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Return to formal rubric/source evidence; repair fields or preserve low-evidence/blocker status. Do not treat current same-question group as final rubric.
