question_id,year,district,exam_stage,question_no,evidence_status,真实设问,真实材料核心,主入口,副入口,主材料触发_1,主材料触发_2,主材料触发_3,禁止命中,答案骨架,飞哥想说,最终处理
CC0019_2024_朝阳_一模_19,2024,朝阳,一模,19,PASS,结合材料，运用《法律与生活》知识，分析诚信原则对促进社会主义市场经济健康发展的积极作用。,民法典第七条确立诚信原则。镜头一：A公司依约供货，B公司长期拖欠货款，法院判令B公司付清欠款并支付逾期违约金。镜头二：购物中心用“码上诚信”公开商户信用信息，消费者因商家信用、商品质量和售后服务而放心消费。,问法律原则的现实作用,合同诚信履行；经营者诚信经营,B公司收货后长期拖欠货款 → 合同当事人应按约全面履行、遵循诚信原则 → 规范民事主体行为，维护守约方合法权益,法院判令支付欠款和违约金 → 司法可依据诚信原则定分止争 → 维护公平正义和诚信市场秩序,“码上诚信”公开商户信用信息、消费者放心消费 → 经营者依法诚信经营 → 保护消费者合法权益，促进守法诚信经营者发展,只写道德诚信|只写全面依法治国|乱套消费者欺诈和惩罚性赔偿,先写民法典诚信原则是社会主义市场经济中民事活动的重要规则。 / 再用合同拖欠货款说明诚信原则约束合同履行、保护守约方。 / 最后用码上诚信说明经营者诚信经营能保护消费者权益、维护健康市场秩序。,这题不是背“诚信”两个字，是把诚信原则落到合同履行、司法定分止争和消费者放心消费三条线上。,v12回填
CC0051_2024_海淀_期中_21_1,2024,海淀,期中,21,PASS_RECOVERED,运用法治知识，对小海的观点进行评析。,1950年婚姻法确立婚姻自由、一夫一妻、保护妇女儿童权益；其中离婚共同债务不足时规定“由男方清偿”。民法典婚姻家庭编规定离婚时夫妻共同债务应共同偿还，共同财产不足或财产归各自所有的，由双方协议清偿，协议不成由人民法院判决。小海认为1950年规定不合理，民法典规定才符合良法要求。,评析观点,婚姻家庭法律变迁；良法评析,1950年婚姻法废除封建家庭制度、保护妇女儿童 → 法律要符合当时国情和社会实际 → 不能简单否定其历史进步性,“由男方清偿”与现代夫妻平等保护不完全一致 → 良法要随着社会发展回应公平正义要求 → 小海看到问题有合理性,民法典规定夫妻共同债务共同偿还、协议不成由法院判决 → 平等保护夫妻双方合法权益 → 民法典规定更符合新时代良法要求,一句话判“1950年错误”|只写科学立法空话|脱离两则法条谈必修三,先表态：小海观点有合理之处，但不能脱离历史条件全盘否定1950年婚姻法。 / 再比较：1950年规定符合当时废除封建婚姻制度的需要，民法典规定更体现平等保护和权利义务统一。 / 最后落点：良法要从实际出发并随时代发展完善，维护婚姻家庭关系中的公平正义。,评析题别急着站队。先说“片面”，再把两个时代的法条各放回自己的时代。,v12回填
CC0077_2025_东城_一模_19,2025,东城,一模,19,PASS,阅读材料，完成下表。,三个案例：家装合同逾期后诉讼调解解决；医院与柳某培训协议、服务期未满辞职后申请返还违约金被仲裁驳回；顾氏三兄弟照顾孤寡老人并申请指定遗产管理人，最终获得部分遗产分配。,完成表格 / 一格一链,纠纷解决；劳动权利义务；遗产管理,家装合同逾期进入诉讼程序后法官释法促赔 → 诉讼调解 → 既解法结又解心结，避免损失扩大,医院出资培训、柳某服务期未满辞职又申请返还违约金 → 劳动者权利义务统一、协议有效应守信 → 规范劳动者行为并维护用人单位权益,顾氏三兄弟长期照顾孤寡老人并申请指定遗产管理人 → 事实扶养与遗产管理制度 → 保护财产继承秩序，弘扬友善孝老,把三案都写成法院公正司法|把案件一只写合同违约|把遗产管理写成普通继承口号,案件一填诉讼调解，写低标的争议通过调解化解。 / 案件二写培训协议有效，劳动者应守约，权利义务要统一。 / 案件三写遗产管理制度和事实扶养，落到财产保护与友善孝老。,表格题就是一格一链：空格问什么，只补那一格，不要三案糊成“法治有意义”。,v12回填
CC0084_2025_东城_二模_19,2025,东城,二模,19,PASS,阅读材料，完成下表。,三个案例：13周岁未成年人被经营者大面积文身，法院判退费并赔偿；自媒体无事实依据贬损某公司并造成负面影响，法院判道歉赔偿；平台预订境外客房后预扣房款，消费者不知情且未入住，法院判退还房款。,完成表格 / 一案一原则,人格权益；消费者权益；格式条款,经营者为13周岁未成年人进行大面积文身 → 违反守法和公序良俗，损害未成年人身心利益 → 退费赔偿并保护未成年人健康成长,自媒体无事实依据贬损企业“无赖”“强盗”等 → 侵害名誉/商誉，违反诚信原则 → 公开道歉、赔偿损失，维护良性竞争秩序,平台用预设服务条款预扣房款，消费者不知情且未入住 → 格式条款排除消费者主要权利、违反公平 → 退还房款并规范平台经营,看到平台就写三从属性|看到企业就写经济经营措施|消费者题只写诚信经营,案件一写未成年人保护和公序良俗。 / 案件二写无事实依据贬损造成商誉损害，承担道歉赔偿责任。 / 案件三写格式条款和消费者知情、公平交易，平台不能用提示不清条款强扣款。,这题三案三个按钮：未成年人、公信商誉、格式条款。别一上来都写“诚信”。,v12回填
CC0092_2025_东城_期末_19_1,2025,东城,期末,19,PASS_RECOVERED,遇到的法律问题：____、____。,社区有446辆电动自行车但只有60个充电接口，居民围绕公共区域设置电池充电柜产生分歧：占用绿地、无集中充电设备、消防安全、通行和采光等。学生提出在公共区域设置“车电分离”的电池充电柜方案，资料卡给出消防规定和民法典共有部分用途改变规定。,识别法律问题,共有部分；相邻权；安全责任,公共区域设置电池充电柜 → 改变共有部分用途或利用共有部分经营 → 需要符合法定程序和业主共同决定规则,电动自行车集中充电 → 消防安全与人身财产安全 → 设施须符合消防规定并防范侵权风险,居民担心绿地、通行、采光受影响 → 业主共有权和相邻权 → 方案不能损害其他居民合法权益,只写社区治理协商|只写政府管理|把充电柜方案直接当合理措施,先写本题要找法律问题，不是直接出治理口号。 / 再从共有部分用途、消防安全、人身财产安全和相邻权中选具体问题。 / 最后说明解决分歧要在合法程序和权利边界内协商。,看到小区公共区域，先想“共有部分+相邻权+安全”，别直接跳到基层治理。,v12回填
CC0119_2025_丰台_期末_19,2025,丰台,期末,19,PASS,请运用《法律与生活》相关知识阐释法院的裁判理由。,尹某在购物中心任主管期间违反管理规章，单位结合经营需要调整其岗位。尹某消极怠工、经常无故旷工，经多次提醒仍未改变。购物中心解除劳动合同，尹某诉请支付违法赔偿金，法院驳回其诉讼请求。,问法院裁判理由,劳动纪律；解除劳动合同,尹某违反规章、消极怠工、无故旷工 → 劳动者应完成劳动任务、遵守劳动纪律和职业道德 → 未履行劳动者义务,购物中心多次提醒后仍未改变 → 严重违反用人单位规章制度 → 用人单位可依法解除劳动合同,法院驳回赔偿请求 → 解除行为合法、不构成违法解除 → 保护用人单位合理用工自主权，提醒劳动者权利义务统一,只写劳动者权利|把单位调岗写成单方侵权|空写公平正义,先写劳动者既有权利也有义务。 / 再结合尹某旷工和违反规章说明解除有法律依据。 / 最后写法院驳回赔偿请求，维护合理用工秩序和健康劳动关系。,劳动题别只背“保护劳动者”。劳动者严重违纪时，法律也保护用人单位的合理管理。,v12回填
CC0157_2025_朝阳_期末_20,2025,朝阳,期末,20,PASS,了解案件，分析事实，印证法理，参考示例，完成下表。,案例二：丙公司通过电子地图数据、用户出行数据和实时交通信息，经算法形成“拥堵延时指数”；丁公司用变换IP、伪造浏览器标识等手段抓取数据，并在付费软件中商业化使用。案例三：甲购买旅游门票参加“摇摆桥”，工作人员过度摇晃桥面致甲摔伤住院并构成伤残，甲起诉旅游公司赔偿。,完成裁判要点 / 一案一链,数据不正当竞争；旅游安全保障,丁公司变换IP、伪造浏览器标识抓取“拥堵延时指数”并商业化使用 → 违反反不正当竞争法、损害数据产品权益和市场秩序 → 停止使用、消除影响、赔偿损失,旅游公司工作人员过度摇晃桥面致游客摔伤 → 未尽安全保障义务，行为与损害有因果关系 → 旅游公司承担侵权责任或违约责任并赔偿损失,游客是完全民事行为能力人且参与风险项目 → 自身安全注意义务也进入责任衡量 → 可按过错程度分担责任,把数据产品写成著作权|只写旅游公司有合同|忽略游客自身注意义务,案件二按“不正当手段抓取数据—不正当竞争—停止侵害赔偿”写。 / 案件三按“安全保障义务—过错和因果—侵权/违约责任”写。 / 如果写责任范围，要记得游客自身注意义务可能影响分担。,裁判表别背概念：每个案子都是事实、法律词、责任结果三连。,v12回填
CC0180_2025_海淀_期末_20,2025,海淀,期末,20,PASS,下表列出了《最高人民法院关于适用〈中华人民共和国民法典〉侵权责任编的解释（一）》部分条款。参考示例，完成下表。,最高人民法院围绕民法典侵权责任编重大争议制定解释。题表要求解释两类规则：缺陷产品造成产品自身损害是否纳入产品责任赔偿范围；禁止饲养的烈性犬等危险动物造成损害时，动物饲养人或管理人如何承担责任。,解释法律规则的意义,无过错侵权责任；消费者保护,缺陷产品造成产品自身损害 → 产品责任也可进入赔偿范围，生产者承担无过错侵权责任 → 保护消费者合法权益,禁止饲养的烈性犬等危险动物致害 → 动物饲养人或管理人承担最严格无过错责任 → 不能用无过错等理由免责减责,最高法解释回应审判争议 → 明确裁判规则和责任边界 → 维护生命财产安全和社会秩序,把烈性犬写成过错推定|只写保护消费者不写责任类型|把解释意义写成全面依法治国,第一格写缺陷产品责任：无过错责任，保护消费者。 / 第二格写禁养危险动物致害：最严格无过错责任，强化饲养人责任。 / 最后收束到司法解释明确责任边界、保障生命财产安全。,侵权责任题先判责任类型。责任类型错了，后面意义写得再漂亮也跑偏。,v12回填
CC0189_2025_石景山_一模_20,2025,石景山,一模,20,PASS_RECOVERED,阅读材料，参考示例，完成下表。,案例一：科技公司与电路公司签订集成电路研发委托合同，约定按标准按期交付；被告阶段性产品不达标且进度超期，最终仍未提交达标成果，法院判返还服务费并支付违约金。案例二：“好省”APP上线三年后，被告开发“超好省-省钱助手”，名称图标相近、业务内容相同，造成公众混淆，法院判停止侵权并赔偿。,完成表格 / 法律护航创新,委托合同违约；不正当竞争,研发委托合同约定标准和期限，阶段产品不达标且进度超期 → 不履行或履行不符合约定构成违约 → 返还服务费并支付违约金,“超好省”与“好省”名称图标相近、业务相同，造成混淆 → 构成不正当竞争 → 停止侵权并赔偿损失,集成电路和软件均指向新质生产力 → 合同规则和竞争规则保护创新投入 → 维护市场秩序、营造创新环境,只写保护创新|把软件混淆写成著作权主轴|忽略合同违约事实,案例一按合同违约写：有约定、未达标、超期、担责。 / 案例二按不正当竞争写：近似标识、业务相同、混淆、担责。 / 最后把规则作用落到守约研发、公平竞争和新质生产力。,创新题不能只喊创新。先看用什么法律手段保护创新：合同守约，竞争有序。,v12回填
CC0195_2025_西城_一模_20,2025,西城,一模,20,PASS,结合材料，综合运用经济和法律的知识，说明上述做法能促进社会公平与经济效率的平衡。,全国总工会、人社部等启动集体协商“集中要约行动”，指导工会与企业开展集体协商、签订集体合同；各级工会把工资调整幅度、加班工资基数、劳动定额标准、工资支付办法等作为协商核心议题。,问做法如何平衡公平与效率,集体协商；劳动权益,工会指导企业开展集体协商并签订集体合同 → 通过法定协商机制表达劳动者诉求 → 保护劳动者合法权益、促进社会公平,工资调整、加班工资、劳动定额、工资支付办法进入协商议题 → 明确劳动报酬和劳动条件 → 减少劳动争议，规范企业用工,企业与劳动者形成稳定协商关系 → 兼顾劳动者积极性和企业正常经营 → 促进效率提升与和谐劳动关系,只写经济效率|只写工会政治作用|脱离劳动法写共同富裕套话,先写集体协商是劳动者依法表达利益诉求的机制。 / 再写工资、加班、劳动定额等议题关系劳动者权益和企业管理。 / 最后落到公平保护劳动者、效率稳定企业生产，两者通过协商机制实现平衡。,综合题也要有法律链。这里的法律按钮是集体协商和集体合同，不是泛泛讲分配。,v12回填
