suite_id,year,district,stage,question,question_type,source_type,file_path,sha256,run_text_path,snippet,segment_char_count
2024_unknown_district_unknown_stage,2024,,,19,subjective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"(15分)党的二十大报告指出,要增强国内大循环内生动力和可靠性,提升国际循环质量和水平。 【读数看优势】经过改革开放40多年的发展,我国已拥有14亿多人口,4亿多中等收入群体,全国居民年人均可支配收入近3.7万元。我国有近9亿劳动力,接受高等教育的人口已超过2.4亿,每年新增劳动力超过1500万,新增劳动力平均受教育年限达到14年。 (1)根据材料,运用《经济与社会》知识,概括我国的市场优势,并分析这些优势如何推动国内大循环。(8分) 【答案】: 超大规模市场,人力资源优势突出、人才优势正在形成。 需求牵引供给,超大规模市场促进企业规模生产、产业集聚,深化市场分工,延伸产业链,培育新产业。供给创造需求,扩大人力、人才投入,提高劳动生产率,增加企业利润和劳动者收入,扩大需求。人才投入增加,提高创新能力,改进产品质量,加快新产品开发,增强供给结构对需求变化的适应性和灵活性。实现供给和需求的动态平衡,畅通国内大循环。 【细则】: 第一小问:优势(2分) (1)市场规模巨大/消费市场大/中等收入群体多,1分 (2)人力资源优势明显,1分 第二小问:推导(6分)分两层,每层3分 (1)市场规模大→消费需求旺盛→带动生产发展(写全三个点,得3分) (2)人力资源优势→增加人才投入培养/高素质劳动力(科教兴国/人才强国)→高质量发展(写出三个点得3分) (2022北京高考19(1))",594
2024_unknown_district_unknown_stage,2024,,,19,subjective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"今年以来,为稳定宏观经济和推动经济高质量发展,我国政府出台了一系列调控政策。 材料一 我国实施新的组合式税费支持政策,精准实施对中小微企业、个体工商户减税降费。2022年全年预计退税减税约2.5万亿元。 材料二 我国2022年一般公共预算支出安排26.71万亿元,比上年扩大2万亿元以上。财政部门优化支出结构,优先支持已纳入国家“十四五”规划纲要、重点专项规划的重点项目,适度超前开展基础设施投资,加大对科技攻关、生态环保、基本民生、现代农业等领域及区域重大战略的支持力度。 材料三 4月25日,中国人民银行降低金融机构存款准备金率0.25个百分点,向市场释放长期资金5300亿元。5月15日,中国人民银行和中国银行保险监管委员会调整差别化住房信贷政策。政策出台后,多家银行下调首套房贷款利率。 (1)运用《经济与社会》知识,分析上述材料中的政策工具在稳定宏观经济和推动经济高质量发展方面如何发挥作用。 【答案】: 减税降费减少企业负担,保市场主体,增强企业活力,扩大投资和就业。财政政策扩大政府投资,提高社会总需求;财政支出优化结构,有助于调整产业结构、实现国家战略。降准增加金融机构资金来源,扩大货币供给;降低房贷利率促进房地产和相关行业发展。 【细则】: 三段材料分别对应三层知识,每层3分 知识+材料+分析,逻辑清晰,3分 知识+材料,逻辑不清晰(阐释不到位)2分 罗列知识或堆积材料,1分(如果对料有自己的分析式的表述,无知识,每层最多可得2分) 具体细则: 第一层:结合材料写出减税降费或税收政策;对应知识如减轻企业税费负担/降低企业成本/激发企业活动/增加就业/增强企业竞争力等(写出一点即可)。 第二层:结合材料写出优化支出结构/积极的财政政策/扩大财政支出/财政支出向科技生态等领域倾斜;对应知识如优化产业结构/促进供给侧结构性改革/扩大需求/国家战略/扩大投资/区域协调发展/产业协调发展 第三层:结合材料写出降低存款准备金率/积极的货币政策/差别化信贷政策;对应知识如扩大供给/刺激消费/增加货币供应量/释放资金/激发市场活动/促进房地产或行业发展/增强货币流动性/减轻人民房货负担 若学生没有从三个层次作答,逻列堆砌,例如分了5个6个点,在总分基础上扣2分。 (2021北京高考19)",954
2024_unknown_district_unknown_stage,2024,,,19,subjective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"(8分) 在开放的、相互促进的国内国际双循环的新发展格局下,中国将更加积极地参与国际分,更加有效地融入全球价值链。 全球价值链是指将生产过程分布在两个以上的国家,一国企业专注于特定环节,不生产整个产品。不同国家参与全球价值链的类型可以分为四种:初级产品、初级制造业、先进制造业与服务业、创新活动。参与全球价值链有助于国内资源整合和经济循环,从而促进就业和收入增长。 全球价值链参与类型通常受四方面因素的影响: ◇ 地理位置:地理区位、互联互通条件 ◇ 要素票赋:资本、劳动力、自然资源、技术 ◇ 市场规模:国内市场、国外市场 ◇ 制度质量:合同执行、产权保护、标准认证 1990年至今,中国的全球价值链参与类型从初级制造业攀升至先进制造业与服务业。从以上四方面因素中任选两个,谈谈哪些有针对性的政策措施有助于我国融入更先进的全球价值链。 【答案】: 地理位置:改善道路和港口等贸易基础设施:加强信息和通信技术基础设施建设:加强与周边国家基础设施互联互通等。 要素禀赋:拓宽多种融资渠道:改善营商环境,吸引外国直接投资;重视创新和高技能人才培养等。 市场规模:减少贸易壁垒,放宽市场准入;加大对外直接投资;加强国际合作,寻求和深化贸易协议等。 制度质量:完善经贸法律和规则体系;大力保护知识产权;加强国家对标准的制定、认证和检测能力等。 【细则】: 总的原则: (1)选择出两个方面不得分,围绕选择的两个方面写出4条具体的措施才得分,1条具体措施2分,4条共8分。 (2)只写政策性的词如有学生写发展国际国内双循环、一带一路、改革开放、宏观调控、市场起决定性作用、坚持依法治国、提高劳动者素质等不给分,若政策性词后面有简单分析,但该分析不涉及到具体措施可酌情给1分,涉及到具体影响因子的举措,即针对改影响因子如何做给2分。 (3)极少数同学选择了某一个方面,但是仅围绕这个方面的一个点写了两条措施,假如这2措施写的好也可以得4分。例如有学生选择了市场规模,2条好措施都是围绕国内市场,并没有分析国外市场,也可以得4分。 具体细则: (1)地理位置:地理区位 互联互通条件 学生写出了与周边国家交通便利2分。(有学生写中国处于亚洲的东部,利用一带一路建设加强与沿线国家合作给1分) 发展通讯技术促进互联互通2分。(有学生写发展互联网给1分) (2)要素禀赋:资本、劳动力、自然资源、技术 拓宽融资渠道/政府通过财政政策,减税降费/提高利率,吸引外国直接投资2分 通过教育或技术培训提高劳动者素质2分(写提高劳动者素质这是结果,不是具体的措施给1分) 自然资源需要注意的是我们需要通过提升资源利用率,使用率来给全球价值链进行挂钩。提高自然资源利用效率2分(节约资源、绿色发展、可持续发展给1分) 加大研发投入,创新驱动发展、实现科技创新2分 (3)市场规模:国内市场 国外市场 放宽市场准入/减少贸易壁垒/",1546
2024_unknown_district_unknown_stage,2024,,,20,subjective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"(9分) 人力资本是劳动者积累的知识、技能和健康水平的总和,是一国消除贫困和实现经济可持续增长的重要驱动力。 材料一 教育是积累人力资本的主要途径之一。右图给出了2015年中国1%人口抽样调查中的高等教育覆盖率数据。左纵轴表示各年龄段人口中拥有大专及以上学历者的占比,右纵轴表示城镇和农村地区这一占比的比值。 (1)材料一反映了什么信息?(3分) 材料二 人力资本的个人回报相当丰厚,有研究发现,劳动者的受教育年限每增加一年,劳动收入平均会提高5~15%。但有些家庭受固有观念的束缚,没有意识到人力资本的重要性还有些家庭愿意投资改善健康和教育状况,却可能心有余而力不足。此外,人力资本的社会回报同样不容忽视,提升全社会的人力资本水平有助于促进科技创新、公民参与和社会和谐。 (2)结合材料二,运用《经济生活》知识,谈谈在培育人力资本方面,为什么需要政府发挥重要作用。(6分) 【答案】: (1)高等教育覆盖率不断上升;高等教育覆盖率的城乡差距总体上不断缩小。 (2)市场调节存在盲目性,个人可能由于信息的匮乏和观念的限制,对人力资本的重要性认识不足,需要政府引导。低收入家庭人力资本投资负担较重,需要政府提供补贴和资助,促进社会公平。个人的人力资本投资会忽视或低估其社会回报,因此人力资本投资不能完全由市场调节,需要政府在教育、卫生等方面增加财政投入,以弥补个人投资不足,提升全社会的人力资本水平。 【细则】: (1)上述材料反映了什么信息?(3分) 概括出:高等教育覆盖率提高,高等教育城乡差异缩小。 两点3分,答出一点2分。 只有描述具体的、没有概括只给1分。 图描述1分 +受教育程度提高or人力资本提高1分,+城乡教育差距缩小1分 (2)运用《经济生活》知识说明,在培育人力资本过程中,为什么需要政府发挥作用。(6分) A. 市场经济存在缺陷/具有盲目性,需要政府发挥作用、(宏观调控或发挥职能作用) B. 由于信息和观念的匮乏,缺乏对人才重要性认识,政府要加强引导、宣传。 C. 针对有的家庭经济不足等问题,政府通过发挥财政作用,促进社会公平。 D.通过增加教育、卫生等投入,促进全社会人力资本的发展水平。 答出3个即可得6分。 1-市场调节具有自发性,需要政府的宏观调控。 2-促进社会公平,对经济贫困家庭进行政策支持--心有余而力不足。 3-文化建设职能,加大政府宣传,引导,改变思想的束缚。 4-发挥财政的作用,支持人力资本发展。任意三个点满分。 (2020北京高考17)",1044
2024_unknown_district_unknown_stage,2024,,,17,subjective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"在北京市发展与改革委员会官方网站,可以看到“价格查询”和“价格监测”栏目,点击“价格监测”,出现如下信息: (1)运用《经济生活》知识,说明为什么市发展与改革委员会对这些商品进行价格监测。 【答案】: (1)对蔬菜、粮油、肉蛋等关系民生的生活必需品进行价格监测,可以更好地掌握和传递市场信息,为市场主体提供信息服务,为制定民生保障政策提供依据,更好发挥政府调控经济的作用。 【细则】 (1)发改委为何要对上述商品进行价格监测?4分 发挥政府的宏观调控的作用。(2分 )替代:政府经济建设的职能 价格监测为制定民生政策提供依据。(1分)替代:弥补市场的不足\维护市场秩序\营商环境 为市场主体提供价格信息服务(1分)替代:便于企业和消费者作出决策(大部分学生答不出这一点) (2)继续点击,可看到该网站发布的白萝卜价格信息(上图)。推测白萝卜批发价和零售价差异,农贸零售价和超市零售价差异的经济原因。(6分) 【答案】: (2)批发价和零售价差异的原因:批量购买相对于零星购买价格较低,零售价中还包含了零售商运输、仓储、销售人员工资等商业流通费用和商业利润。 农贸零售价和超市零售价差异的原因:相对于农贸市场零售商,超市进货批量大、渠道广或签订了长期进货协议等,可以降低生产经营成本、市场交易费用,获得较低进货价格;超市销售量更大,单位蔬菜销售分摊成本低;一般而言,农贸市场零售商往往紧邻社区,居民购买蔬菜更为便利,需为这一便利额外付费。 【细则】: (2)萝卜批发价与零售价的价格差异的原因 2分 考虑角度: 成本角度或利润角度。例如:零售的运输、保鲜、仓储的中间成本高; 零售价中包含商业利润 回答:薄利多销 给1分 农贸市场价格高于超市价格的原因 4分 从成本、规模效应、营销策略等角度答出一个,分析到位即可4分;如果只有原理,分析欠妥 2-3分 如下:1.超市进货价较低,交易成本低。",795
2024_unknown_district_unknown_stage,2024,,,2,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"超市进货量大,规模较大,分摊单位商品的成本低。",23
2024_unknown_district_unknown_stage,2024,,,3,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"超市的商品种类丰富,萝卜价格价低吸引消费者,提升整体利润。",29
2024_unknown_district_unknown_stage,2024,,,4,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"农贸市场离社区较近,居民为这一便利付费。 (2020北京高考20) (8分)抗击新冠肺炎疫情的中国行动新观肺炎疫情是新中国成立以来发生的传播速度最快、感染范围最广、防控难度最大的一次重大突发公共卫生事件,对中国是一次危机,也是一次大考。运用《经济生活》知识,完成一下抗疫举措的示意图。 【答案】: 1政府增加医疗公共物品和医疗公共服务的供给,快速满足就医需求,降低疫情扩散速度,为控制疫情提供保障。 2保障抗疫物资质量,稳定价格,维护市场秩序;优化抗疫物资供求结构,提高利用效率。 3为出口企业提供融资,降低出口风险,减轻税收负担,提高出口商品国际竞争力,鼓励企业扩大出口;帮助出口企业开发国内市场,扩大内销;稳定外贸,扩大需求,促进经济稳定。 【细则】: 第一问:满分2分。",338
2024_unknown_district_unknown_stage,2024,,,1,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"答出政府提供公共物品/政府发挥作用/利用政府的宏观调控等,给满分2分。即只要答出“政府”就给满分。",49
2024_unknown_district_unknown_stage,2024,,,2,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"如果没有答出“政府“,但答了优化资源配置(或类似解决资源短缺等),给1 分;答出满足人民需求/降低疫情扩散风险等有结合材料的意识,再给1分。 (此题大部分同学能得满分) 第二问:满分3分",93
