suite_id,year,district,stage,file_path,file_type,source_type,question_range,status,notes
2026朝阳二模,2026,朝阳,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\试卷\2026北京朝阳高三二模政治（教师版）.docx,docx,paper,all,inventory-only,has cached text
2026朝阳二模,2026,朝阳,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026朝阳二模\细则\202605朝阳高三政治二模阅卷细则(1).docx,docx,rubric,subjective,inventory-only,has cached text
2026东城二模,2026,东城,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\试卷\2026北京东城高三二模政治（教师版）.docx,docx,paper,all,inventory-only,has cached text
2026东城二模,2026,东城,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\16.pdf,pdf,rubric,Q16,inventory-only,has cached text
2026东城二模,2026,东城,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\17题评标.pdf,pdf,rubric,Q17,inventory-only,has cached text
2026东城二模,2026,东城,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\18题阅卷细则(5.9).pdf,pdf,rubric,Q18,inventory-only,has cached text
2026东城二模,2026,东城,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\东城二模 19题阅卷细则.pdf,pdf,rubric,Q19,inventory-only,has cached text
2026东城二模,2026,东城,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\20题（1+2）.pdf,pdf,rubric,Q20(1)(2),inventory-only,has cached text
2026东城二模,2026,东城,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\26年东城二模20（3）.pdf,pdf,rubric,Q20(3),inventory-only,has cached text
2026东城二模,2026,东城,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\二模21题细则模版.pdf,pdf,rubric,Q21,inventory-only,has cached text
2026房山二模,2026,房山,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\试卷\2026北京房山高三二模政治（教师版）.pdf,pdf,paper,all,inventory-only,has cached text
2026房山二模,2026,房山,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026房山二模\细则\26房山评标.docx,docx,rubric,subjective,inventory-only,duplicate with (2)
2026丰台二模,2026,丰台,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\试卷\2026北京丰台高三二模政治（教师版）.pdf,pdf,paper,all,inventory-only,has cached text
2026丰台二模,2026,丰台,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\细则\2026丰台区二模主观题阅卷细则(1).pptx,pptx,rubric,subjective,inventory-only,has cached text
2026丰台二模,2026,丰台,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026丰台二模\细则\高三政治答案.docx,docx,reference-answer,subjective,inventory-only,reference only unless confirmed
2026海淀二模,2026,海淀,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026海淀二模\试卷\2026北京海淀高三二模政治（教师版）.docx,docx,paper,all,inventory-only,has cached text
2026海淀二模,2026,海淀,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026海淀二模\细则\26海淀高三政治二模讲评.pdf,pdf,lecture-scoring,subjective,inventory-only,large pdf cached text
2026石景山二模,2026,石景山,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\试卷\2026北京石景山高三二模政治（教师版）.docx,docx,paper,all,inventory-only,has cached text
2026石景山二模,2026,石景山,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026石景山二模\细则\石景山区高三政治第二次模拟考试答案评分细则(1).doc,doc,rubric,subjective,inventory-only,old doc cached text
2026顺义二模,2026,顺义,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模(1).pdf,pdf,paper,all,inventory-only,cached text too short; raw render/OCR likely needed
2026顺义二模,2026,顺义,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模评标.doc,doc,rubric,subjective,inventory-only,has cached text
2026西城二模,2026,西城,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026西城二模\试卷\2026北京西城高三二模政治（教师版）.docx,docx,paper,all,inventory-only,has cached text
2026西城二模,2026,西城,二模,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026西城二模\细则\西城二模评标.pdf,pdf,rubric,subjective,inventory-only,cached text too short; raw render/OCR likely needed

