target_id,suite,qno,source_locator,question_type,section_scope,laneB_result,evidence_level,visual_status,answer_status,rubric_status,reasoning_or_thinking_node,logical_form,rule_slogan,trap_or_boundary,can_enter_fusion,can_enter_student_draft,blocker_reason,notes
Q-2024西城一模-11,2024西城一模,11,"024 lines 62-65; 026 line 6",选择题,推理,B_TARGET_BLOCKED,C-none,BLOCKED_OPTIONS_ARE_IMAGES,answer_confirmed_B_from_key,no_rubric,推理,形式推理图(图片嵌入),形式推理图判断,选项①②③④均为推理图形式（图片嵌入无法从文字提取），答案B虽已确认但选项内容完全无法确认,no,no,选项①②③④全部为图片嵌入无法文字提取，需视觉渲染读取，blocker_visual_options,答案B已从026确认；但无选项内容即无法提取推理陷阱；必须视觉读取024 renders后才能入矩阵
Q-2025海淀二模-12,2025海淀二模,12,"008 scan_blocked; 011 distribution_table_page3",选择题,推理/思维,B_TARGET_BLOCKED,C-none,BLOCKED_PAPER_SCAN,answer_unknown,no_rubric,待定,待定,待定,008 scan_blocked 无法获取选项,no,no,008原卷scan_blocked(char=167)，选项内容无法从任何现有文本提取，需视觉读取renders,011分布表已确认Q12为选必三3分选择题；但具体题目/选项/答案均未知；blocker保持
Q-2025海淀二模-13,2025海淀二模,13,"008 scan_blocked; 011 distribution_table_page3",选择题,推理/思维,B_TARGET_BLOCKED,C-none,BLOCKED_PAPER_SCAN,answer_unknown,no_rubric,待定,待定,待定,008 scan_blocked 无法获取选项,no,no,008原卷scan_blocked(char=167)，选项内容无法从任何现有文本提取，需视觉读取renders,011分布表已确认Q13为选必三3分选择题；具体题目/选项/答案均未知；blocker保持
Q-2025海淀期末-2,2025海淀期末,2,"015 lines 14-18 (options); 015 table7 (answer=C)",选择题,思维/哲学(边界),B_TARGET_CONFIRMED,B-choice-signal,TEXT_ONLY_NOT_VISUAL_RENDERED,answer_confirmed_C_from_paper_key,no_formal_rubric,思维/创新思维+辩证思维,联想思维·辩证思维整体性,②场景迁移=联想同化迁移；③辩证思维整体性,①扬弃(哲学)非选必三；④立足经验(非明确思维方法),conditional_yes_after_scope_decision,no,选项完整（选必三词汇明确），但scope boundary_思维/哲学未经形式解决；答案C已确认,选项②联想思维场景迁移+③辩证思维整体性均为选必三思维部分词汇；答案C=②③从paper answer key确认；boundary仍需scope决策；options无视觉阻塞(docx文字清晰)
Q-2025西城二模-16-2,2025西城二模,16(2),"037 lines 186-191; 038 lines 18-19",主观题,推理,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_paper_key_and_rubric,rubric_confirmed_A_formal,推理/充分条件假言推理,充分条件假言推理·肯定后件,只有P才Q(岩松鼠→红嘴蓝鹊)：肯后不能推前,后件真≠前件真；条件①(勺鸡雕鸮)与岩松鼠无关,yes,no,无blocker；Codex结论已独立确认,4分：结论1分+判断类型1分+规则+分析2分；037原卷题干完整；038细则A-formal；Lane B独立读源确认与Codex完全一致
Q-2025西城二模-16-3,2025西城二模,16(3),"037 lines 192-193; 038 line 22",主观题,思维,B_TARGET_CONFIRMED,A-formal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_from_paper_key_and_rubric,rubric_confirmed_A_formal,思维/创新思维,创新思维·改变创造条件建立新联系,改变具体联系以解决矛盾（调整种植结构等），程序性分+解决方案分+人文关怀分,不是推理题；A/B分类冲突由子问拆分解决（16(2)推理/16(3)创新思维）,yes,no,无blocker；Codex结论已独立确认,4分：程序性1分+解决方案2分+人文关怀生态意识1分；Lane B独立读源确认与Codex完全一致；A/B分类冲突已由子问拆分解决
Q-2025西城二模-7,2025西城二模,7,"037 lines 65-79(题干+选项); 038 line 7 (answer C)",选择题,推理,B_TARGET_CONFIRMED,A-formal,TEXT_ONLY_NOT_VISUAL_RENDERED,answer_confirmed_C_from_rubric,rubric_confirmed_A_formal,推理/演绎+归纳+类比,演绎(甲)·共变/求异(乙)·类比(丙),②乙求异法结论非必然；④可信度甲>乙>丙,①演绎不能"确保结论正确"(依赖前提)；③演绎在科学中不利于新发现（错），yes,no,文字选项完整无需视觉；但未做原PDF渲染对比，建议Batch02做视觉确认后升级为LOCKED,四个选项完整可读(文字提取)；答案C从038 A-formal细则确认；038 answer table：Q7=C；之前L0_BLOCKED因"visual/options"但实际文字清晰
Q-2026丰台一模-Q18-2,2026丰台一模,18(2),"042 scan_blocked; 043 SLIDE35-36 (A-formal)",主观题,推理,B_TARGET_CONFIRMED,A-formal,VISUAL_CONFIRMED_PHASE03_PATCH,answer_confirmed_PASS_TO_FUSION,rubric_confirmed_A_formal,推理/必要条件假言推理+三段论,必要条件假言推理肯定后件式·三段论大项不当扩大,只有P才Q→肯后件有效；三段论前提不周延项结论不得周延,甲：不写演绎推理(扣分)；乙：大中小项识别=先找结论再定大项,yes,no,LOCKED_FOR_FUSION_NO_STUDENT_DRAFT_YET；学生稿门禁由GPT Phase03 gate控制,维持Phase03 LOCKED_FOR_FUSION状态；Lane B已在Phase03确认视觉；043 SLIDE35-36 A-formal完整；suite-level其余题目：042 scan_blocked无法确认choice questions
Q-2026丰台一模-suite,2026丰台一模,PENDING,"042 scan_blocked; 043 partial_text_read",suite_scan,选必三/待定,B_TARGET_NEEDS_VISUAL,C-none,BLOCKED_PAPER_SCAN,answer_unknown_for_choice_qs,partial_rubric_43,待定,待定,待定,042 scan_blocked：无法确认纸上是否有选必三choice题,no,no,042原卷scan_blocked；无法排除存在未发现的选必三选择题；043仅Q18(2)含选必三内容，其余均为哲学/政治,风险：2026丰台一模可能有Q11-Q15范围的选必三推理选择题未被发现；需视觉读取042 renders；这是高优先级的suite-level gap
Q-2026朝阳期中-11,2026朝阳期中,11,"003 lines 130-136; 003 lines 297-326 (answer table)",选择题,推理,B_TARGET_CONFIRMED,B-choice-signal,TEXT_CONFIRMED_NO_VISUAL_BLOCKER,answer_confirmed_A_from_paper_table,no_formal_rubric,推理/三段论,三段论·补大前提,三段论大前提：中项在结论中不出现，须通过前提联系大项小项,错误选项：B(有些...适应)周延性不足；C(有些...不适应)方向错；D(所有...的花卉)混淆主项谓项,yes,no,证据级B-choice-signal（paper answer table非formal rubric）；可入fusion但等formal rubric才能完全locked,答案A从003 paper answer table确认；选项ABCD完整；Lane B独立复核与Codex Patch PATCH_READY_FOR_MATRIX完全一致
