batch,file,line,question,core,grade,landing_hard,interp,landing,raw
1,v5_out_1.txt,6,2026通州期末Q20,和平与发展仍是时代主题,真推理,False,"阐释：真推理（抓住""正逢其时""+四类外部压力并陈，推出支点放在""时代是否需要倡议""，再统摄治理赤字细节，针对本题、可看懂）","落点：OK（对应细则②，与原答案""契合和平与发展时代主题""一致）","· 和平与发展仍是时代主题 | 阐释：真推理（抓住""正逢其时""+四类外部压力并陈，推出支点放在""时代是否需要倡议""，再统摄治理赤字细节，针对本题、可看懂）| 落点：OK（对应细则②，与原答案""契合和平与发展时代主题""一致）"
1,v5_out_1.txt,7,2026通州期末Q20,推进普惠包容的经济全球化,套路,False,"阐释：套路（""不是停在全球治理倡议、正逢其时本身，而是看见它们共同指向开放平台、规则和市场联通""——本题材料并无""开放平台/市场联通""线索，系填空式套话，未真正从本题推出""普惠包容全球化""）","落点：OK（细则②""经济全球化""采意可给）","· 推进普惠包容的经济全球化 | 阐释：套路（""不是停在全球治理倡议、正逢其时本身，而是看见它们共同指向开放平台、规则和市场联通""——本题材料并无""开放平台/市场联通""线索，系填空式套话，未真正从本题推出""普惠包容全球化""）| 落点：OK（细则②""经济全球化""采意可给）"
1,v5_out_1.txt,8,2026通州期末Q20,共商共建共享的全球治理观,真推理,False,"阐释：真推理（把""治理赤字""=现实问题、""国际规则秩序""=结构挑战拆开，推出须先答治理立场=共同参与建设分享，扣本题""指引方向""）","落点：OK（细则①核心给分点，原答案""核心是秉持共商共建共享""）","· 共商共建共享的全球治理观 | 阐释：真推理（把""治理赤字""=现实问题、""国际规则秩序""=结构挑战拆开，推出须先答治理立场=共同参与建设分享，扣本题""指引方向""）| 落点：OK（细则①核心给分点，原答案""核心是秉持共商共建共享""）"
1,v5_out_1.txt,9,2026通州期末Q20,推动国际秩序和全球治理体系更加公正合理,套路,False,"阐释：套路（""设问要把材料判断上升为理论解释，全球治理倡议、正逢其时已经把全球治理结构摆出来""为通用填空，仅靠堆砌设问套语，无本题独有推导）","落点：OK（细则④""国际新秩序""，原答案""推动建设更加公正合理的全球治理体系指引方向""）","· 推动国际秩序和全球治理体系更加公正合理 | 阐释：套路（""设问要把材料判断上升为理论解释，全球治理倡议、正逢其时已经把全球治理结构摆出来""为通用填空，仅靠堆砌设问套语，无本题独有推导）| 落点：OK（细则④""国际新秩序""，原答案""推动建设更加公正合理的全球治理体系指引方向""）"
1,v5_out_1.txt,10,2026通州期末Q20,以主权平等、国际法治等原则推动全球治理体系变革完善,真推理,False,"阐释：真推理（指明题面列出五大原则=规则锚点，""指引方向""问的是体系按什么原则变革，非写中国态度，扣本题）","落点：OK（原答案""以五大原则为支撑…推动建设更加公正合理的全球治理体系""；""反对霸权主义强权政治""为合理外延）","· 以主权平等、国际法治等原则推动全球治理体系变革完善 | 阐释：真推理（指明题面列出五大原则=规则锚点，""指引方向""问的是体系按什么原则变革，非写中国态度，扣本题）| 落点：OK（原答案""以五大原则为支撑…推动建设更加公正合理的全球治理体系""；""反对霸权主义强权政治""为合理外延）"
1,v5_out_1.txt,11,2026通州期末Q20,推动构建人类命运共同体,套路,False,"阐释：套路（""全球治理倡议、人类命运共同体呈现的是共同体价值统摄""""把中国发展、他国利益和全球问题放在同一命运关联""为跨题通用模板，本题材料未直接铺""中国发展/他国利益""对照）",落点：OK（细则⑤核心给分点）,"· 推动构建人类命运共同体 | 阐释：套路（""全球治理倡议、人类命运共同体呈现的是共同体价值统摄""""把中国发展、他国利益和全球问题放在同一命运关联""为跨题通用模板，本题材料未直接铺""中国发展/他国利益""对照）| 落点：OK（细则⑤核心给分点）"
1,v5_out_1.txt,12,2026通州期末Q20,践行真正的多边主义,套路,False,"阐释：套路（""不是停在…本身，而是看见它们共同指向多边平台和共同规则""固定句式；虽点到《联合国宪章》一脉相承属本题线索，但推导主体仍为空泛填空）","落点：OK（细则④""多边主义""，原答案""同《联合国宪章》一脉相承，践行真正的多边主义""）","· 践行真正的多边主义 | 阐释：套路（""不是停在…本身，而是看见它们共同指向多边平台和共同规则""固定句式；虽点到《联合国宪章》一脉相承属本题线索，但推导主体仍为空泛填空）| 落点：OK（细则④""多边主义""，原答案""同《联合国宪章》一脉相承，践行真正的多边主义""）"
1,v5_out_1.txt,13,2026通州期末Q20,推动国际关系民主化,真推理,False,"阐释：真推理（把五大原则并列读为""国家间如何对等参与""，指出""指引方向""问的是改写国际关系运行方式而非复述原则，扣本题）","落点：OK（细则④""国际关系民主化""+""正确义利观/兼顾利益""，原答案采意范围内）","· 推动国际关系民主化 | 阐释：真推理（把五大原则并列读为""国家间如何对等参与""，指出""指引方向""问的是改写国际关系运行方式而非复述原则，扣本题）| 落点：OK（细则④""国际关系民主化""+""正确义利观/兼顾利益""，原答案采意范围内）"
1,v5_out_1.txt,14,2026通州期末Q20,贡献中国智慧、中国方案、中国力量,真推理,False,"阐释：真推理（抓""为动荡世界注入稳定性和确定性""=中国作为""提供方""的身份，推出担当来自供给者角色，并与正逢其时/指引方向区分，紧扣本题）","落点：OK（细则⑥核心给分点，原答案""贡献中国智慧和中国方案""）","· 贡献中国智慧、中国方案、中国力量 | 阐释：真推理（抓""为动荡世界注入稳定性和确定性""=中国作为""提供方""的身份，推出担当来自供给者角色，并与正逢其时/指引方向区分，紧扣本题）| 落点：OK（细则⑥核心给分点，原答案""贡献中国智慧和中国方案""）"
1,v5_out_1.txt,15,2026通州期末Q20,中国推动构建人类命运共同体,套路,False,"阐释：套路（同上人类命运共同体模板句""呈现的是共同体价值统摄…同一命运关联""，仅把""彰显担当""塞入，无本题专属推导）","落点：OK（细则⑤，原答案""彰显出中国推动构建人类命运共同体的主动担当""）","· 中国推动构建人类命运共同体 | 阐释：套路（同上人类命运共同体模板句""呈现的是共同体价值统摄…同一命运关联""，仅把""彰显担当""塞入，无本题专属推导）| 落点：OK（细则⑤，原答案""彰显出中国推动构建人类命运共同体的主动担当""）"
1,v5_out_1.txt,16,2026通州期末Q20,坚持正确义利观,套路,False,"阐释：套路（""全球治理倡议、正逢其时已经把大国责任与发展合作摆出来""为通用断言，""不是单方取利而是兼顾""是术语自带含义非本题线索推出）","落点：OK（细则④""正确义利观/兼顾利益""采意）","· 坚持正确义利观 | 阐释：套路（""全球治理倡议、正逢其时已经把大国责任与发展合作摆出来""为通用断言，""不是单方取利而是兼顾""是术语自带含义非本题线索推出）| 落点：OK（细则④""正确义利观/兼顾利益""采意）"
1,v5_out_1.txt,17,2026通州期末Q20,中国是负责任大国并勇于担当,真推理,False,"阐释：真推理（落点用""国际公共产品、与三大倡议协同发力""——这是本题材料三独有事实，推出负责任大国担当，扣材料）","落点：OK（细则⑥，原答案""与三大全球倡议协同发力""）","· 中国是负责任大国并勇于担当 | 阐释：真推理（落点用""国际公共产品、与三大倡议协同发力""——这是本题材料三独有事实，推出负责任大国担当，扣材料）| 落点：OK（细则⑥，原答案""与三大全球倡议协同发力""）"
1,v5_out_1.txt,18,2026通州期末Q20,维护《联合国宪章》宗旨和原则,套路,False,"阐释：套路（""能解释…中的全球治理倡议、联合国、《联合国宪章》，因为这些线索提示的是联合国框架""——回填式，落点几乎照抄题面句""精神内涵同联合国宪章宗旨原则一脉相承""，无增量推理）",落点：OK（细则③核心给分点）,"· 维护《联合国宪章》宗旨和原则 | 阐释：套路（""能解释…中的全球治理倡议、联合国、《联合国宪章》，因为这些线索提示的是联合国框架""——回填式，落点几乎照抄题面句""精神内涵同联合国宪章宗旨原则一脉相承""，无增量推理）| 落点：OK（细则③核心给分点）"
1,v5_out_1.txt,23,2025海淀期中Q21(2),和平与发展仍是时代主题,真推理,False,"阐释：真推理（指出题面按阶段铺开、差异由外部国际格局演进推动而非中国主观偏好，扣""变""的逻辑，针对本题）","落点：OK（对应""变""之时代背景，细则原答案一致）","· 和平与发展仍是时代主题 | 阐释：真推理（指出题面按阶段铺开、差异由外部国际格局演进推动而非中国主观偏好，扣""变""的逻辑，针对本题）| 落点：OK（对应""变""之时代背景，细则原答案一致）"
1,v5_out_1.txt,24,2025海淀期中Q21(2),维护国家利益是主权国家对外活动的出发点和落脚点,真推理,False,"阐释：真推理（抓""每阶段外交动作不同但都围绕主权安全发展利益""，推出""不变""=贯穿所有阶段的恒定立足点，扣本题）","落点：OK（""不变""维护主权安全发展利益，原答案点）","· 维护国家利益是主权国家对外活动的出发点和落脚点 | 阐释：真推理（抓""每阶段外交动作不同但都围绕主权安全发展利益""，推出""不变""=贯穿所有阶段的恒定立足点，扣本题）| 落点：OK（""不变""维护主权安全发展利益，原答案点）"
1,v5_out_1.txt,25,2025海淀期中Q21(2),世界多极化是当今国际形势的突出特点,错位,False,"阐释：错位（核心点挂""世界多极化""，但阐释开头明写""能解释…中的不变""""这些线索提示的是全球南方合作""——既错挂到""不变""又引入本题不存在的""全球南方合作""；落点却写""变""。阐释自相矛盾、与所挂核心点错位）","落点：OK（落点""政治多极化…据此因时而变""切""变""，给分无碍，但阐释错位）","· 世界多极化是当今国际形势的突出特点 | 阐释：错位（核心点挂""世界多极化""，但阐释开头明写""能解释…中的不变""""这些线索提示的是全球南方合作""——既错挂到""不变""又引入本题不存在的""全球南方合作""；落点却写""变""。阐释自相矛盾、与所挂核心点错位）| 落点：OK（落点""政治多极化…据此因时而变""切""变""，给分无碍，但阐释错位）"
1,v5_out_1.txt,26,2025海淀期中Q21(2),新中国外交始终服务国家性质并坚持党对外交统一集中领导,真推理,False,"阐释：真推理（抓""每阶段都是'新中国外交'、主语统一指向国家性质""，推出阶段在变国家性质不变，扣本题""不变""根本属性）","落点：OK（原答案""始终服务于人民民主专政的国家性质""）","· 新中国外交始终服务国家性质并坚持党对外交统一集中领导 | 阐释：真推理（抓""每阶段都是'新中国外交'、主语统一指向国家性质""，推出阶段在变国家性质不变，扣本题""不变""根本属性）| 落点：OK（原答案""始终服务于人民民主专政的国家性质""）"
1,v5_out_1.txt,27,2025海淀期中Q21(2),中国坚持独立自主的和平外交政策,真推理,False,"阐释：真推理（指出不同阶段任务对象在变但始终服务人民根本利益与世界和平，""不变""要答政策底色而非罗列事件，扣本题）","落点：OK（原答案""独立自主基本立场+维护世界和平促进共同发展宗旨""）","· 中国坚持独立自主的和平外交政策 | 阐释：真推理（指出不同阶段任务对象在变但始终服务人民根本利益与世界和平，""不变""要答政策底色而非罗列事件，扣本题）| 落点：OK（原答案""独立自主基本立场+维护世界和平促进共同发展宗旨""）"
1,v5_out_1.txt,28,2025海淀期中Q21(2),和平共处五项原则是我国对外关系基本准则,真推理,False,"阐释：真推理（点明""不变""不只政策名称还含对外关系基本准则，须单独落点，扣本题给分结构）","落点：OK（原答案""以和平共处五项原则作为对外关系基本准则""）","· 和平共处五项原则是我国对外关系基本准则 | 阐释：真推理（点明""不变""不只政策名称还含对外关系基本准则，须单独落点，扣本题给分结构）| 落点：OK（原答案""以和平共处五项原则作为对外关系基本准则""）"
1,v5_out_1.txt,29,2025海淀期中Q21(2),中国综合国力、国际地位和话语权提升,真推理,False,"阐释：真推理（抓第三阶段外交从大国拓展到周边、对非的""全方位""布局，推出背后是影响力话语权扩张，扣本题第三段事实）","落点：OK（原答案""综合国力增强、国际地位提升、承担更多国际责任""对应""变""）","· 中国综合国力、国际地位和话语权提升 | 阐释：真推理（抓第三阶段外交从大国拓展到周边、对非的""全方位""布局，推出背后是影响力话语权扩张，扣本题第三段事实）| 落点：OK（原答案""综合国力增强、国际地位提升、承担更多国际责任""对应""变""）"
1,v5_out_1.txt,30,2025海淀期中Q21(2),习近平外交思想指导中国特色大国外交,真推理,False,"阐释：真推理（抓""新时代中国特色大国外交""过渡=指导思想随时代演进，分析""变""的思想层、为何形成新理论形态，扣本题）","落点：OK（原答案""习近平外交思想为新时代中国特色大国外交提供根本遵循和行动指南""）","· 习近平外交思想指导中国特色大国外交 | 阐释：真推理（抓""新时代中国特色大国外交""过渡=指导思想随时代演进，分析""变""的思想层、为何形成新理论形态，扣本题）| 落点：OK（原答案""习近平外交思想为新时代中国特色大国外交提供根本遵循和行动指南""）"
1,v5_out_1.txt,35,2024海淀二模Q18(1)（多极化世界中的民主与全球治理 时政述评）,和平与发展仍是时代主题,真推理,False,"阐释：真推理（抓资料包同呈现的压力源既是改革压力也是""合作而非对抗""现实条件，推出须先给改革定时代基底，避免现象罗列，扣述评要求）","落点：OK（细则列""时代主题""为可作答角度；落点引AI治理缺口/全球南方诉求均源自资料包，无臆造）","· 和平与发展仍是时代主题 | 阐释：真推理（抓资料包同呈现的压力源既是改革压力也是""合作而非对抗""现实条件，推出须先给改革定时代基底，避免现象罗列，扣述评要求）| 落点：OK（细则列""时代主题""为可作答角度；落点引AI治理缺口/全球南方诉求均源自资料包，无臆造）"
