source_id,path,sha256,size_bytes,mtime,role,extract_path,text_extract_source
SRC_EXAM_2024_CHAOYANG_YIMO_Q21,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,25b655e73b7424e7aa7bb467e71553461c8133b8e7e161e6d9de575176b949cc,1324697,2026-04-23T17:11:37+08:00,exam_prompt_for_doc_order_146_reused_from_slice027,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_030/SRC_EXAM_2024_CHAOYANG_YIMO_Q21.txt,reused slice_027
SRC_RUBRIC_2024_CHAOYANG_YIMO_Q21_DOCX,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,f6013d54b52c02dcf40a2ff1f845c124598281324f98545a577914b901e7688c,29215,2026-04-23T17:11:29+08:00,formal_answer_docx_for_doc_order_146_reused_from_slice027,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_030/SRC_RUBRIC_2024_CHAOYANG_YIMO_Q21_DOCX.txt,reused slice_027
SRC_RUBRIC_2024_CHAOYANG_YIMO_Q21_PPTX,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx,d64506799887753ee409ebc7e63cf977de6843f62f7ebb327b6cca74477a8272,7699972,2026-04-23T17:12:16+08:00,formal_rubric_pptx_for_doc_order_146_reused_from_slice027,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_030/SRC_RUBRIC_2024_CHAOYANG_YIMO_Q21_PPTX.txt,reused slice_027
SRC_EXAM_2025_XICHENG_YIMO_Q18,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,2542f29bb04e2ae014d6d61f553b812926c2a998785ce44cb815ef347d5deca5,847160,2026-04-23T17:06:19+08:00,exam_prompt_and_reference_answer_for_doc_order_147_reused_from_slice018,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_030/SRC_EXAM_2025_XICHENG_YIMO_Q18.txt,reused slice_018
SRC_RUBRIC_2025_XICHENG_YIMO_Q18,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,af675a5d751f41db34d996ea71aeb9dfcb9ac0e86ef2acf40e2f7fd03ca99939,29503,2026-04-23T17:06:16+08:00,formal_rubric_for_doc_order_147_reused_from_slice018,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_030/SRC_RUBRIC_2025_XICHENG_YIMO_Q18.txt,reused slice_018
SRC_EXAM_2025_FANGSHAN_YIMO_Q18,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,3227fd51f2020c047e93984cd14d604177ce97094364e17f2dac099fabac1d69,785455,2026-04-23T17:05:51+08:00,exam_prompt_for_doc_order_148_reused_from_slice011,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_030/SRC_EXAM_2025_FANGSHAN_YIMO_Q18.txt,reused slice_011
SRC_RUBRIC_2025_FANGSHAN_YIMO_Q18,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,17cdecfbd774ee7902feb4494c59cdd2f944a217046b51205283bcf1c9ed0ca3,245221,2026-04-23T17:05:58+08:00,formal_rubric_for_doc_order_148_reused_from_slice011,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_030/SRC_RUBRIC_2025_FANGSHAN_YIMO_Q18.txt,reused slice_011
SRC_EXAM_2026_DONGCHENG_YIMO_Q19_3,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/试卷/试卷.pdf,0dafc181e82eb031dae6bc668d9e0f91cb614dfbc09cb48711d5c97a93b7a195,945774,2026-04-23T17:00:39+08:00,exam_prompt_for_doc_order_149_reused_from_slice028,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_030/SRC_EXAM_2026_DONGCHENG_YIMO_Q19_3.txt,reused slice_028
SRC_RUBRIC_2026_DONGCHENG_YIMO_Q19_3,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026东城一模/细则/分题细则/东城一模评标细则（勿传）/19（3）.pptx,aa63045ae37602583ef2bf7afc1560f16cef636850303c9db9d8b92e35a7c4f6,6794799,2026-04-23T17:01:09+08:00,formal_rubric_for_doc_order_149_reused_from_slice028,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_030/SRC_RUBRIC_2026_DONGCHENG_YIMO_Q19_3.txt,reused slice_028
SRC_EXAM_2024_CHAOYANG_QIZHONG_Q20_3,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf,0a50f76fd1e1c50fc92b340a7d9f874bab34cd33def4aae1c4bb4ad9681a405e,532797,2026-04-23T17:10:45+08:00,exam_prompt_for_doc_order_150_reused_from_slice029,/Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_030/SRC_EXAM_2024_CHAOYANG_QIZHONG_Q20_3.txt,reused slice_029
